model,feature,builtin_importance,perm_importance_mean,perm_importance_std,model_accuracy,model_mcc,model_auc
Source_gse20194,GAB1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,STEAP3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CDH4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GCNT1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,FABP1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,EBI3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TFPI2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,IL4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RPL8,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,KANK3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PON2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RBL1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ANKH,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SNRPD2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TFCP2L1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,P2RX3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,FGB,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TGM3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SLC38A2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TNNI2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,HAUS3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,KRT2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RPS3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CCL5,0.000144,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GRIK2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,VEGFB,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SMC3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,STX16,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,HLA-DRB6,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,AMBP,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,FAM107A,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SMTN,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,EPHA2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,MACROD1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CCL1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,STT3A,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TMEM231,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CYP3A4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SPICE1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,R3HCC1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SAP18,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,LALBA,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CHORDC1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CDON,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,POLE,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,MFAP1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TTC38,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CAPN9,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TP53TG5,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CEACAM5,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SH3GL2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,FNDC8,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,LTA4H,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,IRX4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RAD52,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GSTM5,0.000053,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GSTA1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,DCAF10,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GDAP2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,EPPK1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,NACA,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CBR4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ANO10,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ANKRD40,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CORO2B,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ARR3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,DMBT1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SELE,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,COPS3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,HIGD1B,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PTTG3P,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TCEAL4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ARHGEF7,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CBFA2T3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SALL1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SP100,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TMEM104,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,USH2A,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,DSG2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,MAPKBP1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,DOLPP1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,FABP3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,BCOR,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PTPN13,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,UCP2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,AMH,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,KIF1B,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TSPAN2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ARHGEF5,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,FPGT,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,HTN1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PRKX,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PTGDR,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,IMPACT,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,LAT2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RNLS,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SOX11,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,AACS,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,MBL1P,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TRAF1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,NAV2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CYC1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ACSBG1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,C5orf22,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TPSAB1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PRDX1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ACACA,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ARHGEF40,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ASCC1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SPATS2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TNFRSF21,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CNNM2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CYB5R3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TMEM9B,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ZNF587B,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SHANK1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PNLIP,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ZFYVE26,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PCDHGB5,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RALA,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PPP1R11,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RASGRP3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,DAZAP1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,EIF2AK1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SLC1A3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TAF4B,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,MDM4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,IFNG,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,LAMP2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TSPAN7,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RAPGEF4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CLCA4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ATP2C1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GPAA1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CDS1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GPC4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RALGAPA1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RNF186,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RELA,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,MRPS35,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SF3A3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,POP5,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ZSCAN18,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ZKSCAN4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SERTAD2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,NT5E,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,AIRE,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,MID1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,OSBPL2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CLCN4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ORC2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RBM47,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SSTR3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TSPAN1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,POU2F3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PUS3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,C11orf16,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,R3HDM1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,HSD17B6,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CCDC57,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RTP4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,HSD17B3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,MAK,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,HIPK1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TFAP4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GTF2H4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PPP1R3A,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TST,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,MON1B,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SREBF2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CYP24A1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GABRQ,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TPRKB,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,MPZL1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,KDM5A,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TBK1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,HPS4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,AVPI1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TLR5,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,FAM117A,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,WDR70,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,HUS1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,KRR1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SIGIRR,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TBC1D22B,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PLCG2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,COL7A1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PTOV1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ARID5A,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,OPA3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,POGLUT1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,EBNA1BP2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PPT2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GOLPH3L,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ATXN7L1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,OR2B6,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,FAN1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RIT2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,NUP37,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,MAPK9,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,KLF13,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SLC31A2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PIK3R2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SMPD2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,S100A2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,LITAF,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,HCK,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,UVRAG,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,VPREB3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TAAR2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PPARG,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,OR12D3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ELK1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GDNF,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,KCNIP1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,FBP2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GMCL1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PTCD3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,DPP3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RXFP3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,WDR12,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TLE4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TSR1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SLC48A1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CYP4B1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CDKN2A,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GGA2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SLC25A11,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CAMK2N1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SHC2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,THPO,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ZER1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ACTN4,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,STK39,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SLC5A6,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SLC22A1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,SSTR1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ARHGAP10,0.002333,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ZP2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CRIP2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CGRRF1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,NMB,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ST8SIA4,0.000005,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CYP2A7,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,DKKL1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,AZGP1P1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,UQCRC1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,METTL9,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TTC1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,CDCP1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TSPAN14,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ZFHX3,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,ZNF10,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,LIMK2,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,DCTN5,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TACO1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,GLB1L,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,FTL,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,HRG,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,RPRM,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,PEPD,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,MSC,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,TBKBP1,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
Source_gse20194,MYH13,0.000000,0.000000,0.000000,0.884058,0.756614,0.901675
