feature,perm_importance_mean,perm_importance_std,model_name,model_accuracy,model_mcc,model_auc
TXN2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TROAP,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
USPL1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MORN1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SF3B3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
COMT,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
RNF8,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FAM184A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ACE2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ATG4B,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
NEUROD1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
LONRF3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
THY1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
RAB27A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ARPC4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MBOAT2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TREX2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ZNF473,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
EIF1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PTRH2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
EGFR,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
AHNAK,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
DENND1A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TSPYL5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FSTL1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
IL10RA,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CYP1B1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
RNF122,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TUBB4A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KREMEN2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SUN1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
HELZ,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GOLGB1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
LMBR1L,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
DDX46,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CBX2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
STAG2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
LMTK2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ARPC5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GDF3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
NPR2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
RIPK1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TRPM4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
BCL11B,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
RIC8A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
BRDT,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CBX8,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
DIO1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FUT1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
APOBEC3B,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ANP32E,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
RPL13A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
STAMBP,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
UROD,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ETFA,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PFKL,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PHACTR1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FAAH,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CMC2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
COL1A2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ZNF419,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PDIA2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ELF4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
UXT,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TUBB3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
C3orf52,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GK,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FOLR3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GPKOW,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SCUBE2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
LPO,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
EDN3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
DLX6,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
LHCGR,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PCDH12,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PRKRA,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TMEM41B,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CTBP2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
POLR3F,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CADM3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
COL4A1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
HJURP,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CDK18,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
HNF1B,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ACE,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
DHDDS,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
RAB30,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
QDPR,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ZNF451,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MCM5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ACAD10,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
OSBPL10,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PLAC8,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MTSS1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
HCFC1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
NADK,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MRPL3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CSTF3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
LMO2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GC,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FOXO1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
LY86,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
HOXD13,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SCG2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
YTHDF3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
COMMD10,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
LMAN1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ZNF669,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MFNG,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PPM1H,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ALOX12P2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
IQSEC3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PWP1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GDF5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GSK3A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TCEAL2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SERGEF,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SLC25A28,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SERPINB3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
AKAP11,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KDM4B,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ULBP1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
HSD17B11,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MFSD6,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SAMD14,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SLC44A4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CENPE,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
DRD2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PAPOLA,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SF3B4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CARM1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
LIPG,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CAMKK2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PTPRA,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ARL15,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CEMP1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MAST1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PRKCE,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
STX12,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CLPS,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CD58,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FGF1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TBX5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
AP2A2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PCNP,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SCGB2A2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TOX3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GAA,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
STXBP5L,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SERPINA6,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
AAGAB,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
NDST4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MATN4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SACM1L,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
IL2RG,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FCER1G,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
HSD11B1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KCNK5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ABCF1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
AFG3L2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FEZ1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KCNK10,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TNP1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PLXND1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
RCOR3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MYO9A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
POLB,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MAP2K7,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MAPK14,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
NR0B1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GDAP1L1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TPK1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MOSPD2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
NCS1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GATAD1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SIRPA,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TARDBP,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
VPS39,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FAU,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TEX10,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CTRB2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SNAI1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FN3K,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ZBTB22,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ASPA,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SARS2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ERN2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
COL17A1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ARF5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ETV2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ZNF207,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FOXD3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TUSC3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KLK12,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TPMT,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CFP,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KCNJ16,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
RRAGB,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KIFAP3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ARHGEF4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
EBAG9,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MED31,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CAPN10,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CDK2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
RASSF4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SLC39A14,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ANKRD11,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MSI1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MRPS27,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PRRX1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
AKAP9,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
AKR7A2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
HLA-DQA1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
DNALI1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
AR,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
JAM2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
EPB41,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SPACA1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SUPT5H,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
RARRES1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TMEM123,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TAS2R16,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CDH22,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ALG8,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GABRD,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KLK13,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SPATA2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TMEM100,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CLN3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
DIABLO,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
NMT2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SUGP1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
YIPF2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ACOXL,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
EDN2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TASP1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ANK1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
LGALS13,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PDYN,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SAR1B,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FGF9,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PCDHA2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PRR15L,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GCNT4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ZNF654,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KCNN4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GTF2H3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SRPK2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PPP1R17,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SPAG5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KLRC4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KLF2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PLA2G3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
UNC119B,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TXNRD2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CLTCL1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CSNK1G3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
NDUFAF3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
IL36A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CENPQ,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ARAP2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GUK1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
S1PR2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
EDC3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TAPBPL,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ANXA2P3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CLASP1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PAF1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CDH9,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FXR2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KLHL3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MAGEB1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
IFNA8,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CHRNB3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
LBH,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MLF2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ZFAND5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CBR3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GALR1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CSF2RB,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SDHB,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
P2RX2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
HBP1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GLB1L2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
N4BP2L1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PPRC1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CDC42,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
LPAR2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MIS18A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
VPS41,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ZMYM1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FGF21,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KRT9,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
THOC7,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GNL2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
AGBL2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
REEP4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ECM1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FGF23,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
HOXB1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SH3BGRL,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
RNF10,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PDLIM4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
DCAF15,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
BPTF,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CASP7,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CSRP3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SMARCE1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CHKA,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CA14,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CASQ2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SFT2D2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TSPYL4,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PELI2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CCDC88A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SFTPC,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SCN1B,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MUC13,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TGDS,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TFAP2A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PPIG,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KDM2A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PDK1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CD68,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
DNAJC2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
NKX2-5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
REST,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
INTS3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
KCNE2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TBCA,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GPR20,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MYL5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ASGR1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PCSK5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ZNF273,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PCDHA5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
DUOX1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PDE5A,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
IL18R1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ARHGAP17,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ADCY3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
NDRG2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MYBL2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MYO16,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PBX3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
BCKDHA,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
AHDC1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
WDR1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
COL4A3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
IQCC,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PKNOX2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
DMRT1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ADAMTS5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TFF3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CLDN3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GNAT3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SMARCD2,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
PVRIG,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GPR68,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
WNT7B,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
MYO15B,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GOLGA2P5,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
GNG3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
ARHGAP1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FPR3,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
FAM114A1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
TUBG1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
SLC4A7,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
CTBP1,0.000000,0.000000,Combined Sources,0.929204,0.816245,0.943883
