feature,perm_importance_mean,perm_importance_std,model_name,model_accuracy,model_mcc,model_auc
SLIT3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RFC1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GUCY2D,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RAB38,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
P2RY13,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NUDT21,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZWINT,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC22A2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF606,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PDHA2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
WIF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
EVC,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MKNK1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NCL,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HSPA8,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GFPT2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NDUFB11,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ITGAM,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RIMS3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SRSF8,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NAA16,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SHB,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
METTL5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF32,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LASP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SFTPB,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF24,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HOXA10,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CIRBP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ITM2B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PCBP3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MPG,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PRDX3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CYB5R2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SETMAR,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SORCS3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZRSR2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC25A10,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC12A4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ADAM15,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LRRC15,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RAD54L2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
KLF3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
C6orf62,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CXCL9,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
IDH3B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
KRT19,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
STK24,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
WDR7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GRHPR,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF26,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ANKRD2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BTAF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TTI1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DPH1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MYH1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ASXL2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LRRC31,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
AMDHD2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RANBP17,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ELMO1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF208,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FTSJ3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
UMOD,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF484,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SUPT16H,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NNT,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZCWPW1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SERPINH1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MT1G,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC6A12,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TAF9,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TFF2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
JUN,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HPX,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PER3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TMEM30A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PIGA,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FGF18,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SRC,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
METTL8,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MYH14,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC9A8,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CLASP2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LPCAT3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MED16,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MRPL22,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
AKR1C4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TIA1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF143,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FOS,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ABCA8,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
AGPAT5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC35C2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC1A2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SVEP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
KCNV2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MOGAT2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SHROOM2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
USP22,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CAMLG,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SCAMP5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ADH7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PAEP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
POLA2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TEAD1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BAZ2B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RBM14,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CERS4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CYP3A43,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BIRC2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DOCK4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MCM9,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
OR2H2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CD79A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FA2H,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HTR3B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SI,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
KEL,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PMPCA,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HOXD9,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GVINP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
UBQLN3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PNMA3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HMGCS2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
WWC2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
EPS8L2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
POP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SEC16A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PARL,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MAGIX,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CERK,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ADD2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PLCXD1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SDC1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
EDN1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FZD7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NAT2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CRP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ENPP4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
JUNB,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NFKB2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TXN,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PSMD14,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TRAFD1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PRKD3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ACP6,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TRMT12,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZXDA,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GABRG2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NTN1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SCN1A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ITGA7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TRIP10,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CTBS,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SERPINE1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ISG20L2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TFRC,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZDHHC18,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FLOT2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC7A1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
VEZF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
EZH2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PDE3B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MED8,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SIGMAR1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DUSP5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MRPL24,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ORMDL2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CD52,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NBEA,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
STAM2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
USP19,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
KAT6B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GM2A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BMPR2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC12A7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
XDH,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MRPS31,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CNOT6,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DHCR24,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MEG3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CRTC3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CLK4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HSF4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ADRA1A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ENOSF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TBCD,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CX3CR1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GZMH,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ITGB5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
COG2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TACC1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
VWF,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
KPTN,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DGKZ,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GTF3C4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLAMF7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CCL8,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNHIT2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GOSR1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF672,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BRD7P3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FTH1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PEX11A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BZW2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TNFAIP8,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PRPF18,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ATAD5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SOCS3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MZF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PLBD1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PTPN4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SIRT6,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SSR2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ADAM11,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CRABP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HGF,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PBLD,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TCP11L1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PC,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SAMD4B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DNAJB14,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PAX6,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
WNT4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FEN1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
COX7A2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
JMJD1C,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GUCY1B2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HRH1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PPARGC1A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PUM2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TERF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
VANGL1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MUC2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SNX17,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LILRB1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZC3H14,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PHF3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GTF3C1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LAMP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BRF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
IGFBP7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TK2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TBC1D2B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CDK9,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PSMC2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MCM3AP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TESC,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC12A1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CYTH1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MAB21L2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PLCB1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TSPAN9,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DVL2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
P2RY2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
AGPAT1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GH1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SREBF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ATF6B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PLEKHH3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CENPF,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
F11R,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NAA15,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MASP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
APEH,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SURF2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MILR1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SMURF2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PSMD6,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
JRK,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MLF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TM6SF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
WDR77,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZBP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
EMP3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC19A1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DNAJC16,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GEMIN6,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LHFPL2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC7A6,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
EFNA1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SCARF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SEC23B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PSD4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CFLAR,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TULP3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NEUROD2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
STS,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NOS1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BTK,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SNHG3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
G3BP2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MED15,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FHL3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GEMIN2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DLK2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NGDN,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
EHD3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RPL15,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SNX2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SETD4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TMEM186,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
OSTM1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PTGER4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PEX3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DAPK2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF512B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GUCA2B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DDX28,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CDC42EP2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TM9SF4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GJC1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BTBD8,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GAL3ST1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SERPINB9,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BMP8B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SEC14L2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
WLS,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC23A2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MOB3B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FSTL3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GADD45A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DECR1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MAP3K14,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SCGB1D1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
OR52A1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TMPRSS3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FAM111A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
OR2S2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
AMPD2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ATP2B3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
C1RL,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RABGGTA,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TRMT2A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
AMPD1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LIG4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BMP3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ATP4A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SRSF11,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
C4BPB,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FOXA2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ASAP2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FLJ13224,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NAALAD2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SPP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
UTRN,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SYTL2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HNRNPK,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BBC3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BIRC3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CD48,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FAM131B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PRDM1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC38A4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
STAT3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RBM4B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
C2CD3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PDX1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
