metric,iteration,classifier,adjuster,dataset,p_column,c_column,c_value,value
roc_auc_score,0,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.95302
roc_auc_score,1,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.952607
roc_auc_score,2,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.955151
roc_auc_score,3,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.963875
roc_auc_score,4,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.957423
roc_auc_score,5,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.957641
roc_auc_score,6,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.949589
roc_auc_score,7,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.957715
roc_auc_score,8,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.951399
roc_auc_score,9,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.950407
mutual_info_score,0,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.593731
mutual_info_score,1,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.526518
mutual_info_score,2,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.593776
mutual_info_score,3,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.561286
mutual_info_score,4,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.583587
mutual_info_score,5,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.550824
mutual_info_score,6,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.513182
mutual_info_score,7,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.574764
mutual_info_score,8,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.559108
mutual_info_score,9,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.567409
accuracy_score,0,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.919971
accuracy_score,1,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.894569
accuracy_score,2,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.919971
accuracy_score,3,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.912725
accuracy_score,4,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.916428
accuracy_score,5,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.909102
accuracy_score,6,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.890986
accuracy_score,7,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.912685
accuracy_score,8,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.909221
accuracy_score,9,RandomForest,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.912645
roc_auc_score,0,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.940693
roc_auc_score,1,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.941987
roc_auc_score,2,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.950801
roc_auc_score,3,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.958937
roc_auc_score,4,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.954335
roc_auc_score,5,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.945303
roc_auc_score,6,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.952634
roc_auc_score,7,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.948841
roc_auc_score,8,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.952281
roc_auc_score,9,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.945344
mutual_info_score,0,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.555744
mutual_info_score,1,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.62108
mutual_info_score,2,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.602286
mutual_info_score,3,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.667394
mutual_info_score,4,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.610808
mutual_info_score,5,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.576371
mutual_info_score,6,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.589541
mutual_info_score,7,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_er_status,None,None,0.605886
