metric,iteration,classifier,adjuster,dataset,p_column,c_column,c_value,value
roc_auc_score,0,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,1,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,2,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,3,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,4,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,5,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,6,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,7,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,8,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,9,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
mutual_info_score,0,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,1,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,2,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,3,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,4,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,5,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,6,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,7,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,8,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,9,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
accuracy_score,0,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,1,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,2,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,3,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,4,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,5,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,6,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,7,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,8,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,9,RandomForest,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,0,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,1,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,2,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,3,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,4,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,5,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,6,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,7,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,8,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,9,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
mutual_info_score,0,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,1,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,2,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,3,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,4,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,5,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,6,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,7,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,8,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
mutual_info_score,9,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,0.427306
accuracy_score,0,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,1,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,2,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,3,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,4,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,5,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,6,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,7,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,8,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
accuracy_score,9,HistGradientBoosting,unadjusted,gse19697_gse20194,meta_source,None,None,1.0
roc_auc_score,0,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.0
roc_auc_score,1,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.0
roc_auc_score,2,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.000801
roc_auc_score,3,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.0
roc_auc_score,4,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.0
roc_auc_score,5,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.0
roc_auc_score,6,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.0
roc_auc_score,7,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.0
roc_auc_score,8,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.000801
roc_auc_score,9,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.002003
mutual_info_score,0,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.002336
mutual_info_score,1,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.002315
mutual_info_score,2,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.001157
mutual_info_score,3,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.002315
mutual_info_score,4,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.003493
mutual_info_score,5,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.002315
mutual_info_score,6,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.002315
mutual_info_score,7,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.001157
mutual_info_score,8,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.002336
mutual_info_score,9,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.002315
accuracy_score,0,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.855556
accuracy_score,1,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.855556
accuracy_score,2,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.861111
accuracy_score,3,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.855556
accuracy_score,4,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.85
accuracy_score,5,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.855556
accuracy_score,6,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.855556
accuracy_score,7,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.861111
accuracy_score,8,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.855556
accuracy_score,9,RandomForest,npn_global,gse19697_gse20271,meta_source,None,None,0.855556
roc_auc_score,0,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.003205
roc_auc_score,1,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.012019
roc_auc_score,2,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.002404
roc_auc_score,3,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.004808
roc_auc_score,4,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.000801
roc_auc_score,5,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.001603
roc_auc_score,6,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.001603
roc_auc_score,7,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.001603
roc_auc_score,8,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.004006
roc_auc_score,9,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.000801
mutual_info_score,0,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.001157
mutual_info_score,1,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.002315
mutual_info_score,2,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.002336
mutual_info_score,3,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.004694
mutual_info_score,4,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.008231
mutual_info_score,5,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.002315
mutual_info_score,6,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.003493
mutual_info_score,7,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.004694
mutual_info_score,8,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.004651
mutual_info_score,9,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.001157
accuracy_score,0,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.861111
accuracy_score,1,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.855556
accuracy_score,2,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.855556
accuracy_score,3,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.844444
accuracy_score,4,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.827778
accuracy_score,5,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.855556
accuracy_score,6,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.85
accuracy_score,7,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.844444
accuracy_score,8,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.844444
accuracy_score,9,HistGradientBoosting,npn_global,gse19697_gse20271,meta_source,None,None,0.861111
roc_auc_score,0,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,1,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,2,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,3,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,4,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,5,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,6,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,7,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,8,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,9,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
mutual_info_score,0,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,1,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,2,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,3,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,4,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,5,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,6,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,7,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,8,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,9,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
accuracy_score,0,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,1,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,2,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,3,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,4,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,5,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,6,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,7,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,8,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,9,RandomForest,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,0,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,1,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,2,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,3,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,4,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,5,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,6,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,7,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,8,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
roc_auc_score,9,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
mutual_info_score,0,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,1,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,2,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,3,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,4,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,5,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,6,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,7,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,8,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
mutual_info_score,9,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,0.56651
accuracy_score,0,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,1,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,2,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,3,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,4,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
accuracy_score,5,HistGradientBoosting,unadjusted,gse19697_gse20271,meta_source,None,None,1.0
