metric,iteration,classifier,adjuster,dataset,p_column,c_column,c_value,value
roc_auc_score,0,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.966625
roc_auc_score,1,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.96098
roc_auc_score,2,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.965227
roc_auc_score,3,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.947707
roc_auc_score,4,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.976482
roc_auc_score,5,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.958463
roc_auc_score,6,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.957935
roc_auc_score,7,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.963955
roc_auc_score,8,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.962205
roc_auc_score,9,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.982187
mutual_info_score,0,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.537528
mutual_info_score,1,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.56128
mutual_info_score,2,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.472759
mutual_info_score,3,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.476464
mutual_info_score,4,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.529167
mutual_info_score,5,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.538588
mutual_info_score,6,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.474824
mutual_info_score,7,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.447639
mutual_info_score,8,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.529048
mutual_info_score,9,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.54354
accuracy_score,0,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.899577
accuracy_score,1,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.915433
accuracy_score,2,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.884426
accuracy_score,3,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.884778
accuracy_score,4,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.892706
accuracy_score,5,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.907681
accuracy_score,6,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.877555
accuracy_score,7,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.877202
accuracy_score,8,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.900458
accuracy_score,9,RandomForest,combat,gse20194,meta_er_status,meta_batch,1,0.899577
roc_auc_score,0,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.975441
roc_auc_score,1,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.955146
roc_auc_score,2,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.964174
roc_auc_score,3,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.975989
roc_auc_score,4,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.96401
roc_auc_score,5,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.973228
roc_auc_score,6,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.945918
roc_auc_score,7,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.966001
roc_auc_score,8,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.965096
roc_auc_score,9,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.979125
mutual_info_score,0,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.573831
mutual_info_score,1,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.673073
mutual_info_score,2,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.543172
mutual_info_score,3,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.624581
mutual_info_score,4,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.63011
mutual_info_score,5,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.581775
mutual_info_score,6,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.515705
mutual_info_score,7,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.642748
mutual_info_score,8,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.578638
mutual_info_score,9,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.708148
accuracy_score,0,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.91561
accuracy_score,1,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.938865
accuracy_score,2,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.907505
accuracy_score,3,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.930761
accuracy_score,4,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.923185
accuracy_score,5,HistGradientBoosting,combat,gse20194,meta_er_status,meta_batch,1,0.91561
