metric,iteration,classifier,adjuster,dataset,p_column,c_column,c_value,value
accuracy_score,1,HistGradientBoosting,limma,gse20194,meta_batch,None,None,0.982456
accuracy_score,2,HistGradientBoosting,limma,gse20194,meta_batch,None,None,0.969298
accuracy_score,3,HistGradientBoosting,limma,gse20194,meta_batch,None,None,0.960526
accuracy_score,4,HistGradientBoosting,limma,gse20194,meta_batch,None,None,0.969298
accuracy_score,5,HistGradientBoosting,limma,gse20194,meta_batch,None,None,0.986842
accuracy_score,6,HistGradientBoosting,limma,gse20194,meta_batch,None,None,0.986842
accuracy_score,7,HistGradientBoosting,limma,gse20194,meta_batch,None,None,0.982456
accuracy_score,8,HistGradientBoosting,limma,gse20194,meta_batch,None,None,0.942982
accuracy_score,9,HistGradientBoosting,limma,gse20194,meta_batch,None,None,0.95614
roc_auc_score,0,RandomForest,limma_target,gse20194,meta_batch,None,None,1.0
roc_auc_score,1,RandomForest,limma_target,gse20194,meta_batch,None,None,0.999765
roc_auc_score,2,RandomForest,limma_target,gse20194,meta_batch,None,None,0.999763
roc_auc_score,3,RandomForest,limma_target,gse20194,meta_batch,None,None,0.999763
roc_auc_score,4,RandomForest,limma_target,gse20194,meta_batch,None,None,0.999056
roc_auc_score,5,RandomForest,limma_target,gse20194,meta_batch,None,None,0.999883
roc_auc_score,6,RandomForest,limma_target,gse20194,meta_batch,None,None,0.999883
roc_auc_score,7,RandomForest,limma_target,gse20194,meta_batch,None,None,1.0
roc_auc_score,8,RandomForest,limma_target,gse20194,meta_batch,None,None,1.0
roc_auc_score,9,RandomForest,limma_target,gse20194,meta_batch,None,None,1.0
mutual_info_score,0,RandomForest,limma_target,gse20194,meta_batch,None,None,0.915457
mutual_info_score,1,RandomForest,limma_target,gse20194,meta_batch,None,None,0.838175
mutual_info_score,2,RandomForest,limma_target,gse20194,meta_batch,None,None,0.894886
mutual_info_score,3,RandomForest,limma_target,gse20194,meta_batch,None,None,0.933574
mutual_info_score,4,RandomForest,limma_target,gse20194,meta_batch,None,None,0.884835
mutual_info_score,5,RandomForest,limma_target,gse20194,meta_batch,None,None,0.925086
mutual_info_score,6,RandomForest,limma_target,gse20194,meta_batch,None,None,0.844861
mutual_info_score,7,RandomForest,limma_target,gse20194,meta_batch,None,None,0.863685
mutual_info_score,8,RandomForest,limma_target,gse20194,meta_batch,None,None,0.8332
mutual_info_score,9,RandomForest,limma_target,gse20194,meta_batch,None,None,0.8634
accuracy_score,0,RandomForest,limma_target,gse20194,meta_batch,None,None,0.986842
accuracy_score,1,RandomForest,limma_target,gse20194,meta_batch,None,None,0.973684
accuracy_score,2,RandomForest,limma_target,gse20194,meta_batch,None,None,0.986842
accuracy_score,3,RandomForest,limma_target,gse20194,meta_batch,None,None,0.991228
accuracy_score,4,RandomForest,limma_target,gse20194,meta_batch,None,None,0.982456
accuracy_score,5,RandomForest,limma_target,gse20194,meta_batch,None,None,0.991228
accuracy_score,6,RandomForest,limma_target,gse20194,meta_batch,None,None,0.973684
accuracy_score,7,RandomForest,limma_target,gse20194,meta_batch,None,None,0.97807
accuracy_score,8,RandomForest,limma_target,gse20194,meta_batch,None,None,0.973684
accuracy_score,9,RandomForest,limma_target,gse20194,meta_batch,None,None,0.97807
roc_auc_score,0,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.996232
roc_auc_score,1,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.999295
roc_auc_score,2,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.997179
roc_auc_score,3,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.994575
roc_auc_score,4,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.997886
roc_auc_score,5,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.998121
roc_auc_score,6,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.998356
roc_auc_score,7,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.997886
roc_auc_score,8,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.996711
roc_auc_score,9,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.998121
mutual_info_score,0,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.81904
mutual_info_score,1,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.898528
mutual_info_score,2,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.812297
mutual_info_score,3,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.84776
mutual_info_score,4,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.801059
mutual_info_score,5,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.828151
mutual_info_score,6,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.878567
mutual_info_score,7,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.905434
mutual_info_score,8,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.807739
mutual_info_score,9,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.782725
accuracy_score,0,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.973684
accuracy_score,1,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.986842
accuracy_score,2,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.969298
accuracy_score,3,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.973684
accuracy_score,4,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.969298
accuracy_score,5,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.973684
accuracy_score,6,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.982456
accuracy_score,7,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.982456
accuracy_score,8,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.964912
accuracy_score,9,HistGradientBoosting,limma_target,gse20194,meta_batch,None,None,0.964912
roc_auc_score,0,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.98085
roc_auc_score,1,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.982852
roc_auc_score,2,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.98566
roc_auc_score,3,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.984325
roc_auc_score,4,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.981176
roc_auc_score,5,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.984574
roc_auc_score,6,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.985461
roc_auc_score,7,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.979488
roc_auc_score,8,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.984699
roc_auc_score,9,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.98788
mutual_info_score,0,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.63707
mutual_info_score,1,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.724027
mutual_info_score,2,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.760656
mutual_info_score,3,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.62279
mutual_info_score,4,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.666978
mutual_info_score,5,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.719152
mutual_info_score,6,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.647709
mutual_info_score,7,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.66463
mutual_info_score,8,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.677806
mutual_info_score,9,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.707538
accuracy_score,0,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.929825
accuracy_score,1,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.951754
accuracy_score,2,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.960526
accuracy_score,3,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.925439
accuracy_score,4,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.938596
accuracy_score,5,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.951754
accuracy_score,6,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.929825
accuracy_score,7,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.934211
accuracy_score,8,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.942982
accuracy_score,9,RandomForest,unadjusted,gse20194,meta_batch,None,None,0.947368
roc_auc_score,0,HistGradientBoosting,unadjusted,gse20194,meta_batch,None,None,0.981905
roc_auc_score,1,HistGradientBoosting,unadjusted,gse20194,meta_batch,None,None,0.982615
roc_auc_score,2,HistGradientBoosting,unadjusted,gse20194,meta_batch,None,None,0.98448
roc_auc_score,3,HistGradientBoosting,unadjusted,gse20194,meta_batch,None,None,0.984661
roc_auc_score,4,HistGradientBoosting,unadjusted,gse20194,meta_batch,None,None,0.982824
