minibatch_size	ds_layers	ae_layers	code_size	scaling	loss_weight	minibatch_iterations	learning_rate	batch_value	batch_unadjusted_value	batch_score	class_value	class_unadjusted_value	class_score	batch_rank	class_rank	combined_rank
50	10	2	10	linear	1	1000	1e-4	0.750801282051282	0.9387820512820513	0.18798076923076923	0.6981481481481482	0.7076388888888889	-0.009490740740740744	0.4454865181711606	0.8253223915592028	0.6354044548651817
50	10	10	10	linear	2	1000	1e-4	0.7993589743589744	0.9387820512820513	0.13942307692307687	0.8141203703703704	0.7076388888888889	0.10648148148148151	0.3094958968347011	0.9613130128956624	0.6354044548651817
100	10	2	50	linear	2	1000	1e-4	0.8009615384615385	0.9387820512820513	0.13782051282051277	0.8157407407407408	0.7076388888888889	0.10810185185185184	0.3071512309495897	0.9636576787807737	0.6354044548651817
50	20	2	10	sigmoid	2	1000	0.001	0.3876602564102564	0.9387820512820513	0.5511217948717948	0.4976851851851852	0.7076388888888889	-0.20995370370370375	0.9988276670574443	0.2708089097303634	0.6348182883939039
100	10	5	20	linear	2	1000	1e-4	0.8241987179487179	0.9387820512820513	0.11458333333333337	0.8384259259259259	0.7076388888888889	0.13078703703703698	0.2825322391559203	0.9859320046893317	0.634232121922626
50	5	5	10	sigmoid	1	1000	0.001	0.6487179487179487	0.9387820512820513	0.29006410256410253	0.5555555555555556	0.7076388888888889	-0.15208333333333335	0.7502930832356389	0.5175849941383353	0.6339390386869871
100	5	10	50	sigmoid	2	10000	0.001	0.6424679487179487	0.9387820512820513	0.2963141025641026	0.5509259259259259	0.7076388888888889	-0.156712962962963	0.7643610785463072	0.5017584994138335	0.6330597889800704
50	20	2	50	linear	1	1000	0.001	0.7942307692307692	0.9387820512820513	0.1445512820512821	0.7993055555555555	0.7076388888888889	0.09166666666666656	0.32004689331770225	0.9460726846424384	0.6330597889800703
100	20	5	10	sigmoid	2	1000	1e-4	0.5852564102564103	0.9387820512820513	0.353525641025641	0.5270833333333333	0.7076388888888889	-0.18055555555555558	0.8640093786635404	0.40211019929660025	0.6330597889800703
50	5	10	10	linear	2	1000	0.001	0.7028846153846153	0.9387820512820513	0.23589743589743595	0.6057870370370371	0.7076388888888889	-0.10185185185185186	0.6037514654161782	0.6617819460726846	0.6327667057444314
50	20	5	20	sigmoid	2	1000	0.001	0.47451923076923075	0.9387820512820513	0.46426282051282053	0.49884259259259256	0.7076388888888889	-0.20879629629629637	0.9859320046893317	0.27784290738569756	0.6318874560375146
50	5	5	50	sigmoid	2	10000	1e-4	0.6713141025641026	0.9387820512820513	0.26746794871794866	0.5699074074074074	0.7076388888888889	-0.1377314814814815	0.694021101992966	0.5685814771395076	0.6313012895662368
100	10	2	50	sigmoid	1	10000	1e-4	0.7294871794871794	0.9387820512820513	0.20929487179487183	0.6476851851851851	0.7076388888888889	-0.05995370370370379	0.5169988276670574	0.7432590855803048	0.6301289566236812
50	20	5	50	linear	1	1000	0.001	0.8208333333333333	0.9387820512820513	0.11794871794871797	0.8240740740740741	0.7076388888888889	0.11643518518518514	0.283704572098476	0.9753810082063306	0.6295427901524033
100	5	2	50	sigmoid	1	1000	0.001	0.6264423076923077	0.9387820512820513	0.3123397435897436	0.5435185185185185	0.7076388888888889	-0.16412037037037042	0.7942555685814772	0.4642438452520516	0.6292497069167644
50	10	5	10	linear	1	1000	1e-4	0.7461538461538462	0.9387820512820513	0.1926282051282051	0.6833333333333333	0.7076388888888889	-0.02430555555555558	0.4618991793669402	0.7960140679953107	0.6289566236811255
50	20	5	50	sigmoid	1	1000	0.001	0.5342948717948718	0.9387820512820513	0.4044871794871795	0.5090277777777779	0.7076388888888889	-0.19861111111111107	0.9308323563892146	0.32708089097303633	0.6289566236811255
50	5	5	50	sigmoid	1	10000	0.001	0.6485576923076923	0.9387820512820513	0.29022435897435894	0.5506944444444445	0.7076388888888889	-0.15694444444444444	0.7514654161781946	0.5005861664712778	0.6260257913247362
100	10	10	10	linear	1	1000	0.001	0.7903846153846154	0.9387820512820513	0.14839743589743593	0.7768518518518519	0.7076388888888889	0.06921296296296298	0.32708089097303633	0.9249706916764361	0.6260257913247362
100	5	5	10	linear	1	1000	0.001	0.7772435897435898	0.9387820512820513	0.16153846153846152	0.7425925925925926	0.7076388888888889	0.034953703703703654	0.365767878077374	0.8827667057444314	0.6242672919109027
100	20	10	10	linear	2	1000	0.001	0.8434294871794872	0.9387820512820513	0.0953525641025641	0.8298611111111112	0.7076388888888889	0.12222222222222223	0.2672919109026964	0.981242672919109	0.6242672919109027
50	20	5	10	linear	1	1000	0.001	0.8144230769230769	0.9387820512820513	0.12435897435897436	0.8101851851851852	0.7076388888888889	0.1025462962962963	0.29073856975381007	0.9566236811254396	0.6236811254396248
50	5	5	20	sigmoid	2	1000	0.001	0.569551282051282	0.9387820512820513	0.36923076923076925	0.517824074074074	0.7076388888888889	-0.18981481481481488	0.88042203985932	0.365767878077374	0.623094958968347
100	5	2	20	linear	2	1000	0.001	0.7987179487179488	0.9387820512820513	0.1400641025641025	0.7854166666666667	0.7076388888888889	0.07777777777777772	0.31242672919109027	0.9331770222743259	0.6228018757327081
100	5	2	20	linear	1	1000	0.001	0.8455128205128205	0.9387820512820513	0.09326923076923077	0.826388888888889	0.7076388888888889	0.11875000000000002	0.2661195779601407	0.9788980070339977	0.6225087924970691
50	5	5	10	sigmoid	2	1000	0.001	0.5394230769230769	0.9387820512820513	0.3993589743589744	0.5069444444444445	0.7076388888888889	-0.2006944444444444	0.9273153575615475	0.31652989449003516	0.6219226260257913
100	10	10	50	linear	2	1000	1e-4	0.7975961538461538	0.9387820512820513	0.1411858974358975	0.7782407407407408	0.7076388888888889	0.07060185185185186	0.31535756154747946	0.9273153575615475	0.6213364595545134
50	10	2	50	linear	2	1000	1e-4	0.7693910256410257	0.9387820512820513	0.1693910256410256	0.7236111111111111	0.7076388888888889	0.015972222222222165	0.3874560375146542	0.8540445486518171	0.6207502930832356
100	10	5	50	sigmoid	2	10000	1e-4	0.7280448717948718	0.9387820512820513	0.21073717948717952	0.6324074074074073	0.7076388888888889	-0.07523148148148162	0.5199296600234466	0.7198124267291911	0.6198710433763188
100	10	10	10	sigmoid	2	10000	1e-4	0.7181089743589744	0.9387820512820513	0.22067307692307692	0.6210648148148148	0.7076388888888889	-0.08657407407407414	0.5416178194607268	0.6951934349355217	0.6184056271981242
50	5	5	50	linear	1	1000	0.001	0.8198717948717948	0.9387820512820513	0.11891025641025643	0.800462962962963	0.7076388888888889	0.09282407407407411	0.28722157092614303	0.9484173505275498	0.6178194607268465
50	10	10	20	sigmoid	1	1000	0.001	0.5721153846153847	0.9387820512820513	0.3666666666666666	0.5159722222222223	0.7076388888888889	-0.19166666666666665	0.8757327080890973	0.35873388042203985	0.6172332942555686
50	10	5	20	linear	1	1000	1e-4	0.7450320512820513	0.9387820512820513	0.19374999999999998	0.6668981481481481	0.7076388888888889	-0.040740740740740855	0.46776084407971863	0.7667057444314185	0.6172332942555685
50	10	2	50	linear	1	1000	0.001	0.7578525641025642	0.9387820512820513	0.1809294871794871	0.6914351851851852	0.7076388888888889	-0.01620370370370372	0.41852286049237986	0.8141852286049238	0.6163540445486518
50	20	2	10	sigmoid	2	10000	0.001	0.6961538461538461	0.9387820512820513	0.24262820512820515	0.5842592592592593	0.7076388888888889	-0.12337962962962967	0.623094958968347	0.608440797186401	0.615767878077374
50	20	5	50	sigmoid	2	1000	0.001	0.5120192307692307	0.9387820512820513	0.42676282051282055	0.4981481481481481	0.7076388888888889	-0.2094907407407408	0.9577960140679953	0.2737397420867526	0.615767878077374
100	10	2	10	sigmoid	1	1000	1e-4	0.6354166666666667	0.9387820512820513	0.30336538461538454	0.5402777777777777	0.7076388888888889	-0.16736111111111118	0.7772567409144197	0.4536928487690504	0.6154747948417351
100	20	2	10	sigmoid	1	1000	1e-4	0.6197115384615385	0.9387820512820513	0.3190705128205128	0.5331018518518519	0.7076388888888889	-0.17453703703703705	0.8053927315357562	0.42555685814771393	0.6154747948417351
50	20	10	10	sigmoid	1	10000	1e-4	0.7076923076923077	0.9387820512820513	0.23108974358974355	0.6016203703703704	0.7076388888888889	-0.10601851851851851	0.5855803048065651	0.6447831184056272	0.6151817116060961
100	10	5	10	sigmoid	1	10000	0.001	0.7411858974358975	0.9387820512820513	0.1975961538461538	0.6511574074074075	0.7076388888888889	-0.056481481481481466	0.4794841735052755	0.7485345838218054	0.6140093786635404
100	5	5	50	sigmoid	2	10000	0.001	0.6790064102564103	0.9387820512820513	0.259775641025641	0.5650462962962963	0.7076388888888889	-0.1425925925925926	0.6787807737397421	0.5486518171160609	0.6137162954279015
100	10	2	20	linear	2	1000	1e-4	0.808974358974359	0.9387820512820513	0.1298076923076923	0.7835648148148148	0.7076388888888889	0.07592592592592584	0.2966002344665885	0.9308323563892146	0.6137162954279015
100	5	10	10	sigmoid	2	1000	0.001	0.5645833333333333	0.9387820512820513	0.37419871794871795	0.5104166666666666	0.7076388888888889	-0.1972222222222223	0.8909730363423212	0.335873388042204	0.6134232121922626
50	10	2	20	sigmoid	2	10000	0.001	0.7168269230769231	0.9387820512820513	0.2219551282051282	0.6148148148148148	0.7076388888888889	-0.09282407407407411	0.5463071512309496	0.6799531066822978	0.6131301289566238
100	5	2	10	sigmoid	1	1000	0.001	0.6567307692307692	0.9387820512820513	0.28205128205128205	0.549074074074074	0.7076388888888889	-0.15856481481481488	0.7332942555685815	0.4906213364595545	0.6119577960140681
50	10	2	10	linear	1	1000	0.001	0.7991987179487179	0.9387820512820513	0.1395833333333334	0.7608796296296296	0.7076388888888889	0.0532407407407407	0.3106682297772567	0.9126611957796014	0.611664712778429
50	20	10	20	linear	1	1000	1e-4	0.7355769230769231	0.9387820512820513	0.20320512820512815	0.6363425925925925	0.7076388888888889	-0.07129629629629641	0.4976553341148886	0.7256740914419695	0.611664712778429
100	10	10	10	sigmoid	2	1000	0.001	0.7036858974358974	0.9387820512820513	0.2350961538461539	0.5907407407407408	0.7076388888888889	-0.11689814814814814	0.5996483001172332	0.6236811254396248	0.611664712778429
50	20	2	50	sigmoid	2	10000	1e-4	0.6959935897435897	0.9387820512820513	0.24278846153846156	0.5796296296296297	0.7076388888888889	-0.1280092592592592	0.6254396248534584	0.5955451348182884	0.6104923798358735
50	10	5	20	linear	2	1000	0.001	0.8411858974358974	0.9387820512820513	0.09759615384615383	0.8013888888888888	0.7076388888888889	0.09374999999999989	0.2708089097303634	0.9495896834701055	0.6101992966002345
50	20	2	50	sigmoid	2	10000	0.001	0.7216346153846154	0.9387820512820513	0.2171474358974359	0.6164351851851851	0.7076388888888889	-0.09120370370370379	0.5357561547479485	0.6846424384525205	0.6101992966002345
100	10	10	10	linear	1	1000	1e-4	0.7907051282051282	0.9387820512820513	0.1480769230769231	0.7509259259259259	0.7076388888888889	0.04328703703703696	0.32590855803048063	0.8944900351699883	0.6101992966002344
100	20	10	10	linear	1	1000	0.001	0.7782051282051282	0.9387820512820513	0.16057692307692306	0.7236111111111111	0.7076388888888889	0.015972222222222165	0.3645955451348183	0.8540445486518171	0.6093200468933178
100	5	5	20	linear	2	1000	0.001	0.8480769230769231	0.9387820512820513	0.09070512820512822	0.8055555555555556	0.7076388888888889	0.09791666666666665	0.2637749120750293	0.9519343493552169	0.6078546307151231
50	10	10	50	sigmoid	1	10000	1e-4	0.6924679487179487	0.9387820512820513	0.24631410256410258	0.5722222222222223	0.7076388888888889	-0.13541666666666663	0.6377491207502931	0.5762016412661196	0.6069753810082064
50	10	5	10	sigmoid	1	1000	0.001	0.6378205128205128	0.9387820512820513	0.3009615384615385	0.5363425925925926	0.7076388888888889	-0.17129629629629628	0.7713950762016413	0.44079718640093785	0.6060961313012896
100	5	10	10	sigmoid	1	10000	1e-4	0.7456730769230769	0.9387820512820513	0.19310897435897434	0.6509259259259259	0.7076388888888889	-0.05671296296296302	0.4654161781946073	0.7467760844079718	0.6060961313012896
100	5	10	20	linear	1	1000	0.001	0.8708333333333333	0.9387820512820513	0.06794871794871793	0.8064814814814815	0.7076388888888889	0.09884259259259254	0.25791324736225085	0.9542790152403282	0.6060961313012896
100	20	2	10	sigmoid	1	10000	0.001	0.7193910256410256	0.9387820512820513	0.21939102564102564	0.6090277777777778	0.7076388888888889	-0.0986111111111111	0.5404454865181711	0.671746776084408	0.6060961313012896
50	10	2	20	sigmoid	2	10000	1e-4	0.6681089743589743	0.9387820512820513	0.27067307692307696	0.5525462962962963	0.7076388888888889	-0.15509259259259267	0.7033997655334114	0.5076201641266119	0.6055099648300117
100	20	10	50	sigmoid	1	1000	1e-4	0.628525641025641	0.9387820512820513	0.31025641025641026	0.532175925925926	0.7076388888888889	-0.17546296296296293	0.7889800703399765	0.4220398593200469	0.6055099648300117
50	20	2	10	linear	1	1000	1e-4	0.747275641025641	0.9387820512820513	0.19150641025641024	0.6516203703703703	0.7076388888888889	-0.05601851851851858	0.458968347010551	0.7502930832356389	0.604630715123095
100	5	2	10	linear	1	1000	1e-4	0.7844551282051282	0.9387820512820513	0.15432692307692308	0.7293981481481482	0.7076388888888889	0.021759259259259256	0.34466588511137164	0.8645955451348183	0.604630715123095
100	20	10	50	sigmoid	2	10000	1e-4	0.7174679487179487	0.9387820512820513	0.22131410256410255	0.6074074074074074	0.7076388888888889	-0.10023148148148153	0.5433763188745604	0.6658851113716295	0.604630715123095
50	10	2	10	sigmoid	1	1000	0.001	0.5873397435897436	0.9387820512820513	0.35144230769230766	0.513425925925926	0.7076388888888889	-0.19421296296296298	0.8569753810082064	0.3505275498241501	0.6037514654161782
50	5	10	50	linear	2	1000	1e-4	0.7610576923076923	0.9387820512820513	0.177724358974359	0.6847222222222222	0.7076388888888889	-0.022916666666666696	0.4079718640093787	0.798358733880422	0.6031652989449003
50	10	10	20	linear	2	1000	1e-4	0.7892628205128205	0.9387820512820513	0.1495192307692308	0.7386574074074074	0.7076388888888889	0.031018518518518445	0.33177022274325907	0.8739742086752638	0.6028722157092614
100	10	2	10	linear	2	1000	0.001	0.8490384615384615	0.9387820512820513	0.08974358974358976	0.7969907407407407	0.7076388888888889	0.0893518518518518	0.26260257913247365	0.9425556858147714	0.6025791324736225
100	20	10	20	sigmoid	1	10000	0.001	0.7419871794871795	0.9387820512820513	0.19679487179487176	0.6398148148148148	0.7076388888888889	-0.06782407407407409	0.47596717467760846	0.7291910902696366	0.6025791324736225
100	5	5	20	sigmoid	2	10000	1e-4	0.7089743589743589	0.9387820512820513	0.22980769230769238	0.5914351851851852	0.7076388888888889	-0.1162037037037037	0.5779601406799532	0.6260257913247362	0.6019929660023446
50	10	2	50	sigmoid	2	1000	1e-4	0.5136217948717949	0.9387820512820513	0.42516025641025634	0.49374999999999997	0.7076388888888889	-0.21388888888888896	0.9554513481828839	0.2473622508792497	0.6014067995310668
50	10	5	50	linear	1	1000	0.001	0.7511217948717949	0.9387820512820513	0.1876602564102564	0.663888888888889	0.7076388888888889	-0.043749999999999956	0.44431418522860494	0.7584994138335287	0.6014067995310668
100	20	2	10	linear	2	1000	0.001	0.8128205128205128	0.9387820512820513	0.12596153846153846	0.7604166666666666	0.7076388888888889	0.0527777777777777	0.29191090269636577	0.9097303634232122	0.60082063305978894
100	10	5	50	sigmoid	1	10000	0.001	0.740224358974359	0.9387820512820513	0.19855769230769227	0.6319444444444445	0.7076388888888889	-0.0756944444444444	0.48182883939038684	0.7186400937866354	0.6002344665885111
100	20	10	10	linear	2	1000	1e-4	0.8629807692307693	0.9387820512820513	0.075801282051282	0.7905092592592592	0.7076388888888889	0.08287037037037026	0.25908558030480655	0.94021101992966	0.5996483001172332
100	10	5	10	sigmoid	2	1000	0.001	0.6623397435897436	0.9387820512820513	0.2764423076923077	0.5479166666666666	0.7076388888888889	-0.15972222222222232	0.7145369284876905	0.48417350527549824	0.5993552168815943
50	5	5	10	linear	2	1000	1e-4	0.7751602564102563	0.9387820512820513	0.16362179487179496	0.6981481481481481	0.7076388888888889	-0.009490740740740855	0.37280187573270807	0.8241500586166471	0.5984759671746775
50	5	10	10	sigmoid	2	1000	1e-4	0.626923076923077	0.9387820512820513	0.31185897435897425	0.5273148148148149	0.7076388888888889	-0.18032407407407403	0.7924970691676436	0.40328253223915594	0.5978898007033998
100	5	5	50	linear	2	1000	0.001	0.7057692307692307	0.9387820512820513	0.23301282051282057	0.5824074074074074	0.7076388888888889	-0.12523148148148155	0.5908558030480656	0.6049237983587339	0.5978898007033997
50	5	2	20	sigmoid	2	1000	1e-4	0.7080128205128206	0.9387820512820513	0.23076923076923073	0.5877314814814815	0.7076388888888889	-0.11990740740740746	0.582063305978898	0.6125439624853458	0.5973036342321218
50	5	5	10	linear	1	1000	0.001	0.8347756410256411	0.9387820512820513	0.10400641025641022	0.7648148148148148	0.7076388888888889	0.05717592592592591	0.27549824150058616	0.9185228604923799	0.597010550996483
100	20	2	20	sigmoid	2	10000	0.001	0.7613782051282051	0.9387820512820513	0.1774038461538462	0.6782407407407408	0.7076388888888889	-0.029398148148148118	0.4056271981242673	0.7878077373974208	0.596717467760844
50	10	5	50	sigmoid	2	10000	0.001	0.708974358974359	0.9387820512820513	0.22980769230769227	0.5884259259259259	0.7076388888888889	-0.11921296296296302	0.5762016412661196	0.6143024618991794	0.5952520515826495
100	5	5	10	sigmoid	2	10000	1e-4	0.7217948717948718	0.9387820512820513	0.2169871794871795	0.6027777777777779	0.7076388888888889	-0.10486111111111107	0.5339976553341149	0.6541617819460727	0.5940797186400938
50	20	2	50	sigmoid	2	1000	0.001	0.5663461538461538	0.9387820512820513	0.37243589743589745	0.5043981481481482	0.7076388888888889	-0.20324074074074072	0.8851113716295428	0.30246189917936694	0.5937866354044549
50	20	5	10	sigmoid	2	1000	0.001	0.5548076923076923	0.9387820512820513	0.38397435897435894	0.49953703703703706	0.7076388888888889	-0.20810185185185187	0.9062133645955451	0.2813599062133646	0.5937866354044549
50	20	5	50	sigmoid	1	10000	1e-4	0.6887820512820513	0.9387820512820513	0.25	0.5625	0.7076388888888889	-0.14513888888888893	0.6436107854630715	0.5433763188745604	0.5934935521688159
100	5	5	50	linear	1	1000	0.001	0.7725961538461538	0.9387820512820513	0.1661858974358975	0.6863425925925927	0.7076388888888889	-0.021296296296296258	0.3810082063305979	0.8053927315357562	0.593200468933177
100	10	5	10	sigmoid	2	1000	1e-4	0.6274038461538461	0.9387820512820513	0.31137820512820513	0.525	0.7076388888888889	-0.1826388888888889	0.7913247362250879	0.39273153575615477	0.5920281359906213
100	20	10	10	sigmoid	2	10000	0.001	0.7802884615384615	0.9387820512820513	0.15849358974358974	0.7016203703703704	0.7076388888888889	-0.006018518518518534	0.3552168815943728	0.828253223915592	0.5917350527549824
100	20	2	20	sigmoid	2	10000	1e-4	0.6766025641025641	0.9387820512820513	0.26217948717948714	0.5502314814814815	0.7076388888888889	-0.15740740740740744	0.6834701055099648	0.49941383352872215	0.5914419695193435
50	10	10	50	sigmoid	2	10000	1e-4	0.7269230769230769	0.9387820512820513	0.21185897435897438	0.6048611111111111	0.7076388888888889	-0.10277777777777786	0.5240328253223916	0.6565064478311841	0.5902696365767879
50	20	5	50	linear	2	1000	0.001	0.7919871794871796	0.9387820512820513	0.14679487179487172	0.7252314814814815	0.7076388888888889	0.017592592592592604	0.3235638921453693	0.8569753810082064	0.5902696365767879
50	5	2	10	linear	1	1000	1e-4	0.7870192307692309	0.9387820512820513	0.15176282051282042	0.7143518518518518	0.7076388888888889	0.006712962962962865	0.3376318874560375	0.8417350527549824	0.5896834701055099
50	5	10	50	linear	1	1000	0.001	0.772275641025641	0.9387820512820513	0.16650641025641033	0.6844907407407408	0.7076388888888889	-0.02314814814814814	0.3821805392731536	0.7971864009378663	0.5896834701055099
50	10	5	50	sigmoid	2	1000	0.001	0.5193910256410257	0.9387820512820513	0.4193910256410256	0.49166666666666664	0.7076388888888889	-0.2159722222222223	0.9472450175849941	0.2321219226260258	0.5896834701055099
50	5	5	50	linear	1	1000	1e-4	0.7708333333333333	0.9387820512820513	0.16794871794871802	0.6810185185185186	0.7076388888888889	-0.02662037037037035	0.38335287221570924	0.7936694021101993	0.5885111371629543
50	10	5	50	linear	2	1000	1e-4	0.8520833333333334	0.9387820512820513	0.08669871794871786	0.763425925925926	0.7076388888888889	0.055787037037037024	0.26143024618991795	0.9155920281359906	0.5885111371629543
50	10	10	10	sigmoid	2	10000	1e-4	0.6842948717948718	0.9387820512820513	0.25448717948717947	0.5548611111111111	0.7076388888888889	-0.1527777777777778	0.6611957796014069	0.515240328253224	0.5882180539273154
50	5	2	50	linear	2	1000	0.001	0.8415064102564103	0.9387820512820513	0.09727564102564101	0.7581018518518519	0.7076388888888889	0.05046296296296293	0.2696365767878077	0.9038686987104337	0.5867526377491208
50	20	5	50	sigmoid	1	10000	0.001	0.7147435897435898	0.9387820512820513	0.22403846153846152	0.5900462962962962	0.7076388888888889	-0.11759259259259269	0.5515826494724502	0.6201641266119577	0.585873388042204
100	20	10	50	sigmoid	1	10000	1e-4	0.6950320512820513	0.9387820512820513	0.24375000000000002	0.5604166666666667	0.7076388888888889	-0.14722222222222225	0.6295427901524033	0.5386869871043376	0.5841148886283705
100	10	10	50	sigmoid	1	1000	0.001	0.5493589743589743	0.9387820512820513	0.389423076923077	0.49398148148148147	0.7076388888888889	-0.21365740740740746	0.9167643610785463	0.2508792497069168	0.5838218053927315
50	5	2	20	sigmoid	2	10000	0.001	0.7423076923076923	0.9387820512820513	0.19647435897435894	0.618287037037037	0.7076388888888889	-0.0893518518518519	0.47479484173505276	0.690504103165299	0.5826494724501758
100	20	10	20	sigmoid	1	1000	0.001	0.5903846153846154	0.9387820512820513	0.3483974358974359	0.5057870370370371	0.7076388888888889	-0.20185185185185184	0.854630715123095	0.3106682297772567	0.5826494724501758
100	5	2	10	sigmoid	2	1000	1e-4	0.6124999999999999	0.9387820512820513	0.32628205128205134	0.5131944444444445	0.7076388888888889	-0.19444444444444442	0.8171160609613131	0.34759671746776083	0.5823563892145369
50	5	5	10	sigmoid	1	1000	1e-4	0.5538461538461539	0.9387820512820513	0.3849358974358974	0.49421296296296297	0.7076388888888889	-0.21342592592592596	0.9109026963657679	0.2532239155920281	0.582063305978898
100	20	5	10	linear	1	1000	1e-4	0.7730769230769231	0.9387820512820513	0.16570512820512817	0.6763888888888889	0.7076388888888889	-0.03125	0.3798358733880422	0.7842907385697538	0.582063305978898
50	5	10	50	linear	1	1000	1e-4	0.7629807692307692	0.9387820512820513	0.1758012820512821	0.6652777777777779	0.7076388888888889	-0.04236111111111107	0.39976553341148885	0.7631887456037515	0.5814771395076201
50	10	5	20	linear	2	1000	1e-4	0.7977564102564102	0.9387820512820513	0.14102564102564108	0.7199074074074074	0.7076388888888889	0.012268518518518512	0.3141852286049238	0.8487690504103166	0.5814771395076201
100	10	5	20	sigmoid	2	1000	0.001	0.5751602564102564	0.9387820512820513	0.3636217948717949	0.5013888888888889	0.7076388888888889	-0.20625000000000004	0.8710433763188745	0.29073856975381007	0.5808909730363423
100	20	10	10	sigmoid	1	1000	0.001	0.4862179487179487	0.9387820512820513	0.45256410256410257	0.47800925925925924	0.7076388888888889	-0.22962962962962968	0.9765533411488863	0.18522860492379836	0.5808909730363423
100	10	10	50	sigmoid	2	10000	0.001	0.708974358974359	0.9387820512820513	0.22980769230769227	0.576388888888889	0.7076388888888889	-0.13124999999999998	0.5762016412661196	0.5844079718640094	0.5803048065650644
100	5	2	50	sigmoid	1	10000	0.001	0.7487179487179487	0.9387820512820513	0.19006410256410255	0.6268518518518519	0.7076388888888889	-0.08078703703703705	0.4536928487690504	0.7045720984759671	0.5791324736225087
50	10	10	20	linear	2	1000	0.001	0.6850961538461539	0.9387820512820513	0.2536858974358974	0.55	0.7076388888888889	-0.15763888888888888	0.6570926143024619	0.49824150058616645	0.5776670574443141
100	20	10	10	sigmoid	2	1000	1e-4	0.6596153846153846	0.9387820512820513	0.2791666666666667	0.5347222222222222	0.7076388888888889	-0.17291666666666672	0.720398593200469	0.4343493552168816	0.5773739742086753
50	10	10	10	sigmoid	2	10000	0.001	0.641826923076923	0.9387820512820513	0.29695512820512826	0.5231481481481481	0.7076388888888889	-0.1844907407407408	0.7667057444314185	0.388042203985932	0.5773739742086752
50	5	10	20	sigmoid	1	10000	1e-4	0.7894230769230769	0.9387820512820513	0.14935897435897438	0.6944444444444445	0.7076388888888889	-0.013194444444444398	0.3305978898007034	0.82063305978898	0.5756154747948418
100	10	10	10	sigmoid	1	1000	1e-4	0.6455128205128206	0.9387820512820513	0.2932692307692307	0.5259259259259259	0.7076388888888889	-0.18171296296296302	0.7561547479484173	0.3950762016412661	0.5756154747948417
100	10	10	20	sigmoid	2	1000	0.001	0.5080128205128206	0.9387820512820513	0.4307692307692307	0.47824074074074074	0.7076388888888889	-0.22939814814814818	0.9613130128956624	0.18933177022274325	0.5753223915592028
50	20	2	10	sigmoid	1	1000	1e-4	0.5572115384615385	0.9387820512820513	0.3815705128205128	0.49375	0.7076388888888889	-0.2138888888888889	0.9015240328253223	0.2485345838218054	0.5750293083235639
50	10	10	10	linear	1	1000	1e-4	0.7551282051282051	0.9387820512820513	0.18365384615384617	0.6337962962962963	0.7076388888888889	-0.07384259259259263	0.42672919109026963	0.7221570926143025	0.5744431418522861
50	20	5	10	sigmoid	2	10000	1e-4	0.7238782051282051	0.9387820512820513	0.21490384615384617	0.5895833333333333	0.7076388888888889	-0.11805555555555558	0.5310668229777257	0.6178194607268465	0.5744431418522861
100	5	2	50	linear	2	1000	0.001	0.6568910256410255	0.9387820512820513	0.28189102564102575	0.5300925925925927	0.7076388888888889	-0.17754629629629626	0.731535756154748	0.41617819460726846	0.5738569753810082
100	5	5	10	sigmoid	1	1000	0.001	0.6315705128205128	0.9387820512820513	0.3072115384615385	0.5164351851851852	0.7076388888888889	-0.19120370370370376	0.7842907385697538	0.3622508792497069	0.5732708089097304
100	10	5	10	sigmoid	1	1000	0.001	0.6434294871794872	0.9387820512820513	0.29535256410256405	0.5215277777777778	0.7076388888888889	-0.18611111111111112	0.7620164126611958	0.38452520515826494	0.5732708089097304
50	5	5	20	sigmoid	1	10000	1e-4	0.7761217948717949	0.9387820512820513	0.1626602564102564	0.6740740740740742	0.7076388888888889	-0.03356481481481477	0.36811254396248533	0.7772567409144197	0.5726846424384525
100	20	10	20	linear	1	1000	1e-4	0.7947115384615384	0.9387820512820513	0.14407051282051286	0.7016203703703704	0.7076388888888889	-0.006018518518518534	0.31652989449003516	0.828253223915592	0.5723915592028136
50	10	2	10	linear	2	1000	1e-4	0.8403846153846155	0.9387820512820513	0.09839743589743577	0.737037037037037	0.7076388888888889	0.029398148148148118	0.2719812426729191	0.8722157092614302	0.5720984759671747
50	10	10	20	sigmoid	2	10000	1e-4	0.624198717948718	0.9387820512820513	0.3145833333333333	0.5131944444444444	0.7076388888888889	-0.19444444444444453	0.7960140679953107	0.34583821805392734	0.5709261430246191
50	5	2	20	sigmoid	1	10000	0.001	0.7399038461538462	0.9387820512820513	0.1988782051282051	0.6055555555555555	0.7076388888888889	-0.10208333333333341	0.48300117233294254	0.6582649472450176	0.57063305978898
50	20	5	50	sigmoid	2	1000	1e-4	0.3639423076923077	0.9387820512820513	0.5748397435897437	0.4664351851851852	0.7076388888888889	-0.24120370370370375	1	0.14126611957796015	0.57063305978898
100	10	5	50	sigmoid	1	10000	1e-4	0.7129807692307693	0.9387820512820513	0.22580128205128203	0.5747685185185185	0.7076388888888889	-0.13287037037037042	0.5615474794841735	0.5797186400937866	0.57063305978898
50	20	2	20	sigmoid	2	10000	1e-4	0.7108974358974359	0.9387820512820513	0.22788461538461535	0.5715277777777779	0.7076388888888889	-0.13611111111111107	0.567409144196952	0.5732708089097304	0.5703399765533412
