minibatch_size	ds_layers	ae_layers	code_size	scaling	loss_weight	minibatch_iterations	learning_rate	dataset	algorithm	iteration	column	value
100	10	2	10	linear	2.0	1000	0.0001	100_10_2_10_linear_2.0_1000_0.0001.tsv	Support Vector Machines	2	Class	0.7444444444444445
100	10	2	10	linear	2.0	1000	0.0001	100_10_2_10_linear_2.0_1000_0.0001.tsv	k-nearest Neighbors	1	Batch	0.6182692307692308
100	10	2	10	linear	2.0	1000	0.0001	100_10_2_10_linear_2.0_1000_0.0001.tsv	k-nearest Neighbors	1	Class	0.7583333333333333
100	10	2	10	linear	2.0	1000	0.0001	100_10_2_10_linear_2.0_1000_0.0001.tsv	k-nearest Neighbors	2	Batch	0.6028846153846154
100	10	2	10	linear	2.0	1000	0.0001	100_10_2_10_linear_2.0_1000_0.0001.tsv	k-nearest Neighbors	2	Class	0.7972222222222222
100	10	2	10	linear	2.0	1000	0.001	100_10_2_10_linear_2.0_1000_0.001.tsv	Random Forests	1	Class	0.7388888888888889
100	10	2	10	linear	2.0	1000	0.001	100_10_2_10_linear_2.0_1000_0.001.tsv	Random Forests	2	Batch	0.8721153846153846
100	10	2	10	linear	2.0	1000	0.001	100_10_2_10_linear_2.0_1000_0.001.tsv	Random Forests	2	Class	0.8708333333333333
100	10	2	10	linear	2.0	1000	0.001	100_10_2_10_linear_2.0_1000_0.001.tsv	Support Vector Machines	1	Batch	0.8346153846153845
100	10	2	10	linear	2.0	1000	0.001	100_10_2_10_linear_2.0_1000_0.001.tsv	Support Vector Machines	1	Class	0.7666666666666666
100	10	2	10	linear	2.0	1000	0.001	100_10_2_10_linear_2.0_1000_0.001.tsv	Support Vector Machines	2	Batch	0.8846153846153846
100	10	2	10	linear	2.0	1000	0.001	100_10_2_10_linear_2.0_1000_0.001.tsv	Support Vector Machines	2	Class	0.7722222222222223
100	10	2	10	linear	2.0	1000	0.001	100_10_2_10_linear_2.0_1000_0.001.tsv	k-nearest Neighbors	1	Batch	0.7528846153846154
100	10	2	10	linear	2.0	1000	0.001	100_10_2_10_linear_2.0_1000_0.001.tsv	k-nearest Neighbors	1	Class	0.8152777777777778
100	10	2	10	linear	2.0	1000	0.001	100_10_2_10_linear_2.0_1000_0.001.tsv	k-nearest Neighbors	2	Batch	0.8778846153846154
100	10	2	10	linear	2.0	1000	0.001	100_10_2_10_linear_2.0_1000_0.001.tsv	k-nearest Neighbors	2	Class	0.8180555555555556
100	10	2	10	sigmoid	1.0	10000	0.0001	100_10_2_10_sigmoid_1.0_10000_0.0001.tsv	Random Forests	1	Class	0.6819444444444445
100	10	2	10	sigmoid	1.0	10000	0.0001	100_10_2_10_sigmoid_1.0_10000_0.0001.tsv	Random Forests	2	Batch	0.735576923076923
100	10	2	10	sigmoid	1.0	10000	0.0001	100_10_2_10_sigmoid_1.0_10000_0.0001.tsv	Random Forests	2	Class	0.5819444444444445
100	10	2	10	sigmoid	1.0	10000	0.0001	100_10_2_10_sigmoid_1.0_10000_0.0001.tsv	Support Vector Machines	1	Batch	0.7807692307692308
100	10	2	10	sigmoid	1.0	10000	0.0001	100_10_2_10_sigmoid_1.0_10000_0.0001.tsv	Support Vector Machines	1	Class	0.5
100	10	2	10	sigmoid	1.0	10000	0.0001	100_10_2_10_sigmoid_1.0_10000_0.0001.tsv	Support Vector Machines	2	Batch	0.7884615384615384
100	10	2	10	sigmoid	1.0	10000	0.0001	100_10_2_10_sigmoid_1.0_10000_0.0001.tsv	Support Vector Machines	2	Class	0.5111111111111111
100	10	2	10	sigmoid	1.0	10000	0.0001	100_10_2_10_sigmoid_1.0_10000_0.0001.tsv	k-nearest Neighbors	1	Batch	0.7875
100	10	2	10	sigmoid	1.0	10000	0.0001	100_10_2_10_sigmoid_1.0_10000_0.0001.tsv	k-nearest Neighbors	1	Class	0.6666666666666666
100	10	2	10	sigmoid	1.0	10000	0.0001	100_10_2_10_sigmoid_1.0_10000_0.0001.tsv	k-nearest Neighbors	2	Batch	0.8490384615384615
100	10	2	10	sigmoid	1.0	10000	0.0001	100_10_2_10_sigmoid_1.0_10000_0.0001.tsv	k-nearest Neighbors	2	Class	0.475
100	10	2	10	sigmoid	1.0	10000	0.001	100_10_2_10_sigmoid_1.0_10000_0.001.tsv	Random Forests	1	Class	0.6472222222222223
100	10	2	10	sigmoid	1.0	10000	0.001	100_10_2_10_sigmoid_1.0_10000_0.001.tsv	Random Forests	2	Batch	0.8009615384615385
100	10	2	10	sigmoid	1.0	10000	0.001	100_10_2_10_sigmoid_1.0_10000_0.001.tsv	Random Forests	2	Class	0.6791666666666668
100	10	2	10	sigmoid	1.0	10000	0.001	100_10_2_10_sigmoid_1.0_10000_0.001.tsv	Support Vector Machines	1	Batch	0.7480769230769231
100	10	2	10	sigmoid	1.0	10000	0.001	100_10_2_10_sigmoid_1.0_10000_0.001.tsv	Support Vector Machines	1	Class	0.5361111111111111
100	10	2	10	sigmoid	1.0	10000	0.001	100_10_2_10_sigmoid_1.0_10000_0.001.tsv	Support Vector Machines	2	Batch	0.823076923076923
100	10	2	10	sigmoid	1.0	10000	0.001	100_10_2_10_sigmoid_1.0_10000_0.001.tsv	Support Vector Machines	2	Class	0.6666666666666667
100	10	2	10	sigmoid	1.0	10000	0.001	100_10_2_10_sigmoid_1.0_10000_0.001.tsv	k-nearest Neighbors	1	Batch	0.676923076923077
100	10	2	10	sigmoid	1.0	10000	0.001	100_10_2_10_sigmoid_1.0_10000_0.001.tsv	k-nearest Neighbors	1	Class	0.736111111111111
100	10	2	10	sigmoid	1.0	10000	0.001	100_10_2_10_sigmoid_1.0_10000_0.001.tsv	k-nearest Neighbors	2	Batch	0.8403846153846154
100	10	2	10	sigmoid	1.0	10000	0.001	100_10_2_10_sigmoid_1.0_10000_0.001.tsv	k-nearest Neighbors	2	Class	0.6333333333333333
100	10	2	10	sigmoid	1.0	1000	0.0001	100_10_2_10_sigmoid_1.0_1000_0.0001.tsv	Random Forests	1	Class	0.5750000000000001
100	10	2	10	sigmoid	1.0	1000	0.0001	100_10_2_10_sigmoid_1.0_1000_0.0001.tsv	Random Forests	2	Batch	0.5990384615384615
100	10	2	10	sigmoid	1.0	1000	0.0001	100_10_2_10_sigmoid_1.0_1000_0.0001.tsv	Random Forests	2	Class	0.5291666666666667
100	10	2	10	sigmoid	1.0	1000	0.0001	100_10_2_10_sigmoid_1.0_1000_0.0001.tsv	Support Vector Machines	1	Batch	0.5807692307692308
100	10	2	10	sigmoid	1.0	1000	0.0001	100_10_2_10_sigmoid_1.0_1000_0.0001.tsv	Support Vector Machines	1	Class	0.5722222222222222
100	10	2	10	sigmoid	1.0	1000	0.0001	100_10_2_10_sigmoid_1.0_1000_0.0001.tsv	Support Vector Machines	2	Batch	0.7634615384615384
100	10	2	10	sigmoid	1.0	1000	0.0001	100_10_2_10_sigmoid_1.0_1000_0.0001.tsv	Support Vector Machines	2	Class	0.6
100	10	2	10	sigmoid	1.0	1000	0.0001	100_10_2_10_sigmoid_1.0_1000_0.0001.tsv	k-nearest Neighbors	1	Batch	0.614423076923077
100	10	2	10	sigmoid	1.0	1000	0.0001	100_10_2_10_sigmoid_1.0_1000_0.0001.tsv	k-nearest Neighbors	1	Class	0.48750000000000004
100	10	2	10	sigmoid	1.0	1000	0.0001	100_10_2_10_sigmoid_1.0_1000_0.0001.tsv	k-nearest Neighbors	2	Batch	0.6557692307692308
100	10	2	10	sigmoid	1.0	1000	0.0001	100_10_2_10_sigmoid_1.0_1000_0.0001.tsv	k-nearest Neighbors	2	Class	0.47777777777777775
100	10	2	10	sigmoid	1.0	1000	0.001	100_10_2_10_sigmoid_1.0_1000_0.001.tsv	Random Forests	1	Class	0.6930555555555556
100	10	2	10	sigmoid	1.0	1000	0.001	100_10_2_10_sigmoid_1.0_1000_0.001.tsv	Random Forests	2	Batch	0.7221153846153846
100	10	2	10	sigmoid	1.0	1000	0.001	100_10_2_10_sigmoid_1.0_1000_0.001.tsv	Random Forests	2	Class	0.7347222222222223
100	10	2	10	sigmoid	1.0	1000	0.001	100_10_2_10_sigmoid_1.0_1000_0.001.tsv	Support Vector Machines	1	Batch	0.7211538461538461
100	10	2	10	sigmoid	1.0	1000	0.001	100_10_2_10_sigmoid_1.0_1000_0.001.tsv	Support Vector Machines	1	Class	0.6666666666666667
100	10	2	10	sigmoid	1.0	1000	0.001	100_10_2_10_sigmoid_1.0_1000_0.001.tsv	Support Vector Machines	2	Batch	0.7365384615384615
100	10	2	10	sigmoid	1.0	1000	0.001	100_10_2_10_sigmoid_1.0_1000_0.001.tsv	Support Vector Machines	2	Class	0.7583333333333333
100	10	2	10	sigmoid	1.0	1000	0.001	100_10_2_10_sigmoid_1.0_1000_0.001.tsv	k-nearest Neighbors	1	Batch	0.7403846153846155
100	10	2	10	sigmoid	1.0	1000	0.001	100_10_2_10_sigmoid_1.0_1000_0.001.tsv	k-nearest Neighbors	1	Class	0.6902777777777778
100	10	2	10	sigmoid	1.0	1000	0.001	100_10_2_10_sigmoid_1.0_1000_0.001.tsv	k-nearest Neighbors	2	Batch	0.6836538461538462
100	10	2	10	sigmoid	1.0	1000	0.001	100_10_2_10_sigmoid_1.0_1000_0.001.tsv	k-nearest Neighbors	2	Class	0.7055555555555555
100	10	2	10	sigmoid	2.0	10000	0.0001	100_10_2_10_sigmoid_2.0_10000_0.0001.tsv	Random Forests	1	Class	0.6055555555555556
100	10	2	10	sigmoid	2.0	10000	0.0001	100_10_2_10_sigmoid_2.0_10000_0.0001.tsv	Random Forests	2	Batch	0.7596153846153846
100	10	2	10	sigmoid	2.0	10000	0.0001	100_10_2_10_sigmoid_2.0_10000_0.0001.tsv	Random Forests	2	Class	0.6402777777777778
100	10	2	10	sigmoid	2.0	10000	0.0001	100_10_2_10_sigmoid_2.0_10000_0.0001.tsv	Support Vector Machines	1	Batch	0.8288461538461538
100	10	2	10	sigmoid	2.0	10000	0.0001	100_10_2_10_sigmoid_2.0_10000_0.0001.tsv	Support Vector Machines	1	Class	0.65
100	10	2	10	sigmoid	2.0	10000	0.0001	100_10_2_10_sigmoid_2.0_10000_0.0001.tsv	Support Vector Machines	2	Batch	0.825
100	10	2	10	sigmoid	2.0	10000	0.0001	100_10_2_10_sigmoid_2.0_10000_0.0001.tsv	Support Vector Machines	2	Class	0.5277777777777778
100	10	2	10	sigmoid	2.0	10000	0.0001	100_10_2_10_sigmoid_2.0_10000_0.0001.tsv	k-nearest Neighbors	1	Batch	0.7644230769230769
100	10	2	10	sigmoid	2.0	10000	0.0001	100_10_2_10_sigmoid_2.0_10000_0.0001.tsv	k-nearest Neighbors	1	Class	0.6055555555555556
100	10	2	10	sigmoid	2.0	10000	0.0001	100_10_2_10_sigmoid_2.0_10000_0.0001.tsv	k-nearest Neighbors	2	Batch	0.7519230769230769
100	10	2	10	sigmoid	2.0	10000	0.0001	100_10_2_10_sigmoid_2.0_10000_0.0001.tsv	k-nearest Neighbors	2	Class	0.5138888888888888
100	10	2	10	sigmoid	2.0	10000	0.001	100_10_2_10_sigmoid_2.0_10000_0.001.tsv	Random Forests	1	Class	0.5347222222222222
100	10	2	10	sigmoid	2.0	10000	0.001	100_10_2_10_sigmoid_2.0_10000_0.001.tsv	Random Forests	2	Batch	0.739423076923077
100	10	2	10	sigmoid	2.0	10000	0.001	100_10_2_10_sigmoid_2.0_10000_0.001.tsv	Random Forests	2	Class	0.6375
100	10	2	10	sigmoid	2.0	10000	0.001	100_10_2_10_sigmoid_2.0_10000_0.001.tsv	Support Vector Machines	1	Batch	0.7480769230769231
100	10	2	10	sigmoid	2.0	10000	0.001	100_10_2_10_sigmoid_2.0_10000_0.001.tsv	Support Vector Machines	1	Class	0.5694444444444444
100	10	2	10	sigmoid	2.0	10000	0.001	100_10_2_10_sigmoid_2.0_10000_0.001.tsv	Support Vector Machines	2	Batch	0.7711538461538461
100	10	2	10	sigmoid	2.0	10000	0.001	100_10_2_10_sigmoid_2.0_10000_0.001.tsv	Support Vector Machines	2	Class	0.5666666666666667
100	10	2	10	sigmoid	2.0	10000	0.001	100_10_2_10_sigmoid_2.0_10000_0.001.tsv	k-nearest Neighbors	1	Batch	0.7682692307692308
100	10	2	10	sigmoid	2.0	10000	0.001	100_10_2_10_sigmoid_2.0_10000_0.001.tsv	k-nearest Neighbors	1	Class	0.6333333333333334
100	10	2	10	sigmoid	2.0	10000	0.001	100_10_2_10_sigmoid_2.0_10000_0.001.tsv	k-nearest Neighbors	2	Batch	0.7173076923076922
100	10	2	10	sigmoid	2.0	10000	0.001	100_10_2_10_sigmoid_2.0_10000_0.001.tsv	k-nearest Neighbors	2	Class	0.6555555555555556
100	10	2	10	sigmoid	2.0	1000	0.0001	100_10_2_10_sigmoid_2.0_1000_0.0001.tsv	Random Forests	1	Class	0.4833333333333334
100	10	2	10	sigmoid	2.0	1000	0.0001	100_10_2_10_sigmoid_2.0_1000_0.0001.tsv	Random Forests	2	Batch	0.6057692307692308
100	10	2	10	sigmoid	2.0	1000	0.0001	100_10_2_10_sigmoid_2.0_1000_0.0001.tsv	Random Forests	2	Class	0.4277777777777778
100	10	2	10	sigmoid	2.0	1000	0.0001	100_10_2_10_sigmoid_2.0_1000_0.0001.tsv	Support Vector Machines	1	Batch	0.6846153846153846
100	10	2	10	sigmoid	2.0	1000	0.0001	100_10_2_10_sigmoid_2.0_1000_0.0001.tsv	Support Vector Machines	1	Class	0.49722222222222223
100	10	2	10	sigmoid	2.0	1000	0.0001	100_10_2_10_sigmoid_2.0_1000_0.0001.tsv	Support Vector Machines	2	Batch	0.6326923076923077
100	10	2	10	sigmoid	2.0	1000	0.0001	100_10_2_10_sigmoid_2.0_1000_0.0001.tsv	Support Vector Machines	2	Class	0.46111111111111114
100	10	2	10	sigmoid	2.0	1000	0.0001	100_10_2_10_sigmoid_2.0_1000_0.0001.tsv	k-nearest Neighbors	1	Batch	0.6567307692307691
100	10	2	10	sigmoid	2.0	1000	0.0001	100_10_2_10_sigmoid_2.0_1000_0.0001.tsv	k-nearest Neighbors	1	Class	0.3944444444444444
100	10	2	10	sigmoid	2.0	1000	0.0001	100_10_2_10_sigmoid_2.0_1000_0.0001.tsv	k-nearest Neighbors	2	Batch	0.4894230769230769
100	10	2	10	sigmoid	2.0	1000	0.0001	100_10_2_10_sigmoid_2.0_1000_0.0001.tsv	k-nearest Neighbors	2	Class	0.4708333333333333
100	10	2	10	sigmoid	2.0	1000	0.001	100_10_2_10_sigmoid_2.0_1000_0.001.tsv	Random Forests	1	Class	0.5819444444444445
100	10	2	10	sigmoid	2.0	1000	0.001	100_10_2_10_sigmoid_2.0_1000_0.001.tsv	Random Forests	2	Batch	0.6471153846153846
100	10	2	10	sigmoid	2.0	1000	0.001	100_10_2_10_sigmoid_2.0_1000_0.001.tsv	Random Forests	2	Class	0.39444444444444454
100	10	2	10	sigmoid	2.0	1000	0.001	100_10_2_10_sigmoid_2.0_1000_0.001.tsv	Support Vector Machines	1	Batch	0.49423076923076925
100	10	2	10	sigmoid	2.0	1000	0.001	100_10_2_10_sigmoid_2.0_1000_0.001.tsv	Support Vector Machines	1	Class	0.6555555555555556
100	10	2	10	sigmoid	2.0	1000	0.001	100_10_2_10_sigmoid_2.0_1000_0.001.tsv	Support Vector Machines	2	Batch	0.7134615384615384
100	10	2	10	sigmoid	2.0	1000	0.001	100_10_2_10_sigmoid_2.0_1000_0.001.tsv	Support Vector Machines	2	Class	0.3166666666666667
100	10	2	10	sigmoid	2.0	1000	0.001	100_10_2_10_sigmoid_2.0_1000_0.001.tsv	k-nearest Neighbors	1	Batch	0.5442307692307692
100	10	2	10	sigmoid	2.0	1000	0.001	100_10_2_10_sigmoid_2.0_1000_0.001.tsv	k-nearest Neighbors	1	Class	0.5027777777777778
100	10	2	10	sigmoid	2.0	1000	0.001	100_10_2_10_sigmoid_2.0_1000_0.001.tsv	k-nearest Neighbors	2	Batch	0.5019230769230769
100	10	2	10	sigmoid	2.0	1000	0.001	100_10_2_10_sigmoid_2.0_1000_0.001.tsv	k-nearest Neighbors	2	Class	0.5097222222222222
100	10	2	20	linear	1.0	10000	0.0001	100_10_2_20_linear_1.0_10000_0.0001.tsv	Random Forests	1	Class	0.5333333333333333
100	10	2	20	linear	1.0	10000	0.0001	100_10_2_20_linear_1.0_10000_0.0001.tsv	Random Forests	2	Batch	1.0
100	10	2	20	linear	1.0	10000	0.0001	100_10_2_20_linear_1.0_10000_0.0001.tsv	Random Forests	2	Class	0.6125
100	10	2	20	linear	1.0	10000	0.0001	100_10_2_20_linear_1.0_10000_0.0001.tsv	Support Vector Machines	1	Batch	0.9192307692307693
100	10	2	20	linear	1.0	10000	0.0001	100_10_2_20_linear_1.0_10000_0.0001.tsv	Support Vector Machines	1	Class	0.5666666666666667
100	10	2	20	linear	1.0	10000	0.0001	100_10_2_20_linear_1.0_10000_0.0001.tsv	Support Vector Machines	2	Batch	1.0
100	10	2	20	linear	1.0	10000	0.0001	100_10_2_20_linear_1.0_10000_0.0001.tsv	Support Vector Machines	2	Class	0.49166666666666664
100	10	2	20	linear	1.0	10000	0.0001	100_10_2_20_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	1	Batch	0.7951923076923076
100	10	2	20	linear	1.0	10000	0.0001	100_10_2_20_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	1	Class	0.6083333333333334
100	10	2	20	linear	1.0	10000	0.0001	100_10_2_20_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	2	Batch	0.975
100	10	2	20	linear	1.0	10000	0.0001	100_10_2_20_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	2	Class	0.3888888888888889
100	10	2	20	linear	1.0	1000	0.0001	100_10_2_20_linear_1.0_1000_0.0001.tsv	Random Forests	1	Class	0.8986111111111112
100	10	2	20	linear	1.0	1000	0.0001	100_10_2_20_linear_1.0_1000_0.0001.tsv	Random Forests	2	Batch	0.7173076923076923
100	10	2	20	linear	1.0	1000	0.0001	100_10_2_20_linear_1.0_1000_0.0001.tsv	Random Forests	2	Class	0.8388888888888889
100	10	2	20	linear	1.0	1000	0.0001	100_10_2_20_linear_1.0_1000_0.0001.tsv	Support Vector Machines	1	Batch	0.7557692307692307
100	10	2	20	linear	1.0	1000	0.0001	100_10_2_20_linear_1.0_1000_0.0001.tsv	Support Vector Machines	1	Class	0.8111111111111112
100	10	2	20	linear	1.0	1000	0.0001	100_10_2_20_linear_1.0_1000_0.0001.tsv	Support Vector Machines	2	Batch	0.7692307692307692
100	10	2	20	linear	1.0	1000	0.0001	100_10_2_20_linear_1.0_1000_0.0001.tsv	Support Vector Machines	2	Class	0.85
100	10	2	20	linear	1.0	1000	0.0001	100_10_2_20_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	1	Batch	0.7923076923076923
100	10	2	20	linear	1.0	1000	0.0001	100_10_2_20_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	1	Class	0.8111111111111111
100	10	2	20	linear	1.0	1000	0.0001	100_10_2_20_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	2	Batch	0.648076923076923
100	10	2	20	linear	1.0	1000	0.0001	100_10_2_20_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	2	Class	0.6861111111111111
100	10	2	20	linear	1.0	1000	0.001	100_10_2_20_linear_1.0_1000_0.001.tsv	Random Forests	1	Class	0.8125
100	10	2	20	linear	1.0	1000	0.001	100_10_2_20_linear_1.0_1000_0.001.tsv	Random Forests	2	Batch	0.6711538461538462
100	10	2	20	linear	1.0	1000	0.001	100_10_2_20_linear_1.0_1000_0.001.tsv	Random Forests	2	Class	0.8208333333333333
100	10	2	20	linear	1.0	1000	0.001	100_10_2_20_linear_1.0_1000_0.001.tsv	Support Vector Machines	1	Batch	0.7153846153846153
100	10	2	20	linear	1.0	1000	0.001	100_10_2_20_linear_1.0_1000_0.001.tsv	Support Vector Machines	1	Class	0.8388888888888889
100	10	2	20	linear	1.0	1000	0.001	100_10_2_20_linear_1.0_1000_0.001.tsv	Support Vector Machines	2	Batch	0.8096153846153846
100	10	2	20	linear	1.0	1000	0.001	100_10_2_20_linear_1.0_1000_0.001.tsv	Support Vector Machines	2	Class	0.8638888888888889
100	10	2	20	linear	1.0	1000	0.001	100_10_2_20_linear_1.0_1000_0.001.tsv	k-nearest Neighbors	1	Batch	0.7028846153846153
100	10	2	20	linear	1.0	1000	0.001	100_10_2_20_linear_1.0_1000_0.001.tsv	k-nearest Neighbors	1	Class	0.6305555555555556
100	10	2	20	linear	1.0	1000	0.001	100_10_2_20_linear_1.0_1000_0.001.tsv	k-nearest Neighbors	2	Batch	0.7153846153846154
100	10	2	20	linear	1.0	1000	0.001	100_10_2_20_linear_1.0_1000_0.001.tsv	k-nearest Neighbors	2	Class	0.7319444444444444
100	10	2	20	linear	2.0	10000	0.001	100_10_2_20_linear_2.0_10000_0.001.tsv	Random Forests	1	Class	0.5194444444444444
100	10	2	20	linear	2.0	10000	0.001	100_10_2_20_linear_2.0_10000_0.001.tsv	Random Forests	2	Batch	0.998076923076923
100	10	2	20	linear	2.0	10000	0.001	100_10_2_20_linear_2.0_10000_0.001.tsv	Random Forests	2	Class	0.4458333333333334
100	10	2	20	linear	2.0	10000	0.001	100_10_2_20_linear_2.0_10000_0.001.tsv	Support Vector Machines	1	Batch	0.8634615384615385
100	10	2	20	linear	2.0	10000	0.001	100_10_2_20_linear_2.0_10000_0.001.tsv	Support Vector Machines	1	Class	0.5666666666666667
100	10	2	20	linear	2.0	10000	0.001	100_10_2_20_linear_2.0_10000_0.001.tsv	Support Vector Machines	2	Batch	0.9961538461538462
100	10	2	20	linear	2.0	10000	0.001	100_10_2_20_linear_2.0_10000_0.001.tsv	Support Vector Machines	2	Class	0.49444444444444446
100	10	2	20	linear	2.0	10000	0.001	100_10_2_20_linear_2.0_10000_0.001.tsv	k-nearest Neighbors	1	Batch	0.7153846153846154
100	10	2	20	linear	2.0	10000	0.001	100_10_2_20_linear_2.0_10000_0.001.tsv	k-nearest Neighbors	1	Class	0.5138888888888888
100	10	2	20	linear	2.0	10000	0.001	100_10_2_20_linear_2.0_10000_0.001.tsv	k-nearest Neighbors	2	Batch	0.9884615384615384
100	10	2	20	linear	2.0	10000	0.001	100_10_2_20_linear_2.0_10000_0.001.tsv	k-nearest Neighbors	2	Class	0.44999999999999996
100	10	2	20	linear	2.0	1000	0.0001	100_10_2_20_linear_2.0_1000_0.0001.tsv	Random Forests	1	Class	0.6444444444444445
100	10	2	20	linear	2.0	1000	0.0001	100_10_2_20_linear_2.0_1000_0.0001.tsv	Random Forests	2	Batch	0.8346153846153845
100	10	2	20	linear	2.0	1000	0.0001	100_10_2_20_linear_2.0_1000_0.0001.tsv	Random Forests	2	Class	0.9472222222222223
100	10	2	20	linear	2.0	1000	0.0001	100_10_2_20_linear_2.0_1000_0.0001.tsv	Support Vector Machines	1	Batch	0.7519230769230769
100	10	2	20	linear	2.0	1000	0.0001	100_10_2_20_linear_2.0_1000_0.0001.tsv	Support Vector Machines	1	Class	0.6555555555555556
100	10	2	20	linear	2.0	1000	0.0001	100_10_2_20_linear_2.0_1000_0.0001.tsv	Support Vector Machines	2	Batch	0.8653846153846153
100	10	2	20	linear	2.0	1000	0.0001	100_10_2_20_linear_2.0_1000_0.0001.tsv	Support Vector Machines	2	Class	0.8777777777777778
100	10	2	20	linear	2.0	1000	0.0001	100_10_2_20_linear_2.0_1000_0.0001.tsv	k-nearest Neighbors	1	Batch	0.7471153846153846
100	10	2	20	linear	2.0	1000	0.0001	100_10_2_20_linear_2.0_1000_0.0001.tsv	k-nearest Neighbors	1	Class	0.6805555555555556
100	10	2	20	linear	2.0	1000	0.0001	100_10_2_20_linear_2.0_1000_0.0001.tsv	k-nearest Neighbors	2	Batch	0.8201923076923077
100	10	2	20	linear	2.0	1000	0.0001	100_10_2_20_linear_2.0_1000_0.0001.tsv	k-nearest Neighbors	2	Class	0.8958333333333334
100	10	2	20	linear	2.0	1000	0.001	100_10_2_20_linear_2.0_1000_0.001.tsv	Random Forests	1	Class	0.9388888888888889
100	10	2	20	linear	2.0	1000	0.001	100_10_2_20_linear_2.0_1000_0.001.tsv	Random Forests	2	Batch	0.8413461538461539
100	10	2	20	linear	2.0	1000	0.001	100_10_2_20_linear_2.0_1000_0.001.tsv	Random Forests	2	Class	0.9402777777777777
100	10	2	20	linear	2.0	1000	0.001	100_10_2_20_linear_2.0_1000_0.001.tsv	Support Vector Machines	1	Batch	0.7519230769230769
100	10	2	20	linear	2.0	1000	0.001	100_10_2_20_linear_2.0_1000_0.001.tsv	Support Vector Machines	1	Class	0.9611111111111111
100	10	2	20	linear	2.0	1000	0.001	100_10_2_20_linear_2.0_1000_0.001.tsv	Support Vector Machines	2	Batch	0.8653846153846154
100	10	2	20	linear	2.0	1000	0.001	100_10_2_20_linear_2.0_1000_0.001.tsv	Support Vector Machines	2	Class	0.9361111111111111
100	10	2	20	linear	2.0	1000	0.001	100_10_2_20_linear_2.0_1000_0.001.tsv	k-nearest Neighbors	1	Batch	0.7653846153846154
100	10	2	20	linear	2.0	1000	0.001	100_10_2_20_linear_2.0_1000_0.001.tsv	k-nearest Neighbors	1	Class	0.8666666666666667
100	10	2	20	linear	2.0	1000	0.001	100_10_2_20_linear_2.0_1000_0.001.tsv	k-nearest Neighbors	2	Batch	0.7528846153846154
100	10	2	20	linear	2.0	1000	0.001	100_10_2_20_linear_2.0_1000_0.001.tsv	k-nearest Neighbors	2	Class	0.9333333333333333
100	10	2	50	linear	1.0	10000	0.0001	100_10_2_50_linear_1.0_10000_0.0001.tsv	Random Forests	1	Class	0.3375
100	10	2	50	linear	1.0	10000	0.0001	100_10_2_50_linear_1.0_10000_0.0001.tsv	Random Forests	2	Batch	1.0
100	10	2	50	linear	1.0	10000	0.0001	100_10_2_50_linear_1.0_10000_0.0001.tsv	Random Forests	2	Class	0.4986111111111111
100	10	2	50	linear	1.0	10000	0.0001	100_10_2_50_linear_1.0_10000_0.0001.tsv	Support Vector Machines	1	Batch	0.8788461538461538
100	10	2	50	linear	1.0	10000	0.0001	100_10_2_50_linear_1.0_10000_0.0001.tsv	Support Vector Machines	1	Class	0.4305555555555555
100	10	2	50	linear	1.0	10000	0.0001	100_10_2_50_linear_1.0_10000_0.0001.tsv	Support Vector Machines	2	Batch	0.9923076923076923
100	10	2	50	linear	1.0	10000	0.0001	100_10_2_50_linear_1.0_10000_0.0001.tsv	Support Vector Machines	2	Class	0.4472222222222222
100	10	2	50	linear	1.0	10000	0.0001	100_10_2_50_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	1	Batch	0.826923076923077
100	10	2	50	linear	1.0	10000	0.0001	100_10_2_50_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	1	Class	0.611111111111111
100	10	2	50	linear	1.0	10000	0.0001	100_10_2_50_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	2	Batch	0.9711538461538463
100	10	2	50	linear	1.0	10000	0.0001	100_10_2_50_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	2	Class	0.27222222222222225
100	10	2	50	linear	1.0	10000	0.001	100_10_2_50_linear_1.0_10000_0.001.tsv	Random Forests	1	Class	0.4458333333333333
100	10	2	50	linear	1.0	10000	0.001	100_10_2_50_linear_1.0_10000_0.001.tsv	Random Forests	2	Batch	0.9961538461538462
100	10	2	50	linear	1.0	10000	0.001	100_10_2_50_linear_1.0_10000_0.001.tsv	Random Forests	2	Class	0.6125
100	10	2	50	linear	1.0	10000	0.001	100_10_2_50_linear_1.0_10000_0.001.tsv	Support Vector Machines	1	Batch	0.8442307692307692
100	10	2	50	linear	1.0	10000	0.001	100_10_2_50_linear_1.0_10000_0.001.tsv	Support Vector Machines	1	Class	0.4416666666666667
