minibatch_size	ds_layers	ae_layers	code_size	scaling	loss_weight	minibatch_iterations	learning_rate	batch_value.x	batch_unadjusted_value.x	batch_score.x	class_value.x	class_unadjusted_value.x	class_score.x	batch_rank.x	class_rank.x	combined_rank.x	batch_value.y	batch_unadjusted_value.y	batch_score.y	class_value.y	class_unadjusted_value.y	class_score.y	batch_rank.y	class_rank.y	combined_rank.y	overall_rank
100	5	10	10	linear	4	10000	0.001	0.571064772216088	0.938227395411606	-0.07106477221608798	0.6831241426611797	0.7155987654320988	-0.03247462277091906	0.7136976903727418	0.8829179053281501	0.3150682349107199	0.5068763374485596	0.7079203703703704	-0.00687633744855964	0.9712760567585128	0.9380248669722354	0.0332511897862775	0.8928765633496466	0.955410549211528	0.4265318438839938	0.7416000787947137
100	5	5	10	linear	4	10000	1e-5	0.505181956201693	0.938227395411606	-0.00518195620169303	0.6753129286694102	0.7155987654320988	-0.0402858367626886	0.9748456437228448	0.861651040475646	0.4199883816084701	0.5164314814814814	0.7079203703703704	-0.01643148148148143	0.965525774312324	0.9380248669722354	0.02750090734008858	0.7370853724850462	0.8705818379554106	0.32084656915404	0.74083495076251
100	10	2	20	linear	4	10000	0.001	0.5311857849752586	0.938227395411606	-0.03118578497525859	0.7348536093964335	0.7155987654320988	0.01925484396433474	0.8477018065401326	0.9716441801966612	0.411832263433458	0.5203234567901235	0.7079203703703704	-0.02032345679012348	0.971815192385368	0.9380248669722354	0.03379032541313254	0.6797172376291463	0.9627514953779228	0.32719939348080573	0.7390316569142638
50	20	2	10	linear	1	10000	1e-5	0.493020130454341	0.938227395411606	-0.00697986954565899	0.6978300754458162	0.7155987654320988	-0.01776868998628256	0.9643265492796708	0.9192773839469472	0.4432417937462012	0.525425925925926	0.7079203703703704	-0.02542592592592596	0.97116901989709	0.9380248669722354	0.03314415292485462	0.6150081566068516	0.9532354540511148	0.29312378970413566	0.7363655834503369
100	20	10	50	linear	2	10000	1e-5	0.47011205169099907	0.938227395411606	-0.02988794830900093	0.715679012345679	0.7155987654320988	8.024691358021752e-5	0.8538760576263434	0.9533501029041848	0.4070214137027471	0.48501203703703705	0.7079203703703704	-0.01498796296296295	0.9647608280795416	0.9380248669722354	0.02673596110730614	0.7607395323545405	0.8640565524741708	0.3286609888285386	0.7356824025312857
100	10	5	20	linear	4	10000	0.001	0.5960061137692717	0.938227395411606	-0.0960061137692717	0.7084293552812072	0.7155987654320988	-0.00716941015089156	0.6585867825291561	0.9407729247656073	0.30979030680596253	0.4938584362139918	0.7079203703703704	-0.00614156378600821	0.9698265663324144	0.9380248669722354	0.03180169936017885	0.8999456226209896	0.9320282762370854	0.41938738367927575	0.7291776904852383
50	5	10	50	linear	4	10000	1e-4	0.5994289044289044	0.938227395411606	-0.0994289044289044	0.6690329218106995	0.7155987654320988	-0.04656584362139926	0.6526412074091013	0.845415046878573	0.2758763484783269	0.5013485596707818	0.7079203703703704	-0.00134855967078184	0.9687581441090212	0.9380248669722354	0.03073327713678586	0.9798803697661772	0.9159869494290376	0.448778815353759	0.724655163832086
50	5	10	50	linear	1	10000	1e-5	0.5551587484153273	0.938227395411606	-0.05515874841532731	0.7156670096021948	0.7155987654320988	6.824417009598793e-5	0.7656071346901441	0.9531214269380288	0.36485828234490286	0.4834143518518519	0.7079203703703704	-0.01658564814814811	0.9713638345948288	0.9380248669722354	0.03333896762259325	0.734910277324633	0.9575856443719412	0.35186976573373535	0.7167280480786382
100	5	5	50	linear	4	10000	1e-4	0.6254357849752586	0.938227395411606	-0.12543578497525865	0.7028129286694101	0.7155987654320988	-0.01278583676268863	0.6087354219071576	0.9302538303224333	0.2831392289410379	0.495795267489712	0.7079203703703704	-0.00420473251028802	0.969049949071879	0.9380248669722354	0.03102508209964361	0.9320282762370854	0.9200652528548124	0.4287634158219545	0.7119026447629924
50	20	5	10	linear	1	10000	1e-5	0.4227403334969124	0.938227395411606	-0.07725966650308758	0.6967635459533608	0.7155987654320988	-0.018835219478738	0.6979190487079808	0.9169906242853876	0.3199926120876976	0.5055944444444445	0.7079203703703704	-0.00559444444444445	0.9634346627329085	0.9380248669722354	0.02540979576067292	0.9089178901576944	0.853452963567156	0.3878593334971456	0.7078519455848431
100	20	10	10	linear	4	10000	0.001	0.6704704177401546	0.938227395411606	-0.1704704177401546	0.6829732510288066	0.7155987654320988	-0.0326255144032922	0.5399039560942145	0.8824605533958381	0.23822197193775135	0.5036917695473251	0.7079203703703704	-0.00369176954732508	0.9718637350801094	0.9380248669722354	0.03383886810787395	0.9437194127243068	0.9638390429581294	0.45479680779060183	0.6930187797283531
25	10	5	10	linear	4	10000	1e-4	0.6743910000817895	0.938227395411606	-0.17439100008178954	0.6325480109739369	0.7155987654320988	-0.0830507544581619	0.5337297050080037	0.7740681454379145	0.20657158146033527	0.4982244855967078	0.7079203703703704	-0.00177551440329221	0.976178598188832	0.9380248669722354	0.03815373121659671	0.9728113104948342	0.9972811310494836	0.4850831820140093	0.6916547634743446
50	10	2	20	linear	1	10000	1e-5	0.5671521643561117	0.938227395411606	-0.06715216435611171	0.7094110082304528	0.7155987654320988	-0.00618775720164599	0.7281042762405671	0.9432883603933226	0.3434061444651657	0.5125069444444444	0.7079203703703704	-0.01250694444444444	0.9641082749416084	0.9380248669722354	0.02608340796937291	0.8031538879825992	0.8597063621533442	0.3452382536434174	0.6886443981085831
50	20	10	20	linear	1	10000	1e-5	0.4999324724982619	0.938227395411606	-6.752750173805167e-5	0.7157167352537723	0.7155987654320988	1.1796982167355809e-4	1	0.9535787788703408	0.4767893894351703	0.46440046296296295	0.7079203703703704	-0.03559953703703705	0.965318739792424	0.9380248669722354	0.02729387282018869	0.4828711256117455	0.8684067427949973	0.20966427069112495	0.6864536601262953
25	5	2	50	linear	2	10000	1e-5	0.5519457735247209	0.938227395411606	-0.05194577352472085	0.6581592935528121	0.7155987654320988	-0.05743947187928666	0.7768122570317859	0.8234621541276012	0.3198377472640591	0.4896635802469136	0.7079203703703704	-0.01033641975308641	0.965176470329979	0.9380248669722354	0.02715160335774358	0.8384991843393148	0.8667754214246873	0.363395241934983	0.6832329891990421
100	10	5	10	linear	4	10000	1e-4	0.6215541037909459	0.938227395411606	-0.12155410379094587	0.6984036351165981	0.7155987654320988	-0.01719513031550068	0.6128515892979648	0.920192087811571	0.2819705917373668	0.4930658436213992	0.7079203703703704	-0.00693415637860078	0.9673395471494886	0.9380248669722354	0.02931468017725314	0.8915171288743883	0.8950516585100599	0.398976942394574	0.6809475341319409
25	10	5	20	linear	4	10000	1e-5	0.6022554492291334	0.938227395411606	-0.10225544922913345	0.6233753429355281	0.7155987654320988	-0.09222342249657069	0.6478390121198262	0.7532586325177224	0.24399516418050624	0.49489305555555563	0.7079203703703704	-0.00510694444444442	0.97069363222872	0.9380248669722354	0.03266876525648454	0.9159869494290376	0.9467101685698748	0.4335870796508848	0.677582243831391
100	10	5	10	linear	4	10000	1e-5	0.653096629247945	0.938227395411606	-0.15309662924794498	0.6844007201646091	0.7155987654320988	-0.0311980452674897	0.5700891836268008	0.8863480448204893	0.2526487166404619	0.5048600823045268	0.7079203703703704	-0.00486008230452683	0.9688076380474042	0.9380248669722354	0.0307827710751688	0.9206090266449156	0.9173463839042958	0.42225868079118345	0.6749073974316453
50	20	10	10	linear	1	10000	1e-5	0.40755372551425184	0.938227395411606	-0.09244627448574816	0.6932741769547325	0.7155987654320988	-0.02232458847736629	0.664532357649211	0.909672993368397	0.302253569486458	0.4920675925925926	0.7079203703703704	-0.00793240740740741	0.9625593136996646	0.9380248669722354	0.02453444672742921	0.8771071234366503	0.8471995649809679	0.3715423867086192	0.6737959561950773
50	5	2	50	linear	4	10000	1e-4	0.6247068355620987	0.938227395411606	-0.12470683556209872	0.6641323731138545	0.7155987654320988	-0.05146639231824423	0.6091927738394695	0.8342099245369312	0.2540973289465338	0.508041975308642	0.7079203703703704	-0.00804197530864203	0.9715154555139937	0.9380248669722354	0.03349058854175812	0.8746601413811854	0.9584013050570962	0.4191377104905762	0.67323503943711
100	20	2	50	linear	4	10000	1e-4	0.49955986995460677	0.938227395411606	-4.4013004539317224e-4	0.7104586762688615	0.7155987654320988	-0.00514008916323727	0.9972558884061286	0.9451177681225704	0.4712621297487457	0.5386290123456791	0.7079203703703704	-0.03862901234567906	0.9680838367607374	0.9380248669722354	0.03005896978850197	0.4429037520391517	0.9064709081022296	0.20073968315640728	0.672001812905153
100	20	5	20	linear	4	10000	0.001	0.6684606438882754	0.938227395411606	-0.16846064388827542	0.7046056241426611	0.7155987654320988	-0.01099314128943762	0.5444774754173336	0.9341413217470844	0.2543094542739318	0.5094032921810699	0.7079203703703704	-0.00940329218106994	0.9726919902358498	0.9380248669722354	0.03466712326361443	0.8526373028820011	0.974442631865144	0.4154230687233676	0.6697325229972995
25	20	5	20	linear	1	10000	1e-4	0.726414627039627	0.938227395411606	-0.226414627039627	0.7020336076817558	0.7155987654320988	-0.01356515775034294	0.4207637777269609	0.9281957466270296	0.19527557441044296	0.5020572016460905	0.7079203703703704	-0.00205720164609046	0.9729805463358095	0.9380248669722354	0.03495567936357413	0.9690048939641108	0.9787928221859706	0.4742275174375747	0.6695030918480176
25	20	2	50	linear	1	10000	0.001	0.5398709002985318	0.938227395411606	-0.0398709002985318	0.5958041838134431	0.7155987654320988	-0.11979458161865564	0.813400411616739	0.6864852504001829	0.2791936926221645	0.495351646090535	0.7079203703703704	-0.00464835390946499	0.9616124165100772	0.9380248669722354	0.02358754953784192	0.9257748776508972	0.842305600870038	0.38989268229506246	0.6690863749172269
100	10	10	50	linear	2	10000	1e-5	0.5308406177156176	0.938227395411606	-0.03084061771561763	0.6742369684499314	0.7155987654320988	-0.04136179698216735	0.8497598902355362	0.8584495769494626	0.3647380091406589	0.47882453703703703	0.7079203703703704	-0.02117546296296296	0.9678391403099006	0.9380248669722354	0.02981427333766517	0.6685698749320282	0.9037520391517128	0.3021106938926131	0.6668487030332719
100	20	10	20	linear	2	10000	1e-5	0.5394621314358156	0.938227395411606	-0.03946213143581556	0.6729826817558299	0.7155987654320988	-0.0426160836762689	0.8175165790075463	0.8543334095586553	0.34921586315712244	0.4828407407407407	0.7079203703703704	-0.01715925925925932	0.965466241094896	0.9380248669722354	0.02744137412266067	0.7294725394235998	0.8697661772702556	0.31723527101904514	0.6664511341761676
50	20	10	20	linear	2	10000	1e-5	0.6752292919069235	0.938227395411606	-0.1752292919069235	0.702119341563786	0.7155987654320988	-0.0134794238683128	0.531900297278756	0.9286530985593414	0.2469754295962758	0.5050467592592592	0.7079203703703704	-0.00504675925925923	0.9685606366600518	0.9380248669722354	0.03053576968781635	0.9165307232191408	0.9135399673735726	0.4186437234932454	0.6656191530895212
100	20	2	10	linear	2	10000	1e-5	0.49672128675418153	0.938227395411606	-0.00327871324581846	0.6936274005486969	0.7155987654320988	-0.0219713648834019	0.9851360621998628	0.9105876972330208	0.4485263891698895	0.4612888888888889	0.7079203703703704	-0.03871111111111108	0.9730630776975808	0.9380248669722354	0.0350382107253453	0.44208809135399674	0.980152256661229	0.2166568201918377	0.6651832093617273
50	5	10	20	linear	1	10000	1e-5	0.4833694229746861	0.938227395411606	-0.01663057702531389	0.7081241426611797	0.7155987654320988	-0.00747462277091903	0.914703864623828	0.9405442487994512	0.43015972961328663	0.5374111111111111	0.7079203703703704	-0.03741111111111106	0.9758269819527128	0.9380248669722354	0.03780211498047747	0.4611201740076129	0.9961935834692768	0.22968247927731017	0.6598422088905969
50	10	5	10	linear	1	10000	1e-5	0.539766950885372	0.938227395411606	-0.03976695088537196	0.7116298010973937	0.7155987654320988	-0.00396896433470506	0.814086439515207	0.9480905556825978	0.3859138324068201	0.5290731481481482	0.7079203703703704	-0.02907314814814821	0.971677964514222	0.9380248669722354	0.03365309754198653	0.5696030451332246	0.9603045133224578	0.2734961875218256	0.6594100199286457
100	10	5	50	linear	4	10000	0.001	0.6354729992229992	0.938227395411606	-0.13547299922299916	0.7050248628257888	0.7155987654320988	-0.01057390260630997	0.5934141321747084	0.9350560256117082	0.27743772998655186	0.5080606995884773	0.7079203703703704	-0.00806069958847732	0.965675961048768	0.9380248669722354	0.02765109407653254	0.8741163675910821	0.8735725938009788	0.38180205126021577	0.6592397812467676
50	10	5	50	linear	4	10000	1e-5	0.6102574837443259	0.938227395411606	-0.11025748374432588	0.6847205075445816	0.7155987654320988	-0.03087825788751719	0.6338897781843128	0.8870340727189573	0.28114091579887374	0.4897074074074075	0.7079203703703704	-0.01029259259259252	0.9675825679480652	0.9380248669722354	0.02955770097582966	0.8390429581294182	0.8985861881457313	0.3769762067180162	0.6581171225168899
100	10	10	20	linear	4	10000	0.001	0.7375907352881037	0.938227395411606	-0.2375907352881037	0.6766015089163238	0.7155987654320988	-0.03899725651577501	0.39766750514520927	0.8643951520695174	0.1718709317915494	0.49803436213991775	0.7079203703703704	-0.00196563786008224	0.9736899911607516	0.9380248669722354	0.03566512418851608	0.969820554649266	0.9850462207721588	0.4776590360922091	0.6495299678837585
25	5	10	20	linear	2	10000	0.001	0.6378326278984173	0.938227395411606	-0.13783262789841733	0.6850471536351166	0.7155987654320988	-0.03055161179698218	0.5902126686485251	0.8879487765835811	0.26203930852529417	0.5065598765432099	0.7079203703703704	-0.00655987654320988	0.9638147504229376	0.9380248669722354	0.0257898834507021	0.8966829798803697	0.8575312669929309	0.3844668459139051	0.6465061544391992
100	10	2	20	linear	2	10000	1e-5	0.6035045546558705	0.938227395411606	-0.1035045546558705	0.7011824845679013	0.7155987654320988	-0.01441628086419744	0.6462382803567345	0.9270523667962496	0.29954836365952453	0.4843189300411523	0.7079203703703704	-0.01568106995884771	0.9694426151297496	0.9380248669722354	0.03141774815751408	0.7468733007069059	0.925231103860794	0.3455152042286026	0.6450635678881271
100	20	10	10	linear	2	10000	1e-5	0.44922632192369033	0.938227395411606	-0.05077367807630967	0.7073791152263375	0.7155987654320988	-0.00821965020576132	0.7800137205579694	0.9394008689686714	0.3663727834498214	0.4700208333333334	0.7079203703703704	-0.02997916666666666	0.9761389752325424	0.9380248669722354	0.03811410826030703	0.5584556824361065	0.9970092441544316	0.27839273891968497	0.6447655223695063
25	20	5	50	linear	1	10000	0.001	0.7495021571995256	0.938227395411606	-0.2495021571995256	0.7094915980795611	0.7155987654320988	-0.00610716735253769	0.3741138806311457	0.9435170363594786	0.17649140995702114	0.5027051440329219	0.7079203703703704	-0.00270514403292188	0.9727477770167828	0.9380248669722354	0.03472291004454742	0.9592169657422512	0.9749864056552474	0.4676117508362851	0.6441031607933062
25	20	10	50	linear	2	10000	1e-4	0.5976492403795035	0.938227395411606	-0.09764924037950352	0.6806009945130316	0.7155987654320988	-0.03499777091906719	0.6553853190029728	0.8769723302080952	0.2873773951951064	0.4876148148148148	0.7079203703703704	-0.01238518518518516	0.966393030457358	0.9380248669722354	0.0283681634851225	0.8047852093529092	0.8817292006525286	0.35480130966985923	0.6421787048649656
25	10	5	50	linear	2	10000	0.001	0.6111860507913139	0.938227395411606	-0.11118605079131394	0.6748491083676269	0.7155987654320988	-0.04074965706447187	0.6322890464212211	0.8600503087125543	0.2719001947850689	0.48617489711934153	0.7079203703703704	-0.01382510288065846	0.9707000494646694	0.9380248669722354	0.03267518249243395	0.7803153887982599	0.94752582925503	0.36968449292576616	0.6415846877108351
100	5	10	20	linear	2	10000	1e-5	0.4339706017666544	0.938227395411606	-0.06602939823334558	0.7029852537722908	0.7155987654320988	-0.01261351165980795	0.7306197118682827	0.930939858220901	0.3400815054900273	0.47346342592592594	0.7079203703703704	-0.02653657407407406	0.9762609539363926	0.9380248669722354	0.03823608696415714	0.6005981511691136	0.9975530179445352	0.2995642491353287	0.639645754625356
25	5	5	20	linear	2	10000	0.001	0.7626615343720606	0.938227395411606	-0.26266153437206063	0.6771656378600823	0.7155987654320988	-0.03843312757201644	0.345529384861651	0.867139263663389	0.1498110481814979	0.4988298353909465	0.7079203703703704	-0.0011701646090535	0.9760936374971464	0.9380248669722354	0.03806877052491087	0.9823273518216422	0.99673735725938	0.48956118430915446	0.6393722324906523
25	20	5	20	linear	2	10000	0.001	0.7017240727109149	0.938227395411606	-0.2017240727109149	0.6705546982167353	0.7155987654320988	-0.04504406721536347	0.47633203750285846	0.8488451863709124	0.2021660785742752	0.5064318930041152	0.7079203703703704	-0.00643189300411517	0.9725787337044648	0.9380248669722354	0.03455386673222926	0.8977705274605764	0.9719956498096792	0.4363145236095107	0.6384806021837859
25	5	10	10	linear	2	10000	0.001	0.6158597104649736	0.938227395411606	-0.11585971046497356	0.7085896776406035	0.7155987654320988	-0.00700908779149522	0.6231420077749829	0.941230276697919	0.29326006220007195	0.5112526748971193	0.7079203703703704	-0.01125267489711934	0.9611739005086958	0.9380248669722354	0.02314903353646036	0.8216421968461121	0.8393148450244698	0.3448082465557297	0.6380683087558017
25	20	5	50	linear	1	10000	1e-5	0.7852136752136752	0.938227395411606	-0.28521367521367524	0.7194718792866941	0.7155987654320988	0.00387311385459532	0.3103132860736337	0.9599817059227076	0.148947538867724	0.49995082304526745	0.7079203703703704	-4.91769547325549e-5	0.9727226641846524	0.9380248669722354	0.03469779721241706	0.9991843393148452	0.9747145187601958	0.4869597412239967	0.6359072800917207
50	5	5	10	linear	1	10000	1e-5	0.49124578272604585	0.938227395411606	-0.00875421727395414	0.714182098765432	0.7155987654320988	-0.00141666666666673	0.9547221587011204	0.9508346672764691	0.4538914630550262	0.4576138888888889	0.7079203703703704	-0.04238611111111112	0.96740367560543	0.9380248669722354	0.02937880863319453	0.4053833605220229	0.8958673191952148	0.18158485221860593	0.6354763152736321
50	5	10	50	linear	2	10000	1e-5	0.7011638653743917	0.938227395411606	-0.20116386537439168	0.6701791838134431	0.7155987654320988	-0.04541958161865567	0.4772467413674823	0.8481591584724445	0.20239059727098008	0.503212962962963	0.7079203703703704	-0.00321296296296302	0.9683387042012772	0.9380248669722354	0.03031383722904179	0.95133224578575315	0.9097335508428492	0.4327294309949878	0.6351200282659679
100	20	5	20	linear	2	10000	1e-5	0.5191541170817486	0.938227395411606	-0.01915411708174863	0.709383573388203	0.7155987654320988	-0.00621519204389575	0.9034987422821862	0.9430596844271668	0.42602661938849024	0.5397856481481482	0.7079203703703704	-0.03978564814814822	0.9709849176662042	0.9380248669722354	0.03296005069396879	0.4328439369222403	0.9502446982055464	0.20565382810538743	0.6316804474938776
50	10	2	10	linear	2	10000	1e-5	0.6948594753200016	0.938227395411606	-0.1948594753200016	0.6991066529492455	0.7155987654320988	-0.01649211248285331	0.489366567573748	0.9217928195746627	0.22554729406468996	0.4886592592592593	0.7079203703703704	-0.0113407407407407	0.9734647952045612	0.9380248669722354	0.03543992823232589	0.8202827623708537	0.9834148994018488	0.4033391451190019	0.6288864391836918
25	20	2	10	linear	4	10000	1e-5	0.7097834621518833	0.938227395411606	-0.2097834621518833	0.7120498971193415	0.7155987654320988	-0.00354886831275724	0.45712325634575807	0.9487765835810656	0.21685392071559	0.50110658436214	0.7079203703703704	-0.00110658436213995	0.960114588272483	0.9380248669722354	0.02208972130024755	0.9828711256117456	0.8333333333333334	0.40952963567156064	0.6263835563871507
50	5	2	20	linear	4	10000	1e-4	0.7102760908681962	0.938227395411606	-0.2102760908681962	0.6896982167352538	0.7155987654320988	-0.02590054869684499	0.4566659044134461	0.898696546992911	0.2052020357128794	0.5008430041152263	0.7079203703703704	-8.43004115226309e-4	0.9631283988667032	0.9380248669722354	0.02510353189446768	0.9874932028276238	0.8518216421968461	0.4205840408454248	0.6257860765583042
25	20	2	50	linear	4	10000	1e-5	0.6053386598781335	0.938227395411606	-0.10533865987813353	0.6854363854595336	0.7155987654320988	-0.03016237997256521	0.6425794648982392	0.8893208323805168	0.2857296522969646	0.5176609053497943	0.7079203703703704	-0.01766090534979425	0.9704504797194856	0.9380248669722354	0.03242561274725009	0.7194127243066885	0.9420880913539968	0.3388750801689336	0.6246047324658982
50	5	5	50	linear	4	10000	1e-4	0.6388103964748703	0.938227395411606	-0.13881039647487026	0.6616460905349795	0.7155987654320988	-0.0539526748971193	0.5890692888177452	0.829407729247656	0.2442893106039289	0.4953351851851851	0.7079203703703704	-0.00466481481481484	0.9577364279484162	0.9380248669722354	0.01971156097618076	0.925231103860794	0.819195214790647	0.37897244642911526	0.6232617570330441
25	20	5	50	linear	2	10000	0.001	0.6794353964748702	0.938227395411606	-0.17943539647487017	0.6944101508916323	0.7155987654320988	-0.0211886145404665	0.5232106105648296	0.9117310770638006	0.23851368675074044	0.4893514403292181	0.7079203703703704	-0.01064855967078187	0.9692920552131078	0.9380248669722354	0.03126718824087238	0.8306144643828167	0.9230560087003806	0.38335183613100365	0.6218655228817441
50	20	10	50	linear	4	10000	1e-5	0.734961175520386	0.938227395411606	-0.234961175520386	0.717011316872428	0.7155987654320988	0.00141255144032925	0.40132632060370454	0.9556368625657444	0.19176111294338913	0.4923787037037036	0.7079203703703704	-0.00762129629629637	0.9723555280426626	0.9380248669722354	0.03433066107042715	0.8820010875475802	0.9695486677542142	0.4275714896947622	0.6193326026381514
50	5	10	10	linear	2	10000	1e-5	0.721163379748906	0.938227395411606	-0.221163379748906	0.6954466735253773	0.7155987654320988	-0.02015209190672151	0.4321975760347587	0.9135604847930484	0.19741931354434727	0.4964074074074074	0.7079203703703704	-0.00359259259259259	0.9665511271505424	0.9380248669722354	0.02852626017830706	0.9453507340946168	0.8830886351277868	0.4174142447443332	0.6148335582886805
25	20	2	20	linear	1	10000	1e-5	0.7257219461824725	0.938227395411606	-0.22572194618247257	0.6802271947873799	0.7155987654320988	-0.03537157064471885	0.42190715755774066	0.8762863023096272	0.18485573150711893	0.5043009259259259	0.7079203703703704	-0.0043009259259259	0.96915064186994	0.9380248669722354	0.03112577489770462	0.9290375203915172	0.9214246873300708	0.4280190533723289	0.6128747848794478
