"Avg","n_Avg","CS_Avg","Reg_a","Reg_s"
0.668323641525404,0.668323641525404,0.671444561355945,0.652621556867447,0.659576227608672
0.666685455115552,0.666685455115552,0.671736226891249,0.648636719533067,0.656883339405108
0.681403559734839,0.681403559734839,0.672176696289109,0.702703432630274,0.675540764518879
0.656509883759633,0.656509883759633,0.656137083252076,0.641063614794331,0.636002827369254
0.659659001928962,0.659659001928961,0.666236942858155,0.648491400452883,0.661863400691277
0.641460119665601,0.641460119665601,0.657383428203804,0.626351283922733,0.622739131514985
0.66406890168161,0.664068901681609,0.664911539152184,0.651424576688432,0.67062165786972
0.653910510373313,0.653910510373313,0.662128018933744,0.644919691953639,0.652022325174046
0.643220697581031,0.643220697581031,0.656722060109227,0.615903453203362,0.621600968657659
0.667571529736778,0.667571529736777,0.672553934808102,0.655360358322504,0.656762982750555
0.676180689605398,0.676180689605398,0.675393896462253,0.687787323757575,0.674356355888537
0.65916761529378,0.65916761529378,0.671209800006557,0.640898512481614,0.652942278494449
0.658162289424071,0.658162289424071,0.671497172476135,0.635442420906076,0.638891165490452
0.679797839963899,0.679797839963899,0.685689049111186,0.675962836076573,0.673123431344675
0.681695169410291,0.681695169410291,0.693242993771855,0.650783561813376,0.657093948521799
0.653374205979133,0.653374205979133,0.657054020469873,0.659067424767958,0.652306087431566
0.67507942249119,0.67507942249119,0.681688911674453,0.676577833144886,0.683459536572911
0.6679772889381,0.6679772889381,0.668053697050489,0.653489673017181,0.654253386188617
0.670019488448135,0.670019488448135,0.672120487418145,0.649327417133334,0.643713360555396
0.662271405266891,0.662271405266891,0.679506448445592,0.626112774187336,0.643258161119062
0.651089127948797,0.651089127948797,0.66407381544593,0.6397095351845,0.660440736128279
0.670544101713062,0.670544101713062,0.669396504789121,0.679674832465944,0.676138454659475
0.667185351404976,0.667185351404976,0.665590173510471,0.672358087068187,0.661497311123927
0.667402673050633,0.667402673050633,0.666061983575871,0.678134248764682,0.652405445841139
0.646745498529005,0.646745498529005,0.659747991500622,0.625444058686978,0.653481545151358
0.670818225517851,0.670818225517851,0.681451827066021,0.66922127065147,0.670360790676995
0.662097786565266,0.662097786565266,0.672410779568351,0.645345554093457,0.660238763286946
0.654308249116731,0.65430824911673,0.666770136518768,0.627951134606892,0.664712922285453
0.680284331138917,0.680284331138917,0.681239968265913,0.698758908880883,0.679928965695428
0.689185459926996,0.689185459926996,0.687059292718461,0.683294008313288,0.684770882440047
0.631427774742398,0.631427774742398,0.647636404118357,0.60033773377962,0.616211212599958
0.661159785526218,0.661159785526218,0.665035004108324,0.647516248539741,0.654975363160832
0.672061498117177,0.672061498117177,0.690155106959202,0.610950608928275,0.636992265585727
0.644684335128652,0.644684335128652,0.654015463155803,0.641590464547189,0.650882577677542
0.653611259732931,0.653611259732931,0.663339122042665,0.650931393912181,0.660579332472655
0.651717625449782,0.651717625449782,0.654077912875978,0.636115723066527,0.641425858364955
0.671799695337369,0.671799695337369,0.674853983664658,0.660527602900698,0.65354641002884
0.669544656079909,0.669544656079909,0.670469179266342,0.66114587999328,0.655878405198044
0.678031838944567,0.678031838944567,0.669731771647545,0.66855745505083,0.659984501404313
0.652480568759298,0.652480568759298,0.661101514778315,0.630749334013642,0.655130446169608
0.674247294934376,0.674247294934376,0.682441480152092,0.664074305250861,0.659677900544413
0.645771384939901,0.645771384939901,0.648250573630326,0.656335169592343,0.655646709457849
0.674159705430022,0.674159705430022,0.669417203444954,0.675549005269197,0.650005870496248
0.654278553631566,0.654278553631566,0.668799216456071,0.62837606053239,0.637772889103658
0.672306846701586,0.672306846701586,0.669331460273056,0.663713764907559,0.663937154520051
0.676861731903709,0.676861731903709,0.680899092451119,0.668338332825517,0.668135708259815
0.664322096389173,0.664322096389173,0.671859399151143,0.642836578004512,0.648533189382523
0.675630816939959,0.675630816939959,0.679107613118863,0.662805404690228,0.703322056460015
0.656874331357566,0.656874331357566,0.670367449287772,0.651242363963169,0.666095143249312
0.657806192111483,0.657806192111483,0.667716887686737,0.646518520467539,0.645020098079462
0.661636907659688,0.661636907659688,0.672631299364903,0.637552542467063,0.64987646006351
