"NoBatch","Batch","Batch1","Batch2","Batch3","ComBat","GMM","Avg","n_Avg","CS_Avg","Reg_a","Reg_s"
0.68098545871664,0.662107227402261,0.683189980983331,0.636694978517918,0.638697581190267,0.620173132114598,0.641531951023346,0.615738822919289,0.615738822919289,0.619914245388403,0.616024528934049,0.61637280037062
0.673275158038245,0.663428200030193,0.683362688347966,0.661316767918761,0.628515987928799,0.619317082652706,0.586792801351614,0.617167110875819,0.617167110875819,0.63343254207315,0.617133419699991,0.624251301151098
0.66926698602854,0.648118685671051,0.697405409341943,0.658967834677866,0.640897374380866,0.607473381706075,0.617114532867807,0.621526777097747,0.621526777097747,0.639138546321055,0.621852112158814,0.623064937967117
0.670774883363159,0.663580575440258,0.719423314611522,0.634025715967753,0.654260017175789,0.616774364747275,0.619072279414238,0.621634955546034,0.621634955546034,0.63660209329533,0.621758576055446,0.621300599134615
0.675533139155899,0.67617802509669,0.685845107620158,0.624937374354214,0.687835279374447,0.622018824188659,0.637181085446642,0.622364515972067,0.622364515972067,0.624062664029672,0.622736179880288,0.62118371729309
0.663627992009206,0.655506526917171,0.680717957003846,0.638847141855584,0.64737656234285,0.591163778525088,0.579563543218232,0.615388641149352,0.615388641149352,0.678866748871616,0.615988040796902,0.615689309759441
0.681457652427687,0.667701674095826,0.695036254649251,0.64540757208689,0.653471364384521,0.59189312242837,0.627843946065921,0.628770819000669,0.628770819000669,0.641119276712622,0.628702041060061,0.631578231146846
0.674939516373763,0.643178692659916,0.69288733232773,0.607867845168228,0.688833933654127,0.697373156929183,0.618010550119781,0.625316772409667,0.625316772409667,0.614039377411133,0.625286029401339,0.618200199109994
0.68061467239188,0.691575508322515,0.673398141394454,0.641935761157066,0.636560891891211,0.599250937914252,0.610467808129376,0.616607226505674,0.616607226505674,0.635897270305933,0.616972507830178,0.61681780795107
0.681570156784133,0.658504650055576,0.725843925732085,0.651483258662618,0.611487490601565,0.599038368837248,0.619407949979396,0.619510081081317,0.619510081081317,0.646885435990092,0.618667766934642,0.625607120841117
0.679439054387938,0.670617090595044,0.710414797913285,0.628689407250979,0.627120013509877,0.578472745974375,0.594823058939959,0.614382474338597,0.614382474338597,0.62334873340697,0.613840366134272,0.619124964386016
0.664485238097165,0.628861345401719,0.639587957733721,0.609412262968308,0.66354540769535,0.62430246087614,0.600741399746748,0.609302436716659,0.609302436716659,0.602720711253043,0.610046745974254,0.605608171016621
0.678371782410319,0.675576629806357,0.686660233661583,0.627286260315144,0.638019078660281,0.585671840399316,0.575818859695857,0.61755134049071,0.61755134049071,0.630939377615323,0.617380156553888,0.623341627868497
0.682681287252662,0.68240211623692,0.682459656770316,0.693228167036854,0.653833352360824,0.629072337188133,0.671143858273055,0.624937387263971,0.624937387263971,0.621715906274709,0.626211855160624,0.621289128283847
0.676471449825799,0.661347373272016,0.665549775942092,0.617683733440516,0.639389765522161,0.602719499914257,0.62985660149352,0.611311650372994,0.611311650372994,0.617829131578379,0.611484622569973,0.611300179324156
0.669697832310098,0.656571638786949,0.648723657816709,0.648577854374654,0.637863526257548,0.605478602646455,0.57883385454408,0.615561204038004,0.615561204038004,0.622196381265898,0.616323316584069,0.614904644386099
0.673742869420127,0.665705394249924,0.669844044674613,0.649588409304108,0.61276077752726,0.63251378580789,0.571186716487748,0.613843817765405,0.613843817765405,0.614331723866828,0.613949454306544,0.616139768595751
0.671052820236963,0.656890628447262,0.711085286588764,0.623303522482121,0.68002072821859,0.600147486659749,0.597650873136305,0.631673105735001,0.631673105735001,0.620458181660015,0.631516416218859,0.627286646049279
0.684564241719922,0.67661738250805,0.686181170734052,0.675019991822923,0.611551903647908,0.596720602785554,0.592137361012901,0.621095731381346,0.621095731381346,0.621739791438922,0.621386852786412,0.624671915878818
0.689964390781246,0.653572377253798,0.687460230506062,0.623459967681617,0.672112752847547,0.624935554324087,0.657654083241742,0.625375851025827,0.625375851025827,0.617766555741076,0.625740913313264,0.622758697392616
0.678551414388035,0.676550620240781,0.674186879343751,0.660269404014719,0.617532218448411,0.61595268800891,0.621492050485467,0.623177384720044,0.623177384720044,0.646624001762956,0.623191347445437,0.626173461296277
0.681630124500818,0.673714153122219,0.694181527684156,0.676212136437288,0.619595539000436,0.602744087230878,0.618900478121666,0.623800492664135,0.623800492664135,0.622416646064364,0.623723932383639,0.622810310990182
0.675472781542215,0.657007762748043,0.693866734594475,0.644944845422941,0.652976115364238,0.603102956852986,0.572486593199075,0.621851243312633,0.621851243312633,0.629167650366893,0.621907390270462,0.626724420244585
0.682992005637129,0.685299602906793,0.655978834495802,0.678932899296481,0.651655719990831,0.670097952043582,0.620659005364828,0.620008279754234,0.620008279754234,0.659200696929264,0.62161165971438,0.61618385845675
