"Avg","n_Avg","CS_Avg","Reg_a","Reg_s"
0.65266666572904,0.65266666572904,0.658314360622718,0.635269135131361,0.632657826895966
0.666395201169896,0.666395201169896,0.661020842413653,0.640397205763888,0.664146663972257
0.647622695363163,0.647622695363163,0.647249668008238,0.628916552915029,0.648813821243703
0.645353513640512,0.645353513640512,0.65361703917286,0.619420491334686,0.623828821927052
0.633387394964447,0.633387394964447,0.632058030477551,0.614188276362185,0.612323716847613
0.66038208859339,0.66038208859339,0.658935068097856,0.647224498964652,0.642446803871065
0.647995284259145,0.647995284259145,0.650188489565886,0.619744215411238,0.617439095692243
0.656857890979346,0.656857890979346,0.66801878516038,0.611120482888582,0.623732792777491
0.648459366339723,0.648459366339723,0.65809440839611,0.626389826477205,0.621587254565002
0.640758756013767,0.640758756013767,0.656813742859742,0.630694793793964,0.64588813374491
0.660759258645542,0.660759258645542,0.653584337417291,0.63657689548067,0.661807905689469
0.642027410418412,0.642027410418412,0.643059058220591,0.631831024497278,0.625630789093333
0.667276922158219,0.667276922158219,0.671423213341276,0.647353207924398,0.676479970641469
0.647243605462866,0.647243605462866,0.639776891523224,0.620786686316219,0.628527362528673
0.665048614906448,0.665048614906448,0.65429102527476,0.631264521847813,0.651783834300267
0.648657766094138,0.648657766094138,0.657493513220425,0.616885709405529,0.629889737127481
0.639342917283126,0.639342917283126,0.647211946072091,0.610395240843377,0.614271519226518
0.655717753605645,0.655717753605645,0.661346174663293,0.626138727236964,0.640258437462262
0.642826583986236,0.642826583986236,0.644298669970241,0.60411797022851,0.62682267280536
0.646125775740535,0.646125775740535,0.64671378262414,0.618977877067517,0.622151775341036
0.646752934674675,0.646752934674675,0.660445028525515,0.611238865083154,0.638437374439818
0.639911321951713,0.639911321951713,0.650280259032628,0.597199375714338,0.634647178252863
0.649100564813465,0.649100564813465,0.642279050807459,0.613467836963734,0.623910664657201
0.641702038405541,0.641702038405541,0.651332975661819,0.618173685705802,0.646765450156823
0.675780526702491,0.675780526702491,0.674373250061004,0.62679975070524,0.65257575269948
0.647132309950155,0.647132309950155,0.655885411989471,0.62895333636956,0.621088949761991
0.667983218774245,0.667983218774245,0.665790240524457,0.633564870920193,0.668486809668146
0.672635995763874,0.672635995763874,0.669981948552503,0.66552235773481,0.702196820497731
0.654186106711865,0.654186106711865,0.659029350777157,0.632299069597392,0.641264320880832
0.650028474375816,0.650028474375816,0.658513815292644,0.613731182726263,0.639391669659937
0.65363495256186,0.65363495256186,0.653590830903886,0.645150689946355,0.639630459769357
0.657242790711924,0.657242790711924,0.673464372047506,0.61968558601372,0.65194618561247
0.653555497959403,0.653555497959403,0.665728016223211,0.613654862268045,0.617320565538461
0.665017297320592,0.665017297320592,0.6631951832279,0.636311611780794,0.639518825887618
0.649231340702661,0.649231340702661,0.657717738747263,0.617590790833924,0.626636773871387
0.649560099538116,0.649560099538116,0.660935658209573,0.61702628318849,0.645429298437052
0.648655155677849,0.648655155677849,0.648631244110007,0.618610666137069,0.629377215965297
0.652945110330413,0.652945110330413,0.656042359653784,0.646239164585369,0.656954127511714
0.656583316385819,0.656583316385819,0.664923430779097,0.637404181073615,0.653948391980307
0.664868359207875,0.664868359207875,0.658771280695767,0.643373424536305,0.646344611801446
0.651532160598603,0.651532160598603,0.665991441377707,0.646104228229951,0.647082159663669
0.639623465971305,0.639623465971305,0.636837527182018,0.612883089751648,0.612482357641861
0.651331549206575,0.651331549206575,0.656593188214738,0.62908356566089,0.659406935711809
0.652885510710201,0.652885510710201,0.64776453242684,0.627088439411539,0.64406604394165
0.662506596746115,0.662506596746115,0.660943457541048,0.634002755943656,0.670678919608146
0.659701924392069,0.659701924392069,0.665853583889069,0.63523062768894,0.651226947112544
0.641119592260832,0.641119592260832,0.641039636631847,0.622094096044071,0.624369347226344
0.654295141818044,0.654295141818044,0.652625065549261,0.625442427994036,0.634945778192735
0.666544440256282,0.666544440256282,0.655402320731626,0.632227967307252,0.632951531382378
0.671990727878313,0.671990727878313,0.660194781124211,0.643461995839365,0.655765008818508
0.648911964485505,0.648911964485505,0.654160182078063,0.623888809576296,0.620274957034473
0.644426272822318,0.644426272822318,0.646568291503254,0.614889271660395,0.616832378125668
0.645980044211768,0.645980044211768,0.65459385599144,0.636109778861163,0.638569160257644
0.654475173418535,0.654475173418535,0.647152608113146,0.63205119334099,0.640806976834596
0.635637851456741,0.635637851456741,0.640001085693065,0.631073883361602,0.630975053617362
0.64452476154427,0.64452476154427,0.64794184563861,0.622195191862451,0.631966377630577
0.658434824442279,0.658434824442279,0.661115338804673,0.641030333075546,0.650219519760237
0.657250504343614,0.657250504343614,0.666013684251361,0.614232847320779,0.624982283021134
0.650190808864707,0.650190808864707,0.655437053469518,0.615353564276958,0.651007375438999
0.664969042780932,0.664969042780932,0.6607527522457,0.656140183453034,0.659382311125393
0.641909226165428,0.641909226165428,0.645240631221212,0.642965213296428,0.660631417501959
0.645604206981819,0.645604206981819,0.650753486689044,0.620101853279914,0.634325106858678
0.647521222493109,0.647521222493109,0.649327855750728,0.633388789639562,0.629822273083029
0.646750547232454,0.646750547232454,0.655762572683754,0.61398628498075,0.632614759337742
0.647070600649126,0.647070600649126,0.656959934113247,0.625934910306686,0.639117209501675
0.672549331899937,0.672549331899937,0.663548027386566,0.650753091979312,0.66943647918069
0.667341145458878,0.667341145458878,0.673599393627437,0.650654492777278,0.65715989972298
0.659432037005968,0.659432037005968,0.660938797226513,0.623051349617808,0.641045342673876
0.66251196582297,0.66251196582297,0.665094742281102,0.656171080657248,0.66334892887224
0.660003954679798,0.660003954679798,0.648719088542636,0.614941039436295,0.622955503705743
0.670134955053419,0.670134955053419,0.679118868996939,0.644330143939146,0.642955855254195
0.644652593794882,0.644652593794882,0.658141762072448,0.609640746858543,0.631451511241966
0.658223408701867,0.658223408701867,0.655498440106683,0.640999014468452,0.646746895025736
0.651031095122992,0.651031095122992,0.656374254731243,0.615888610979677,0.624328044093288
0.657342271590265,0.657342271590265,0.666177662816422,0.634221402941577,0.637584463601433
0.661314422711417,0.661314422711417,0.665047346380764,0.643835661824147,0.653268598105114
0.659929345091357,0.659929345091357,0.672488328727975,0.638553723554288,0.655582342560071
0.646503157663981,0.646503157663981,0.650586412757918,0.620666784311146,0.639129077032975
0.640532384825372,0.640532384825372,0.649936648389867,0.621496875093315,0.624156836363399
0.653689585308921,0.653689585308921,0.660017531753477,0.629249389660418,0.639735039171621
0.656240258711065,0.656240258711065,0.658122917251306,0.626309665399697,0.637083205865461
0.661567354022664,0.661567354022664,0.664714830430741,0.641711206347653,0.649782802449764
0.653141652325386,0.653141652325386,0.647492959462994,0.632550970824393,0.623799907185705
0.653817999675675,0.653817999675675,0.644263606591366,0.639917846157865,0.626435801966835
