"Avg","n_Avg","CS_Avg","Reg_a","Reg_s"
0.688054016620499,0.688054016620499,0.681405817174515,0.669355955678671,0.677319944598339
0.676835180055402,0.676835180055402,0.669459833795014,0.663885041551246,0.671260387811634
0.697437673130194,0.697437673130194,0.695048476454294,0.664646814404432,0.671502770083103
0.681405817174516,0.681405817174516,0.672506925207757,0.672922437673131,0.669494459833797
0.678393351800554,0.678393351800554,0.672229916897507,0.668109418282548,0.671225761772854
0.688019390581718,0.688019390581718,0.654224376731301,0.665304709141276,0.679259002770083
0.685145429362881,0.685145429362881,0.677493074792243,0.679986149584488,0.676696675900276
0.677493074792244,0.677493074792244,0.653981994459834,0.652458448753463,0.693801939058172
0.708483379501386,0.708483379501386,0.707340720221606,0.695775623268698,0.70564404432133
0.689819944598339,0.689819944598339,0.686703601108033,0.682686980609419,0.672333795013851
0.680713296398892,0.680713296398892,0.654085872576178,0.659868421052632,0.677458448753463
0.696918282548475,0.696918282548475,0.674238227146815,0.689993074792244,0.692070637119113
0.677596952908587,0.677596952908587,0.684799168975069,0.662950138504155,0.679432132963989
0.672680055401663,0.672680055401663,0.660041551246538,0.68628808864266,0.679882271468143
0.684937673130195,0.684937673130195,0.694425207756233,0.661218836565097,0.675173130193905
0.683725761772854,0.683725761772854,0.658518005540167,0.672853185595567,0.668109418282549
0.707894736842106,0.707894736842106,0.707340720221607,0.675450138504156,0.707860110803324
0.685526315789474,0.685526315789474,0.691101108033242,0.663331024930748,0.662188365650969
0.690304709141275,0.690304709141275,0.694425207756234,0.65921052631579,0.678912742382272
0.666308864265928,0.666308864265928,0.679605263157895,0.669909972299169,0.66935595567867
0.680193905817175,0.680193905817175,0.693975069252077,0.656301939058173,0.684314404432134
0.689819944598338,0.689819944598338,0.696364265927978,0.6726108033241,0.686703601108033
0.662084487534627,0.662084487534627,0.673476454293629,0.678012465373961,0.653497229916898
0.676592797783934,0.676592797783934,0.694771468144044,0.685803324099723,0.681301939058172
0.664231301939058,0.664231301939058,0.658137119113574,0.668178670360112,0.668351800554017
0.706613573407202,0.706613573407202,0.706198060941829,0.692867036011081,0.699030470914127
0.688746537396122,0.688746537396122,0.693490304709141,0.667590027700831,0.681301939058172
0.683518005540167,0.683518005540167,0.681752077562327,0.674584487534627,0.677631578947368
0.685353185595568,0.685353185595568,0.694390581717452,0.69317867036011,0.704674515235457
0.694182825484764,0.694182825484764,0.6952216066482,0.683102493074792,0.690581717451524
0.67441135734072,0.67441135734072,0.671918282548478,0.675761772853186,0.67382271468144
0.702216066481994,0.702216066481994,0.708691135734073,0.6702216066482,0.691204986149585
0.667070637119115,0.667070637119115,0.660595567867037,0.657652354570637,0.668871191135734
0.647195290858726,0.647195290858726,0.674757617728531,0.595637119113574,0.658725761772852
0.693386426592798,0.693386426592798,0.674896121883656,0.659591412742383,0.679743767313018
0.691204986149585,0.691204986149585,0.686184210526315,0.677216066481994,0.693247922437673
0.66253462603878,0.66253462603878,0.632063711911357,0.651454293628809,0.6625
0.678427977839335,0.678427977839335,0.674168975069253,0.666412742382272,0.666101108033241
0.707929362880887,0.707929362880887,0.702804709141274,0.68781163434903,0.702493074792244
0.708448753462605,0.708448753462605,0.706855955678669,0.680644044321331,0.70058864265928
0.698164819944598,0.698164819944598,0.703012465373961,0.669355955678672,0.682894736842106
0.680470914127424,0.680470914127424,0.677527700831026,0.677354570637119,0.680159279778394
0.690650969529085,0.690650969529085,0.694321329639888,0.671814404432134,0.67112188365651
0.68867728531856,0.68867728531856,0.690581717451524,0.673234072022161,0.676419667590027
0.702562326869807,0.702562326869807,0.700796398891968,0.689993074792244,0.691274238227147
0.668040166204988,0.668040166204988,0.663850415512465,0.653358725761774,0.659937673130195
0.70090027700831,0.70090027700831,0.699584487534626,0.676939058171745,0.685872576177286
0.699930747922438,0.699930747922438,0.702423822714681,0.701662049861497,0.706994459833795
0.676038781163435,0.676038781163435,0.681578947368422,0.656544321329641,0.659799168975069
0.675450138504155,0.675450138504155,0.670256232686981,0.668109418282548,0.678601108033241
0.674584487534625,0.674584487534625,0.682132963988919,0.655713296398892,0.675069252077563
0.670360110803324,0.670360110803324,0.665373961218838,0.674826869806094,0.681128808864266
0.684279778393353,0.684279778393353,0.683968144044321,0.672645429362882,0.677216066481995
0.67884349030471,0.67884349030471,0.622541551246538,0.657098337950139,0.671745152354571
0.627527700831025,0.627527700831025,0.633206371191136,0.635630193905816,0.621398891966759
0.690997229916898,0.690997229916898,0.685249307479225,0.664265927977839,0.672160664819945
0.668871191135734,0.668871191135734,0.655574792243768,0.652285318559558,0.649792243767313
0.674238227146815,0.674238227146815,0.673407202216068,0.662534626038782,0.660630193905816
0.688746537396122,0.688746537396122,0.686738227146814,0.675934903047091,0.695948753462605
0.701904432132965,0.701904432132965,0.696952908587258,0.698268698060942,0.691239612188366
0.695844875346261,0.695844875346261,0.692347645429363,0.688434903047091,0.690200831024932
0.672818559556788,0.672818559556788,0.66606648199446,0.648268698060942,0.648718836565097
0.672056786703601,0.672056786703601,0.682617728531857,0.674619113573407,0.673649584487535
0.697195290858725,0.697195290858725,0.692209141274238,0.676731301939059,0.682409972299169
0.665477839335181,0.665477839335181,0.667936288088643,0.654778393351801,0.662396121883657
0.687638504155125,0.687638504155125,0.696745152354571,0.668663434903047,0.678289473684211
0.698718836565097,0.698718836565097,0.700727146814405,0.689404432132965,0.693940443213296
0.68424515235457,0.68424515235457,0.674238227146815,0.661426592797784,0.678427977839337
0.681578947368422,0.681578947368422,0.676627423822715,0.661565096952909,0.680713296398893
0.682375346260388,0.682375346260388,0.675969529085873,0.668247922437673,0.679328254847646
0.66810941828255,0.66810941828255,0.670463988919667,0.638850415512465,0.634591412742381
0.694113573407202,0.694113573407202,0.703912742382271,0.660526315789473,0.686634349030471
0.685907202216067,0.685907202216067,0.679536011080331,0.660006925207757,0.669425207756232
0.709383656509696,0.709383656509696,0.706717451523545,0.691239612188365,0.699030470914129
0.684106648199447,0.684106648199447,0.683691135734072,0.664750692520776,0.685664819944597
0.699515235457064,0.699515235457064,0.697126038781165,0.678912742382271,0.693351800554017
0.673718836565098,0.673718836565098,0.677839335180054,0.670394736842106,0.674480609418283
0.695186980609419,0.695186980609419,0.689092797783934,0.689404432132964,0.685872576177285
0.697749307479224,0.697749307479224,0.688192520775623,0.68303324099723,0.682271468144044
0.708795013850416,0.708795013850416,0.688261772853186,0.69193213296399,0.694425207756233
0.680159279778394,0.680159279778394,0.684037396121883,0.661738227146813,0.670637119113574
0.677908587257618,0.677908587257618,0.68303324099723,0.672957063711911,0.675727146814405
0.700831024930747,0.700831024930747,0.687500000000002,0.680505540166206,0.693836565096953
0.706371191135735,0.706371191135735,0.679536011080332,0.685491689750693,0.686738227146815
0.706163434903047,0.706163434903047,0.695117728531855,0.697126038781164,0.693940443213296
0.676869806094183,0.676869806094183,0.690270083102493,0.672333795013851,0.666689750692521
0.643836565096953,0.643836565096953,0.646779778393351,0.660457063711912,0.643663434903047
0.678185595567867,0.678185595567867,0.64612188365651,0.651592797783933,0.662742382271468
0.676108033240997,0.676108033240997,0.685457063711912,0.661495844875346,0.669459833795014
0.686945983379502,0.686945983379502,0.688504155124653,0.645740997229917,0.656267313019391
0.670671745152355,0.670671745152355,0.662119113573407,0.655470914127424,0.657617728531857
0.690131578947368,0.690131578947368,0.683310249307479,0.677596952908588,0.684695290858727
0.659072022160665,0.659072022160665,0.669944598337951,0.657825484764543,0.67292243767313
0.68691135734072,0.68691135734072,0.681752077562327,0.665685595567868,0.68064404432133
0.689127423822715,0.689127423822715,0.682963988919669,0.67143351800554,0.684314404432133
0.679709141274238,0.679709141274238,0.672645429362881,0.664923822714682,0.6577216066482
0.683448753462604,0.683448753462604,0.680678670360111,0.669459833795014,0.676108033240997
0.690408587257618,0.690408587257618,0.686530470914128,0.672818559556787,0.677527700831025
0.664785318559556,0.664785318559556,0.68092105263158,0.655540166204986,0.667139889196676
0.681509695290859,0.681509695290859,0.678947368421052,0.659349030470915,0.674584487534626
0.677735457063713,0.677735457063713,0.674861495844875,0.677562326869807,0.676904432132964
0.686945983379502,0.686945983379502,0.685214681440443,0.686530470914128,0.68659972299169
0.69518698060942,0.69518698060942,0.692590027700832,0.686426592797784,0.696260387811635
0.683379501385042,0.683379501385042,0.68992382271468,0.674030470914127,0.682271468144046
0.689646814404433,0.689646814404433,0.682929362880887,0.670844875346261,0.677146814404432
0.683171745152354,0.683171745152354,0.683240997229916,0.684937673130193,0.695706371191136
0.687084487534627,0.687084487534627,0.675934903047092,0.657686980609419,0.675727146814404
0.668421052631579,0.668421052631579,0.668317174515236,0.641793628808865,0.659175900277009
