"NoBatch","Batch","Batch1","Batch2","Batch3","ComBat","Avg","n_Avg","CS_Avg","Reg_a","Reg_s"
0.651939058171746,0.646295013850416,0.687430747922438,0.585803324099723,0.332894736842105,0.647680055401663,0.676038781163435,0.676038781163435,0.626592797783934,0.67437673130194,0.66876731301939
0.643801939058172,0.643040166204986,0.616828254847646,0.432617728531856,0.347541551246537,0.639023545706371,0.476038781163435,0.476038781163435,0.599930747922438,0.598303324099724,0.610837950138504
0.663711911357342,0.664854570637119,0.674584487534626,0.629986149584488,0.613781163434904,0.658206371191136,0.659729916897507,0.659729916897507,0.674134349030471,0.670983379501386,0.671849030470915
0.641897506925208,0.638746537396122,0.66163434903047,0.674861495844876,0.349307479224377,0.634418282548476,0.671121883656511,0.671121883656511,0.669840720221607,0.667382271468144,0.664265927977839
0.650034626038781,0.647368421052632,0.641101108033241,0.348199445983379,0.60152354570637,0.636253462603878,0.603635734072021,0.603635734072021,0.644494459833794,0.644702216066482,0.644702216066482
0.653947368421054,0.653116343490305,0.648684210526317,0.311807479224376,0.359106648199446,0.643801939058173,0.590443213296399,0.590443213296399,0.647160664819946,0.643836565096953,0.648684210526316
0.658829639889197,0.651627423822715,0.654916897506925,0.584314404432133,0.326246537396122,0.65176592797784,0.648303324099724,0.648303324099724,0.65384349030471,0.652077562326871,0.653912742382271
0.674203601108033,0.674930747922438,0.687673130193906,0.62915512465374,0.382583102493075,0.663019390581717,0.662361495844875,0.662361495844875,0.687880886426593,0.674930747922438,0.687777008310249
0.660214681440443,0.6678324099723,0.673649584487534,0.635526315789473,0.659591412742383,0.648614958448754,0.675242382271468,0.675242382271468,0.67233379501385,0.673684210526317,0.673441828254847
0.686149584487535,0.684833795013851,0.683275623268698,0.398060941828255,0.627908587257618,0.657306094182825,0.664542936288089,0.664542936288089,0.682998614958449,0.661703601108034,0.680124653739612
0.661045706371191,0.657409972299168,0.691862880886426,0.583518005540166,0.479743767313019,0.658171745152355,0.675796398891967,0.675796398891967,0.584279778393352,0.656855955678671,0.670844875346261
0.663192520775624,0.66873268698061,0.666932132963989,0.613365650969529,0.350380886426593,0.664819944598338,0.647818559556788,0.647818559556788,0.660560941828255,0.653531855955679,0.662707756232687
0.660976454293628,0.671468144044321,0.637984764542936,0.666862880886427,0.642936288088642,0.65418975069252,0.665824099722992,0.665824099722992,0.656301939058172,0.665131578947369,0.645533240997231
0.657513850415512,0.656405817174515,0.671295013850416,0.63067867036011,0.486253462603878,0.658171745152354,0.638261772853186,0.638261772853186,0.660457063711911,0.673268698060942,0.673891966759004
0.63926592797784,0.651973684210527,0.612880886426594,0.413954293628809,0.31191135734072,0.649445983379501,0.473891966759003,0.473891966759003,0.335630193905817,0.605193905817174,0.601385041551246
0.653116343490305,0.648753462603878,0.702631578947367,0.626939058171746,0.428185595567867,0.650034626038782,0.680193905817175,0.680193905817175,0.686980609418283,0.677735457063713,0.693317174515235
0.683379501385041,0.682963988919667,0.704466759002771,0.339265927977839,0.60567867036011,0.679847645429362,0.572091412742382,0.572091412742382,0.70415512465374,0.704466759002771,0.704466759002771
0.671952908587259,0.669944598337951,0.68632271468144,0.603531855955679,0.624134349030472,0.660041551246538,0.667901662049862,0.667901662049862,0.608414127423823,0.667763157894738,0.666481994459835
0.674342105263158,0.676246537396122,0.690650969529087,0.403774238227147,0.672887811634349,0.668836565096953,0.69823407202216,0.69823407202216,0.691516620498616,0.690720221606649,0.690650969529087
0.657167590027701,0.663781163434902,0.668975069252078,0.628566481994459,0.388781163434903,0.670983379501386,0.654813019390582,0.654813019390582,0.667174515235458,0.66398891966759,0.666689750692522
0.65799861495845,0.662742382271469,0.64317867036011,0.643975069252077,0.411668975069252,0.643871191135734,0.654709141274238,0.654709141274238,0.648337950138504,0.652146814404432,0.651939058171745
0.655263157894738,0.664058171745153,0.658968144044322,0.662292243767313,0.63064404432133,0.6481648199446,0.680159279778393,0.680159279778393,0.675831024930748,0.680090027700831,0.676419667590027
0.663677285318559,0.652596952908588,0.690720221606649,0.616412742382272,0.443351800554017,0.668109418282548,0.68123268698061,0.68123268698061,0.684937673130194,0.684903047091412,0.686980609418282
0.652977839335181,0.65536703601108,0.670463988919668,0.576211911357341,0.526523545706371,0.654189750692522,0.661461218836566,0.661461218836566,0.573372576177286,0.660872576177286,0.659626038781165
0.685214681440444,0.673234072022162,0.687015235457065,0.634799168975069,0.439058171745152,0.675380886426594,0.686253462603878,0.686253462603878,0.684002770083103,0.68331024930748,0.686391966759003
0.672403047091413,0.666447368421053,0.664542936288087,0.361426592797784,0.370914127423823,0.663677285318559,0.608968144044322,0.608968144044322,0.642209141274238,0.657825484764544,0.659833795013851
0.661738227146815,0.665027700831026,0.659349030470915,0.616759002770083,0.340547091412742,0.660837950138505,0.647264542936289,0.647264542936289,0.653635734072023,0.647229916897508,0.631682825484764
0.675657894736843,0.670048476454292,0.657548476454292,0.408725761772853,0.341412742382271,0.669321329639889,0.533240997229917,0.533240997229917,0.63393351800554,0.657548476454292,0.657548476454292
0.678289473684211,0.675103878116344,0.683691135734071,0.659141274238228,0.493247922437673,0.666759002770083,0.689404432132964,0.689404432132964,0.687846260387812,0.685526315789473,0.683518005540166
0.665270083102493,0.664923822714681,0.689231301939059,0.628427977839334,0.639265927977839,0.661530470914129,0.685526315789474,0.685526315789474,0.689819944598339,0.684452908587258,0.692278393351801
0.661080332409973,0.660457063711912,0.649272853185596,0.613434903047092,0.618040166204986,0.653947368421053,0.65505540166205,0.65505540166205,0.649342105263158,0.655574792243767,0.655401662049862
0.648303324099723,0.662049861495846,0.616481994459832,0.626904432132963,0.353947368421052,0.653289473684212,0.642278393351801,0.642278393351801,0.644667590027701,0.644113573407202,0.644494459833795
0.675969529085873,0.668767313019391,0.696918282548477,0.624896121883656,0.352562326869806,0.670637119113574,0.69878808864266,0.69878808864266,0.698753462603879,0.69851108033241,0.698407202216066
0.676939058171745,0.676523545706371,0.683864265927978,0.585526315789473,0.66575484764543,0.665235457063712,0.663123268698061,0.663123268698061,0.649099722991689,0.663434903047092,0.658552631578947
