"Avg","n_Avg","CS_Avg","Reg_a","Reg_s"
0.70117728531856,0.70117728531856,0.695394736842106,0.658691135734072,0.678462603878116
0.664958448753463,0.664958448753463,0.681890581717452,0.607825484764544,0.646641274238227
0.690997229916899,0.690997229916899,0.656994459833795,0.638434903047092,0.656059556786703
0.703947368421053,0.703947368421053,0.696329639889196,0.704778393351801,0.709314404432133
0.638157894736842,0.638157894736842,0.64196675900277,0.583379501385042,0.609141274238226
0.683587257617729,0.683587257617729,0.681405817174515,0.653739612188366,0.686045706371192
0.664092797783934,0.664092797783934,0.628462603878116,0.650450138504156,0.663746537396122
0.666585872576178,0.666585872576178,0.683656509695292,0.626419667590028,0.663608033240997
0.693490304709142,0.693490304709142,0.69643351800554,0.661322714681442,0.684591412742382
0.697506925207756,0.697506925207756,0.680436288088643,0.681128808864268,0.688296398891967
0.668663434903047,0.668663434903047,0.681959833795014,0.653704986149584,0.661980609418283
0.682548476454294,0.682548476454294,0.674307479224377,0.654224376731303,0.68064404432133
0.702735457063713,0.702735457063713,0.700484764542937,0.680678670360112,0.692139889196675
0.646814404432133,0.646814404432133,0.668317174515236,0.64819944598338,0.657548476454293
0.639889196675901,0.639889196675901,0.652839335180054,0.66281163434903,0.669217451523546
0.686322714681441,0.686322714681441,0.689231301939058,0.678704986149586,0.683760387811635
0.694598337950139,0.694598337950139,0.68483379501385,0.66786703601108,0.679709141274238
0.687742382271468,0.687742382271468,0.660630193905817,0.641551246537395,0.657236842105263
0.688261772853185,0.688261772853185,0.679847645429363,0.69224376731302,0.705401662049862
0.679605263157894,0.679605263157894,0.68926592797784,0.645117728531856,0.687396121883656
0.678912742382272,0.678912742382272,0.639473684210526,0.66457756232687,0.684072022160664
0.672680055401662,0.672680055401662,0.695325484764544,0.643628808864266,0.656128808864266
0.675346260387812,0.675346260387812,0.668940443213298,0.6452216066482,0.671849030470914
0.671606648199447,0.671606648199447,0.679709141274239,0.639750692520775,0.666585872576177
0.682098337950139,0.682098337950139,0.684972299168974,0.651038781163436,0.667520775623269
0.680193905817175,0.680193905817175,0.678635734072022,0.647264542936289,0.664439058171745
0.672160664819945,0.672160664819945,0.657929362880886,0.642209141274238,0.673407202216066
