minibatch_size	ds_layers	ae_layers	code_size	scaling	loss_weight	minibatch_iterations	learning_rate	dataset	algorithm	iteration	column	value
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Random Forests	2	Batch	0.4202666666666667
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Random Forests	2	Class	0.9805114324851166
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Random Forests	3	Batch	0.42089444444444446
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Random Forests	3	Class	0.9768118996189171
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Random Forests	4	Batch	0.4453388888888889
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Random Forests	4	Class	0.9759590731081959
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Random Forests	5	Batch	0.4294777777777778
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Random Forests	5	Class	0.977007270428323
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Support Vector Machines	1	Batch	0.38752222222222227
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Support Vector Machines	1	Class	0.9793705986688442
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Support Vector Machines	2	Batch	0.38752222222222227
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Support Vector Machines	2	Class	0.9793705986688442
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Support Vector Machines	3	Batch	0.38752222222222227
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Support Vector Machines	3	Class	0.9793705986688442
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Support Vector Machines	4	Batch	0.38752222222222227
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Support Vector Machines	4	Class	0.9793705986688442
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Support Vector Machines	5	Batch	0.38752222222222227
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	Support Vector Machines	5	Class	0.9793705986688442
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	k-nearest Neighbors	1	Batch	0.5044722222222223
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	k-nearest Neighbors	1	Class	0.9256023567427076
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	k-nearest Neighbors	2	Batch	0.5044722222222223
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	k-nearest Neighbors	2	Class	0.9256023567427076
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	k-nearest Neighbors	3	Batch	0.5044722222222223
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	k-nearest Neighbors	3	Class	0.9256023567427076
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	k-nearest Neighbors	4	Batch	0.5044722222222223
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	k-nearest Neighbors	4	Class	0.9256023567427076
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	k-nearest Neighbors	5	Batch	0.5044722222222223
100	20	2	10	linear	1.0	10000	0.00001	100_20_2_10_linear_1.0_10000_0.00001.tsv	k-nearest Neighbors	5	Class	0.9256023567427076
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Random Forests	1	Class	0.9809456386210773
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Random Forests	2	Batch	0.44548333333333334
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Random Forests	2	Class	0.9805074811653759
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Random Forests	3	Batch	0.42122777777777776
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Random Forests	3	Class	0.9810962278067541
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Random Forests	4	Batch	0.4350888888888889
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Random Forests	4	Class	0.9791510809054668
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Random Forests	5	Batch	0.43233333333333324
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Random Forests	5	Class	0.9786551902779973
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Support Vector Machines	1	Batch	0.37877777777777777
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Support Vector Machines	1	Class	0.9815060674709798
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Support Vector Machines	2	Batch	0.37877777777777777
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Support Vector Machines	2	Class	0.9815060674709798
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Support Vector Machines	3	Batch	0.37877777777777777
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Support Vector Machines	3	Class	0.9815060674709798
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Support Vector Machines	4	Batch	0.37877777777777777
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Support Vector Machines	4	Class	0.9815060674709798
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Support Vector Machines	5	Batch	0.37877777777777777
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	Support Vector Machines	5	Class	0.9815060674709798
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	1	Batch	0.49587777777777775
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	1	Class	0.9364039478074565
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	2	Batch	0.49587777777777775
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	2	Class	0.9364039478074565
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	3	Batch	0.49587777777777775
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	3	Class	0.9364039478074565
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	4	Batch	0.49587777777777775
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	4	Class	0.9364039478074565
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	5	Batch	0.49587777777777775
100	20	2	10	linear	1.0	10000	0.0001	100_20_2_10_linear_1.0_10000_0.0001.tsv	k-nearest Neighbors	5	Class	0.9364039478074565
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Random Forests	1	Class	0.9811576927804998
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Random Forests	2	Batch	0.3976388888888888
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Random Forests	2	Class	0.9783142791914722
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Random Forests	3	Batch	0.3762888888888889
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Random Forests	3	Class	0.9777619724988146
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Random Forests	4	Batch	0.3969611111111111
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Random Forests	4	Class	0.9834275064538222
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Random Forests	5	Batch	0.40508888888888894
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Random Forests	5	Class	0.9806734365944892
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Support Vector Machines	1	Batch	0.39863333333333334
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Support Vector Machines	1	Class	0.9812215724496426
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Support Vector Machines	2	Batch	0.39863333333333334
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Support Vector Machines	2	Class	0.9812215724496426
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Support Vector Machines	3	Batch	0.39863333333333334
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Support Vector Machines	3	Class	0.9812215724496426
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Support Vector Machines	4	Batch	0.39863333333333334
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Support Vector Machines	4	Class	0.9812215724496426
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Support Vector Machines	5	Batch	0.39863333333333334
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	Support Vector Machines	5	Class	0.9812215724496426
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	k-nearest Neighbors	1	Batch	0.46127777777777784
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	k-nearest Neighbors	1	Class	0.9239120699647015
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	k-nearest Neighbors	2	Batch	0.46127777777777784
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	k-nearest Neighbors	2	Class	0.9239120699647015
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	k-nearest Neighbors	3	Batch	0.46127777777777784
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	k-nearest Neighbors	3	Class	0.9239120699647015
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	k-nearest Neighbors	4	Batch	0.46127777777777784
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	k-nearest Neighbors	4	Class	0.9239120699647015
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	k-nearest Neighbors	5	Batch	0.46127777777777784
100	20	2	10	linear	1.0	10000	0.001	100_20_2_10_linear_1.0_10000_0.001.tsv	k-nearest Neighbors	5	Class	0.9239120699647015
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Random Forests	1	Class	0.9441263632053104
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Random Forests	2	Batch	0.4756388888888889
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Random Forests	2	Class	0.9439248458985301
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Random Forests	3	Batch	0.46982222222222225
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Random Forests	3	Class	0.9444716646471033
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Random Forests	4	Batch	0.4469333333333333
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Random Forests	4	Class	0.9411497023339128
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Random Forests	5	Batch	0.4596611111111111
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Random Forests	5	Class	0.9468036018474614
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Support Vector Machines	1	Batch	0.465088888888889
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Support Vector Machines	1	Class	0.9546511423704407
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Support Vector Machines	2	Batch	0.465088888888889
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Support Vector Machines	2	Class	0.9546511423704407
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Support Vector Machines	3	Batch	0.465088888888889
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Support Vector Machines	3	Class	0.9546511423704407
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Support Vector Machines	4	Batch	0.465088888888889
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Support Vector Machines	4	Class	0.9546511423704407
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Support Vector Machines	5	Batch	0.465088888888889
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	Support Vector Machines	5	Class	0.9546511423704407
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	k-nearest Neighbors	1	Batch	0.4378611111111111
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	k-nearest Neighbors	1	Class	0.9456037177528405
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	k-nearest Neighbors	2	Batch	0.4378611111111111
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	k-nearest Neighbors	2	Class	0.9456037177528405
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	k-nearest Neighbors	3	Batch	0.4378611111111111
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	k-nearest Neighbors	3	Class	0.9456037177528405
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	k-nearest Neighbors	4	Batch	0.4378611111111111
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	k-nearest Neighbors	4	Class	0.9456037177528405
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	k-nearest Neighbors	5	Batch	0.4378611111111111
100	20	2	10	linear	1.0	1000	0.00001	100_20_2_10_linear_1.0_1000_0.00001.tsv	k-nearest Neighbors	5	Class	0.9456037177528405
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Random Forests	1	Class	0.9432357796392884
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Random Forests	2	Batch	0.6976222222222223
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Random Forests	2	Class	0.9487011133940959
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Random Forests	3	Batch	0.6839444444444445
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Random Forests	3	Class	0.9421616792230827
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Random Forests	4	Batch	0.6999277777777777
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Random Forests	4	Class	0.9408875981244403
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Random Forests	5	Batch	0.7031777777777777
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Random Forests	5	Class	0.9455661802153031
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Support Vector Machines	1	Batch	0.6657555555555555
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Support Vector Machines	1	Class	0.942774353300669
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Support Vector Machines	2	Batch	0.6657555555555555
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Support Vector Machines	2	Class	0.942774353300669
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Support Vector Machines	3	Batch	0.6657555555555555
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Support Vector Machines	3	Class	0.942774353300669
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Support Vector Machines	4	Batch	0.6657555555555555
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Support Vector Machines	4	Class	0.942774353300669
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Support Vector Machines	5	Batch	0.6657555555555555
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	Support Vector Machines	5	Class	0.942774353300669
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	1	Batch	0.5579444444444445
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	1	Class	0.9499341446709868
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	2	Batch	0.5579444444444445
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	2	Class	0.9499341446709868
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	3	Batch	0.5579444444444445
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	3	Class	0.9499341446709868
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	4	Batch	0.5579444444444445
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	4	Class	0.9499341446709868
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	5	Batch	0.5579444444444445
100	20	2	10	linear	1.0	1000	0.0001	100_20_2_10_linear_1.0_1000_0.0001.tsv	k-nearest Neighbors	5	Class	0.9499341446709868
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Random Forests	1	Class	0.9345016068700278
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Random Forests	2	Batch	0.5772666666666668
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Random Forests	2	Class	0.9317200972902728
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Random Forests	3	Batch	0.5937888888888889
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Random Forests	3	Class	0.9253404720509982
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Random Forests	4	Batch	0.5755944444444444
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Random Forests	4	Class	0.9345016068700278
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Random Forests	5	Batch	0.5986944444444445
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Random Forests	5	Class	0.9332101838680786
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Support Vector Machines	1	Batch	0.5822888888888889
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Support Vector Machines	1	Class	0.9473425179565531
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Support Vector Machines	2	Batch	0.5822888888888889
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Support Vector Machines	2	Class	0.9473425179565531
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Support Vector Machines	3	Batch	0.5822888888888889
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Support Vector Machines	3	Class	0.9473425179565531
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Support Vector Machines	4	Batch	0.5822888888888889
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Support Vector Machines	4	Class	0.9473425179565531
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Support Vector Machines	5	Batch	0.5822888888888889
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	Support Vector Machines	5	Class	0.9473425179565531
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	k-nearest Neighbors	1	Batch	0.5024111111111111
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	k-nearest Neighbors	1	Class	0.9237792617178583
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	k-nearest Neighbors	2	Batch	0.5024111111111111
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	k-nearest Neighbors	2	Class	0.9237792617178583
100	20	2	10	linear	1.0	1000	0.001	100_20_2_10_linear_1.0_1000_0.001.tsv	k-nearest Neighbors	3	Batch	0.5024111111111111
