minibatch_size	ds_layers	ae_layers	code_size	scaling	loss_weight	minibatch_iterations	learning_rate	batch_value	batch_unadjusted_value	batch_score	class_value	class_unadjusted_value	class_score	batch_rank	class_rank	combined_rank
25	10	5	10	linear	4	10000	0.001	0.500348353909465	0.7079203703703704	-3.4835390946497125e-4	0.9658702781729097	0.9380248669722354	0.027845411200674297	0.9959216965742251	0.8771071234366503	0.4367650072251835
25	20	5	20	linear	2	10000	0.001	0.5064318930041152	0.7079203703703704	-0.0064318930041151745	0.9725787337044647	0.9380248669722354	0.034553866732229266	0.8977705274605764	0.9719956498096791	0.4363145236095107
100	20	10	50	linear	2	10000	1e-4	0.5047563786008231	0.7079203703703704	-0.004756378600823119	0.9704725924755164	0.9380248669722354	0.03244772550328101	0.9238716693855357	0.9429037520391517	0.43556103173314814
25	10	5	20	linear	4	10000	1e-5	0.49489305555555557	0.7079203703703704	-0.005106944444444428	0.97069363222872	0.9380248669722354	0.032668765256484544	0.9159869494290375	0.9467101685698749	0.4335870796508848
50	5	10	50	linear	2	10000	1e-5	0.503212962962963	0.7079203703703704	-0.0032129629629630285	0.9683387042012772	0.9380248669722354	0.030313837229041796	0.95133224578575315	0.9097335508428493	0.4327294309949878
50	10	10	10	linear	2	10000	1e-4	0.5057738683127573	0.7079203703703704	-0.00577386831275728	0.9713532904249278	0.9380248669722354	0.03332842345269238	0.9040239260467645	0.957041870581838	0.43259437461726635
50	10	2	50	linear	1	10000	1e-5	0.5068648148148148	0.7079203703703704	-0.006864814814814824	0.9721132975080343	0.9380248669722354	0.03408843053579891	0.8931484502446982	0.966557911908646	0.4316398505464794
100	5	5	20	linear	2	10000	0.001	0.4990973251028807	0.7079203703703704	-9.026748971193155e-4	0.9656835124598283	0.9380248669722354	0.027658645487592892	0.9861337683523654	0.8738444806960305	0.4308637753513462
100	20	10	10	linear	4	10000	1e-4	0.4948082304526749	0.7079203703703704	-0.005191769547325087	0.9703157836198771	0.9380248669722354	0.03229091664764172	0.9148994018488309	0.9396411092985318	0.4298385444248994
50	10	5	20	linear	1	10000	1e-5	0.4947111111111111	0.7079203703703704	-0.0052888888888888985	0.9703186227162834	0.9380248669722354	0.032293755744048025	0.9140837411636759	0.9399129961935835	0.4295795939644953
25	20	5	10	linear	2	10000	1e-5	0.49968683127572017	0.7079203703703704	-3.131687242798331e-4	0.9644384150232103	0.9380248669722354	0.026413548050974844	0.9970092441544317	0.8616095704187058	0.42951635327968923
100	5	5	50	linear	4	10000	1e-4	0.495795267489712	0.7079203703703704	-0.004204732510288023	0.969049949071879	0.9380248669722354	0.03102508209964361	0.9320282762370854	0.9200652528548124	0.4287634158219545
25	20	2	20	linear	1	10000	1e-5	0.5043009259259259	0.7079203703703704	-0.0043009259259259025	0.96915064186994	0.9380248669722354	0.031125774897704628	0.9290375203915171	0.9214246873300707	0.4280190533723289
50	20	10	50	linear	4	10000	1e-5	0.4923787037037036	0.7079203703703704	-0.007621296296296376	0.9723555280426626	0.9380248669722354	0.03433066107042715	0.8820010875475802	0.9695486677542142	0.4275714896947622
25	10	2	10	linear	1	10000	0.001	0.5056493827160494	0.7079203703703704	-0.0056493827160494225	0.9703753900098928	0.9380248669722354	0.0323505230376574	0.9064709081022295	0.9412724306688418	0.42661803749998894
100	5	10	10	linear	4	10000	0.001	0.5068763374485596	0.7079203703703704	-0.006876337448559644	0.9712760567585129	0.9380248669722354	0.0332511897862775	0.8928765633496466	0.955410549211528	0.4265318438839938
25	5	5	10	linear	4	1000	1e-5	0.5091909465020577	0.7079203703703704	-0.00919094650205765	0.9754708509679271	0.9380248669722354	0.037445983995691656	0.8561718325176726	0.9953779227841218	0.426107270098858
100	5	5	20	linear	4	10000	1e-4	0.4959510288065844	0.7079203703703704	-0.004048971193415574	0.9680400868704964	0.9380248669722354	0.030015219898260947	0.9369222403480152	0.9059271343121261	0.42439164013588726
25	5	5	50	linear	1	10000	1e-4	0.49167613168724283	0.7079203703703704	-0.008323868312757166	0.972807800490549	0.9380248669722354	0.03478293351831363	0.8681348558999457	0.9760739532354541	0.4236819103698756
25	10	2	20	linear	1	10000	1e-4	0.5026141975308642	0.7079203703703704	-0.0026141975308642262	0.9664210116549298	0.9380248669722354	0.028396144682694358	0.9605764002175096	0.8820010875475802	0.42361471483219154
100	10	5	10	linear	4	10000	1e-5	0.5048600823045268	0.7079203703703704	-0.004860082304526836	0.9688076380474042	0.9380248669722354	0.030782771075168802	0.9206090266449157	0.9173463839042958	0.42225868079118345
100	10	5	50	linear	2	10000	0.001	0.49512366255144036	0.7079203703703704	-0.004876337448559642	0.9689289728324817	0.9380248669722354	0.030904105860246278	0.9197933659597607	0.9178901576943991	0.4221346388635334
50	5	2	20	linear	4	10000	1e-4	0.5008430041152263	0.7079203703703704	-8.43004115226309e-4	0.9631283988667031	0.9380248669722354	0.02510353189446768	0.9874932028276238	0.8518216421968461	0.42058404084542483
50	10	2	10	linear	1	10000	0.001	0.4916181069958848	0.7079203703703704	-0.008381893004115182	0.9723404252205422	0.9380248669722354	0.03431555824830679	0.867862969004894	0.9690048939641109	0.4204817321279829
50	5	5	10	linear	1	10000	0.001	0.5009415637860083	0.7079203703703704	-9.415637860082926e-4	0.9632393943651254	0.9380248669722354	0.025214527392889985	0.9858618814573138	0.8526373028820011	0.4202913078099696
100	10	10	20	linear	2	10000	1e-5	0.50884670781893	0.7079203703703704	-0.008846707818930044	0.9728040467367952	0.9380248669722354	0.0347791797645598	0.8610657966286025	0.9758020663404023	0.42011489180261746
25	5	10	50	linear	2	10000	1e-5	0.49860000000000004	0.7079203703703704	-0.0013999999999999568	0.9638848497620427	0.9380248669722354	0.02585998278980728	0.978520935290919	0.858346927678086	0.41995521923782375
50	5	10	10	linear	1	10000	1e-5	0.5048662037037037	0.7079203703703704	-0.00486620370370372	0.9684759320724233	0.9380248669722354	0.030451065100187913	0.9200652528548124	0.912452419793366	0.4197578831675844
50	5	10	50	linear	1	10000	1e-4	0.49272798353909464	0.7079203703703704	-0.007272016460905362	0.9706994274976731	0.9380248669722354	0.03267456052543771	0.8860793909733551	0.9472539423599783	0.4196710981717196
100	10	5	20	linear	4	10000	0.001	0.4938584362139918	0.7079203703703704	-0.0061415637860082195	0.9698265663324143	0.9380248669722354	0.03180169936017885	0.8999456226209896	0.9320282762370854	0.41938738367927575
50	5	2	50	linear	4	10000	1e-4	0.508041975308642	0.7079203703703704	-0.008041975308642035	0.9715154555139935	0.9380248669722354	0.033490588541758126	0.8746601413811854	0.9584013050570962	0.4191377104905762
50	20	10	20	linear	2	10000	1e-5	0.5050467592592592	0.7079203703703704	-0.005046759259259237	0.9685606366600518	0.9380248669722354	0.03053576968781635	0.9165307232191409	0.9135399673735726	0.4186437234932454
50	5	10	10	linear	2	10000	1e-5	0.4964074074074074	0.7079203703703704	-0.0035925925925925917	0.9665511271505425	0.9380248669722354	0.02852626017830706	0.9453507340946167	0.8830886351277868	0.4174142447443332
25	5	2	20	linear	1	10000	1e-4	0.5046275720164609	0.7079203703703704	-0.004627572016460912	0.9676149029146105	0.9380248669722354	0.02959003594237508	0.9260467645459489	0.8991299619358347	0.41631819607850096
50	10	5	50	linear	1	10000	1e-4	0.49574362139917705	0.7079203703703704	-0.004256378600822952	0.9673054633580949	0.9380248669722354	0.029280596385859448	0.9298531810766721	0.8939641109298532	0.4156276861582515
100	20	5	20	linear	4	10000	0.001	0.5094032921810699	0.7079203703703704	-0.009403292181069944	0.9726919902358498	0.9380248669722354	0.03466712326361443	0.8526373028820011	0.9744426318651441	0.4154230687233676
25	20	10	20	linear	4	10000	1e-4	0.5012337448559671	0.7079203703703704	-0.001233744855967056	0.9621449812385486	0.9380248669722354	0.02412011426631322	0.9815116911364872	0.844752582925503	0.41456726812956307
50	10	2	10	linear	4	10000	1e-4	0.4928156378600823	0.7079203703703704	-0.007184362139917688	0.9697202831486458	0.9380248669722354	0.03169541617641036	0.8879825992387167	0.9306688417618271	0.41320886856907657
50	20	5	10	linear	2	10000	1e-5	0.489837037037037	0.7079203703703704	-0.010162962962962985	0.9730712730274135	0.9380248669722354	0.03504640605517806	0.8414899401848831	0.9804241435562806	0.4125085269584949
50	10	5	10	linear	2	10000	1e-4	0.5053049382716049	0.7079203703703704	-0.005304938271604942	0.9677405621996265	0.9380248669722354	0.029715695227391037	0.9138118542686242	0.9007612833061447	0.4115631692756868
25	10	10	10	linear	1	10000	1e-5	0.49521481481481483	0.7079203703703704	-0.00478518518518517	0.9671408543045971	0.9380248669722354	0.029115987332361648	0.9225122349102773	0.8917890157694399	0.4113431390029513
50	5	2	50	linear	2	10000	1e-4	0.49436460905349794	0.7079203703703704	-0.005635390946502061	0.9680203741753449	0.9380248669722354	0.029995507203109506	0.9070146818923328	0.9056552474170745	0.4107213030700599
25	20	2	10	linear	4	10000	1e-5	0.50110658436214	0.7079203703703704	-0.0011065843621399507	0.960114588272483	0.9380248669722354	0.022089721300247556	0.9828711256117455	0.8333333333333334	0.40952963567156064
25	5	5	20	linear	1	10000	1e-5	0.48972222222222217	0.7079203703703704	-0.01027777777777783	0.9727644750013171	0.9380248669722354	0.034739608029081714	0.8393148450244698	0.975258292550299	0.40927438133534166
25	20	10	10	linear	1	10000	0.001	0.4942469135802469	0.7079203703703704	-0.005753086419753084	0.967802897927167	0.9380248669722354	0.02977803095493159	0.9045676998368679	0.9023926046764545	0.40813760138099026
25	20	10	50	linear	1	10000	0.001	0.4921534979423868	0.7079203703703704	-0.007846502057613225	0.9695814747496034	0.9380248669722354	0.03155660777736802	0.8787384448069603	0.9271343121261555	0.40735428178245436
50	10	5	20	linear	2	10000	1e-5	0.48846851851851847	0.7079203703703704	-0.011531481481481531	0.9756302794022093	0.9380248669722354	0.03760541242997384	0.8175638934203371	0.9956498096791735	0.40700366744226135
100	20	10	50	linear	2	10000	0.001	0.48917551440329216	0.7079203703703704	-0.010824485596707845	0.9733310942521468	0.9380248669722354	0.035306227279911395	0.8276237085372485	0.9815116911364872	0.406161172895523
25	20	2	10	linear	1	10000	1e-4	0.49124567901234567	0.7079203703703704	-0.00875432098765433	0.9704311914253434	0.9380248669722354	0.03240632445310798	0.8621533442088092	0.9415443175638935	0.40587779105425587
25	10	10	50	linear	1	10000	1e-4	0.5079047325102881	0.7079203703703704	-0.007904732510288115	0.9694164266605787	0.9380248669722354	0.031391559688343285	0.877379010331702	0.9249592169657422	0.40576990118929446
50	20	5	20	linear	1	10000	0.001	0.507101646090535	0.7079203703703704	-0.007101646090534985	0.9683700001170761	0.9380248669722354	0.030345133144840664	0.889342033713975	0.910005437737901	0.40465304334430047
50	20	10	10	linear	2	10000	0.001	0.5077909465020576	0.7079203703703704	-0.007790946502057583	0.9690239069478835	0.9380248669722354	0.030999039975648124	0.879825992387167	0.919521479064709	0.4045094489197116
25	20	5	20	linear	4	10000	1e-4	0.4987454732510288	0.7079203703703704	-0.0012545267489711964	0.9585327140005503	0.9380248669722354	0.020507847028314874	0.9806960304513322	0.8246329526916802	0.404357131642046
25	10	2	10	linear	4	10000	0.001	0.4880619341563786	0.7079203703703704	-0.011938065843621393	0.9754125909535266	0.9380248669722354	0.0373877239812912	0.8123980424143556	0.9951060358890701	0.404211097775495
50	20	10	10	linear	1	10000	0.001	0.5070244855967078	0.7079203703703704	-0.0070244855967077635	0.9681520555643363	0.9380248669722354	0.03012718859210084	0.89015769439913	0.9072865687873845	0.4038140601155379
25	5	5	20	linear	1	10000	0.001	0.4922748971193415	0.7079203703703704	-0.007725102880658474	0.9687875155857613	0.9380248669722354	0.030762648613525845	0.8809135399673735	0.9165307232191409	0.4036921619399152
25	20	10	10	linear	1	10000	1e-5	0.4990087962962963	0.7079203703703704	-9.912037037037025e-4	0.9576892974846192	0.9380248669722354	0.019664430512383757	0.9853181076672104	0.8189233278955954	0.40344999188331127
50	10	2	10	linear	2	10000	1e-5	0.4886592592592593	0.7079203703703704	-0.011340740740740707	0.9734647952045613	0.9380248669722354	0.03543992823232589	0.8202827623708537	0.9834148994018488	0.4033391451190019
50	20	2	10	linear	1	10000	1e-4	0.49002489711934155	0.7079203703703704	-0.009975102880658449	0.9710149842825282	0.9380248669722354	0.03299011731029278	0.8442088091353996	0.95133224578575315	0.401561531153448
50	5	10	20	linear	2	10000	1e-5	0.49628796296296296	0.7079203703703704	-0.0037120370370370415	0.9628141152848756	0.9380248669722354	0.024789248312640177	0.9434475258292551	0.8488308863512779	0.40041369978778335
25	20	10	10	linear	2	10000	1e-5	0.5026402777777778	0.7079203703703704	-0.0026402777777777553	0.9601867071750112	0.9380248669722354	0.022161840202775784	0.9600326264274062	0.8341489940184883	0.400405124779674
25	5	5	50	linear	1	10000	1e-5	0.5028209876543209	0.7079203703703704	-0.002820987654320928	0.960383936568147	0.9380248669722354	0.022359069595911607	0.9575856443719413	0.8355084284937466	0.40003543843868616
25	10	10	10	linear	4	100	1e-4	0.4960092592592592	0.7079203703703704	-0.003990740740740795	0.9633593461882936	0.9380248669722354	0.025334479216058137	0.9374660141381186	0.8531810766721044	0.39991413164293316
50	10	2	50	linear	4	10000	1e-4	0.5103380658436214	0.7079203703703704	-0.010338065843621402	0.9711071232050763	0.9380248669722354	0.03308225623284089	0.8382272974442632	0.9524197933659597	0.399172134712786
25	5	2	10	linear	1	10000	1e-4	0.49454979423868306	0.7079203703703704	-0.00545020576131694	0.9658266673105853	0.9380248669722354	0.02780180033834989	0.9110929853181077	0.8760195758564437	0.3990676452820749
25	20	5	50	linear	4	10000	1e-5	0.49758127572016464	0.7079203703703704	-0.0024187242798353603	0.9590934062717688	0.9380248669722354	0.02106853929953334	0.9646547036432844	0.8273518216421969	0.39905441315749246
100	10	5	10	linear	4	10000	1e-4	0.4930658436213992	0.7079203703703704	-0.0069341563786007865	0.9673395471494886	0.9380248669722354	0.02931468017725314	0.8915171288743883	0.8950516585100599	0.398976942394574
50	10	10	10	linear	1	10000	1e-4	0.5105481481481481	0.7079203703703704	-0.010548148148148084	0.9713520464909353	0.9380248669722354	0.0333271795186999	0.8330614464382817	0.9567699836867863	0.39852409325942273
100	10	10	10	linear	2	10000	0.001	0.49034917695473257	0.7079203703703704	-0.009650823045267432	0.9703127250057074	0.9380248669722354	0.032287858033472006	0.8480152256661229	0.9393692224034802	0.3982997015601488
50	10	10	20	linear	2	10000	0.001	0.4951341563786008	0.7079203703703704	-0.004865843621399191	0.9646743819843235	0.9380248669722354	0.02664951501208812	0.9203371397498641	0.8629690048939641	0.3971112128284487
25	5	10	10	linear	2	10000	1e-5	0.49514305555555554	0.7079203703703704	-0.004856944444444455	0.9643198607964689	0.9380248669722354	0.026294993824233504	0.9208809135399674	0.8610657966286025	0.3964695287086836
100	10	2	20	linear	2	10000	0.001	0.5070508230452675	0.7079203703703704	-0.007050823045267496	0.9670916896428592	0.9380248669722354	0.02906682267062377	0.8898858075040783	0.8904295812941816	0.3961903234877456
25	5	5	10	linear	1	10000	0.001	0.5106860082304527	0.7079203703703704	-0.010686008230452737	0.9709938520391737	0.9380248669722354	0.03296898506693824	0.8292550299075585	0.9507884719956499	0.39422306139025726
50	20	5	10	linear	2	10000	1e-4	0.4894104938271605	0.7079203703703704	-0.010589506172839491	0.9705983615194143	0.9380248669722354	0.03257349454717884	0.8322457857531267	0.9453507340946167	0.3933820822544347
100	5	10	10	linear	1	1000	1e-4	0.5015748971193416	0.7079203703703704	-0.0015748971193415562	0.9548601452329523	0.9380248669722354	0.016835278260716846	0.9749864056552474	0.8031538879825992	0.3915320612160958
50	5	2	50	linear	1	10000	1e-4	0.5075432098765432	0.7079203703703704	-0.007543209876543222	0.9667679228936539	0.9380248669722354	0.02874305592141846	0.8830886351277868	0.8866231647634584	0.39148342022182064
50	10	2	10	linear	2	10000	1e-4	0.48657798353909465	0.7079203703703704	-0.01342201646090535	0.9750793117679083	0.9380248669722354	0.03705444479567288	0.7857531266992931	0.9932028276237085	0.390206113625954
25	20	2	50	linear	1	10000	0.001	0.495351646090535	0.7079203703703704	-0.004648353909464997	0.9616124165100773	0.9380248669722354	0.023587549537841923	0.9257748776508973	0.842305600870038	0.38989268229506246
50	10	10	50	linear	4	10000	1e-5	0.505449074074074	0.7079203703703704	-0.005449074074074023	0.9635394019750745	0.9380248669722354	0.025514535002839067	0.911636759108211	0.8542686242523111	0.38939134001060344
50	5	10	10	linear	2	10000	0.001	0.5056341563786008	0.7079203703703704	-0.005634156378600763	0.9638793105971468	0.9380248669722354	0.025854443624911405	0.9072865687873845	0.8580750407830342	0.38925997975706705
50	10	2	20	linear	1	1000	1e-5	0.49587870370370374	0.7079203703703704	-0.004121296296296262	0.9600570453494431	0.9380248669722354	0.022032178377207723	0.9342033713974986	0.8330614464382817	0.3891244059219598
50	5	2	50	linear	4	10000	0.001	0.5038421810699588	0.7079203703703704	-0.0038421810699588166	0.9591265973575915	0.9380248669722354	0.02110173038535612	0.9401848830886351	0.8276237085372485	0.3890596498262378
25	10	2	20	linear	2	10000	0.001	0.4943812757201646	0.7079203703703704	-0.0056187242798353965	0.963677010343677	0.9380248669722354	0.025652143371441616	0.9081022294725394	0.855899945622621	0.38862232441266364
50	20	5	10	linear	1	10000	1e-5	0.5055944444444445	0.7079203703703704	-0.005594444444444457	0.9634346627329083	0.9380248669722354	0.025409795760672926	0.9089178901576944	0.853452963567156	0.3878593334971456
50	10	2	20	linear	1	10000	0.001	0.4902942386831275	0.7079203703703704	-0.009705761316872508	0.9686508072399885	0.9380248669722354	0.030625940267753116	0.8471995649809679	0.9146275149537793	0.38743601639423275
50	5	5	20	linear	2	10000	0.001	0.5139	0.7079203703703704	-0.013900000000000023	0.974280450040684	0.9380248669722354	0.03625558306844856	0.7792278412180533	0.989668297988037	0.3855885456815816
50	20	5	20	linear	2	10000	0.001	0.5130257201646091	0.7079203703703704	-0.013025720164609123	0.9726465354243132	0.9380248669722354	0.034621668452077814	0.7922784121805329	0.9733550842849374	0.38558411033255946
25	10	5	10	linear	1	10000	1e-4	0.4865380658436214	0.7079203703703704	-0.013461934156378585	0.9733518533153036	0.9380248669722354	0.03532698634306819	0.7849374660141382	0.9820554649265906	0.38542606406240715
25	20	10	20	linear	4	10000	0.001	0.509848353909465	0.7079203703703704	-0.009848353909465035	0.9683900786751665	0.9380248669722354	0.03036521170293105	0.8461120174007613	0.910821098423056	0.38532833853895465
25	5	2	10	linear	1	10000	0.001	0.48703456790123456	0.7079203703703704	-0.01296543209876544	0.9723519791721545	0.9380248669722354	0.03432711219991913	0.7933659597607395	0.9692767808591626	0.38449560176006475
25	5	10	20	linear	2	10000	0.001	0.5065598765432099	0.7079203703703704	-0.006559876543209886	0.9638147504229375	0.9380248669722354	0.0257898834507021	0.8966829798803697	0.8575312669929309	0.3844668459139051
50	20	2	10	linear	2	10000	0.001	0.5112757201646091	0.7079203703703704	-0.011275720164609093	0.9701359107645657	0.9380248669722354	0.03211104379233032	0.8210984230560087	0.9363784665579119	0.3844294411371525
25	10	5	10	linear	1	10000	1e-5	0.5095138888888888	0.7079203703703704	-0.009513888888888822	0.9678524869899139	0.9380248669722354	0.02982762001767847	0.8501903208265361	0.9042958129418162	0.384411773663548
25	10	10	10	linear	2	10000	0.001	0.510637037037037	0.7079203703703704	-0.010637037037037	0.9693933992472004	0.9380248669722354	0.031368532274964944	0.8308863512778684	0.9246873300706906	0.384155040877655
25	5	2	20	linear	2	10000	0.001	0.5121541152263374	0.7079203703703704	-0.012154115226337359	0.9708931080203009	0.9380248669722354	0.032868241048065516	0.8094072865687874	0.9491571506253399	0.3841273569075091
25	20	5	50	linear	2	10000	0.001	0.4893514403292181	0.7079203703703704	-0.010648559670781876	0.9692920552131078	0.9380248669722354	0.03126718824087238	0.8306144643828167	0.9230560087003806	0.38335183613100365
100	5	2	50	linear	2	10000	0.001	0.4873491769547325	0.7079203703703704	-0.01265082304526749	0.9713232311258627	0.9380248669722354	0.0332983641536273	0.7998912452419793	0.9562262098966829	0.382438486883638
100	10	5	50	linear	4	10000	0.001	0.5080606995884773	0.7079203703703704	-0.008060699588477327	0.965675961048768	0.9380248669722354	0.027651094076532545	0.8741163675910821	0.8735725938009788	0.38180205126021577
50	20	10	50	linear	1	10000	0.001	0.48545781893004114	0.7079203703703704	-0.01454218106995886	0.9751401620919165	0.9380248669722354	0.037115295119681035	0.7664491571506253	0.9937466014138119	0.3808281225374573
50	10	2	10	linear	2	10000	0.001	0.49148209876543214	0.7079203703703704	-0.00851790123456786	0.9662766860427678	0.9380248669722354	0.028251819070532425	0.8646003262642741	0.8809135399673735	0.3808190670332039
25	20	10	10	linear	1	10000	1e-4	0.48733415637860084	0.7079203703703704	-0.012665843621399164	0.9711675418108168	0.9380248669722354	0.033142674838581354	0.7990755845568244	0.9529635671560631	0.38074495974329386
50	20	2	10	linear	2	10000	1e-4	0.49051831275720165	0.7079203703703704	-0.009481687242798353	0.9673058584900689	0.9380248669722354	0.029280991517833477	0.8510059815116912	0.8942359978249048	0.3805000915160348
25	5	2	20	linear	2	10000	1e-5	0.49401944444444446	0.7079203703703704	-0.0059805555555555445	0.9615895720281684	0.9380248669722354	0.023564705055933	0.901305057096248	0.8420337139749864	0.3794646223255954
