"variable","value","L1","iteration"
"Batch",0.901098901098901,"lasso",1
"ComBat",0.888888888888889,"lasso",1
"Avg",0.891304347826087,"lasso",1
"n_Avg",0.860215053763441,"lasso",1
"CS_Avg",0.847826086956522,"lasso",1
"Reg_a",0.872340425531915,"lasso",1
"Reg_s",0.847826086956522,"lasso",1
"Batch",0.857142857142857,"rf",1
"ComBat",0.866666666666667,"rf",1
"Avg",0.881720430107527,"rf",1
"n_Avg",0.869565217391304,"rf",1
"CS_Avg",0.879120879120879,"rf",1
"Reg_a",0.869565217391304,"rf",1
"Reg_s",0.879120879120879,"rf",1
"Batch",0.926315789473684,"svm",1
"ComBat",0.851063829787234,"svm",1
"Avg",0.891304347826087,"svm",1
"n_Avg",0.881720430107527,"svm",1
"CS_Avg",0.831460674157303,"svm",1
"Reg_a",0.881720430107527,"svm",1
"Reg_s",0.857142857142857,"svm",1
"Batch",0.857142857142857,"crossmod",1
"ComBat",0.866666666666667,"crossmod",1
"Avg",0.891304347826087,"crossmod",1
"n_Avg",0.869565217391304,"crossmod",1
"CS_Avg",0.891304347826087,"crossmod",1
"Reg_a",0.869565217391304,"crossmod",1
"Reg_s",0.831460674157303,"crossmod",1
"Batch",0.840909090909091,"lasso",2
"ComBat",0.863636363636364,"lasso",2
"Avg",0.884210526315789,"lasso",2
"n_Avg",0.817204301075269,"lasso",2
"CS_Avg",0.835164835164835,"lasso",2
"Reg_a",0.847826086956522,"lasso",2
"Reg_s",0.817204301075269,"lasso",2
"Batch",0.824742268041237,"rf",2
"ComBat",0.835164835164835,"rf",2
"Avg",0.851063829787234,"rf",2
"n_Avg",0.851063829787234,"rf",2
"CS_Avg",0.847826086956522,"rf",2
"Reg_a",0.860215053763441,"rf",2
"Reg_s",0.847826086956522,"rf",2
"Batch",0.869565217391304,"svm",2
"ComBat",0.822222222222222,"svm",2
"Avg",0.872340425531915,"svm",2
"n_Avg",0.860215053763441,"svm",2
"CS_Avg",0.804347826086957,"svm",2
"Reg_a",0.860215053763441,"svm",2
"Reg_s",0.817204301075269,"svm",2
"Batch",0.824742268041237,"crossmod",2
"ComBat",0.835164835164835,"crossmod",2
"Avg",0.860215053763441,"crossmod",2
"n_Avg",0.860215053763441,"crossmod",2
"CS_Avg",0.860215053763441,"crossmod",2
"Reg_a",0.804347826086957,"crossmod",2
"Reg_s",0.804347826086957,"crossmod",2
"Batch",0.86046511627907,"lasso",3
"ComBat",0.873563218390805,"lasso",3
"Avg",0.934782608695652,"lasso",3
"n_Avg",0.924731182795699,"lasso",3
"CS_Avg",0.888888888888889,"lasso",3
"Reg_a",0.924731182795699,"lasso",3
"Reg_s",0.901098901098901,"lasso",3
"Batch",0.893617021276596,"rf",3
"ComBat",0.901098901098901,"rf",3
"Avg",0.893617021276596,"rf",3
"n_Avg",0.91304347826087,"rf",3
"CS_Avg",0.923076923076923,"rf",3
"Reg_a",0.91304347826087,"rf",3
"Reg_s",0.923076923076923,"rf",3
"Batch",0.924731182795699,"svm",3
"ComBat",0.891304347826087,"svm",3
"Avg",0.91304347826087,"svm",3
"n_Avg",0.91304347826087,"svm",3
"CS_Avg",0.879120879120879,"svm",3
"Reg_a",0.91304347826087,"svm",3
"Reg_s",0.901098901098901,"svm",3
"Batch",0.893617021276596,"crossmod",3
"ComBat",0.901098901098901,"crossmod",3
"Avg",0.91304347826087,"crossmod",3
"n_Avg",0.91304347826087,"crossmod",3
"CS_Avg",0.91304347826087,"crossmod",3
"Reg_a",0.936170212765957,"crossmod",3
"Reg_s",0.879120879120879,"crossmod",3
"Batch",0.795454545454546,"lasso",4
"ComBat",0.781609195402299,"lasso",4
"Avg",0.833333333333333,"lasso",4
"n_Avg",0.821052631578947,"lasso",4
"CS_Avg",0.821052631578947,"lasso",4
"Reg_a",0.821052631578947,"lasso",4
"Reg_s",0.8125,"lasso",4
"Batch",0.84,"rf",4
"ComBat",0.847826086956522,"rf",4
"Avg",0.84,"rf",4
"n_Avg",0.845360824742268,"rf",4
"CS_Avg",0.872340425531915,"rf",4
"Reg_a",0.845360824742268,"rf",4
"Reg_s",0.872340425531915,"rf",4
"Batch",0.875,"svm",4
"ComBat",0.845360824742268,"svm",4
"Avg",0.857142857142857,"svm",4
"n_Avg",0.857142857142857,"svm",4
"CS_Avg",0.787234042553192,"svm",4
"Reg_a",0.857142857142857,"svm",4
"Reg_s",0.824742268041237,"svm",4
"Batch",0.84,"crossmod",4
"ComBat",0.847826086956522,"crossmod",4
"Avg",0.857142857142857,"crossmod",4
"n_Avg",0.857142857142857,"crossmod",4
"CS_Avg",0.857142857142857,"crossmod",4
"Reg_a",0.787234042553192,"crossmod",4
"Reg_s",0.833333333333333,"crossmod",4
"Batch",0.88659793814433,"lasso",5
"ComBat",0.838709677419355,"lasso",5
"Avg",0.848484848484849,"lasso",5
"n_Avg",0.8125,"lasso",5
"CS_Avg",0.86,"lasso",5
"Reg_a",0.8125,"lasso",5
"Reg_s",0.791666666666667,"lasso",5
"Batch",0.9,"rf",5
"ComBat",0.848484848484849,"rf",5
"Avg",0.871287128712871,"rf",5
"n_Avg",0.871287128712871,"rf",5
"CS_Avg",0.897959183673469,"rf",5
"Reg_a",0.871287128712871,"rf",5
"Reg_s",0.897959183673469,"rf",5
"Batch",0.865979381443299,"svm",5
"ComBat",0.8125,"svm",5
"Avg",0.882352941176471,"svm",5
"n_Avg",0.882352941176471,"svm",5
"CS_Avg",0.824742268041237,"svm",5
"Reg_a",0.882352941176471,"svm",5
"Reg_s",0.86,"svm",5
"Batch",0.9,"crossmod",5
"ComBat",0.848484848484849,"crossmod",5
"Avg",0.882352941176471,"crossmod",5
"n_Avg",0.882352941176471,"crossmod",5
"CS_Avg",0.882352941176471,"crossmod",5
"Reg_a",0.84,"crossmod",5
"Reg_s",0.86,"crossmod",5
"Batch",0.769230769230769,"lasso",6
"ComBat",0.877551020408163,"lasso",6
"Avg",0.901960784313726,"lasso",6
"n_Avg",0.891089108910891,"lasso",6
"CS_Avg",0.871287128712871,"lasso",6
"Reg_a",0.891089108910891,"lasso",6
"Reg_s",0.882352941176471,"lasso",6
"Batch",0.903846153846154,"rf",6
"ComBat",0.891089108910891,"rf",6
"Avg",0.912621359223301,"rf",6
"n_Avg",0.912621359223301,"rf",6
"CS_Avg",0.901960784313726,"rf",6
"Reg_a",0.912621359223301,"rf",6
"Reg_s",0.901960784313726,"rf",6
"Batch",0.901960784313726,"svm",6
"ComBat",0.901960784313726,"svm",6
"Avg",0.912621359223301,"svm",6
"n_Avg",0.901960784313726,"svm",6
"CS_Avg",0.893203883495146,"svm",6
"Reg_a",0.901960784313726,"svm",6
"Reg_s",0.901960784313726,"svm",6
"Batch",0.903846153846154,"crossmod",6
"ComBat",0.891089108910891,"crossmod",6
"Avg",0.912621359223301,"crossmod",6
"n_Avg",0.912621359223301,"crossmod",6
"CS_Avg",0.912621359223301,"crossmod",6
"Reg_a",0.882352941176471,"crossmod",6
"Reg_s",0.893203883495146,"crossmod",6
"Batch",0.827586206896552,"lasso",7
"ComBat",0.837209302325582,"lasso",7
"Avg",0.905263157894737,"lasso",7
"n_Avg",0.893617021276596,"lasso",7
"CS_Avg",0.905263157894737,"lasso",7
"Reg_a",0.893617021276596,"lasso",7
"Reg_s",0.881720430107527,"lasso",7
"Batch",0.895833333333333,"rf",7
"ComBat",0.844444444444445,"rf",7
"Avg",0.895833333333333,"rf",7
"n_Avg",0.895833333333333,"rf",7
"CS_Avg",0.905263157894737,"rf",7
"Reg_a",0.895833333333333,"rf",7
"Reg_s",0.893617021276596,"rf",7
"Batch",0.934782608695652,"svm",7
"ComBat",0.881720430107527,"svm",7
"Avg",0.905263157894737,"svm",7
"n_Avg",0.905263157894737,"svm",7
"CS_Avg",0.857142857142857,"svm",7
"Reg_a",0.905263157894737,"svm",7
"Reg_s",0.893617021276596,"svm",7
"Batch",0.895833333333333,"crossmod",7
"ComBat",0.844444444444445,"crossmod",7
"Avg",0.905263157894737,"crossmod",7
"n_Avg",0.905263157894737,"crossmod",7
"CS_Avg",0.905263157894737,"crossmod",7
"Reg_a",0.893617021276596,"crossmod",7
"Reg_s",0.857142857142857,"crossmod",7
"Batch",0.886363636363636,"lasso",8
"ComBat",0.901098901098901,"lasso",8
"Avg",0.934782608695652,"lasso",8
"n_Avg",0.888888888888889,"lasso",8
"CS_Avg",0.923076923076923,"lasso",8
"Reg_a",0.888888888888889,"lasso",8
"Reg_s",0.866666666666667,"lasso",8
"Batch",0.867924528301887,"rf",8
"ComBat",0.946236559139785,"rf",8
"Avg",0.948453608247423,"rf",8
"n_Avg",0.946236559139785,"rf",8
"CS_Avg",0.957446808510638,"rf",8
"Reg_a",0.946236559139785,"rf",8
"Reg_s",0.957446808510638,"rf",8
"Batch",0.958333333333333,"svm",8
"ComBat",0.914893617021277,"svm",8
"Avg",0.968421052631579,"svm",8
"n_Avg",0.946236559139785,"svm",8
"CS_Avg",0.91304347826087,"svm",8
"Reg_a",0.946236559139785,"svm",8
"Reg_s",0.91304347826087,"svm",8
"Batch",0.867924528301887,"crossmod",8
"ComBat",0.946236559139785,"crossmod",8
"Avg",0.968421052631579,"crossmod",8
"n_Avg",0.946236559139785,"crossmod",8
"CS_Avg",0.968421052631579,"crossmod",8
"Reg_a",0.924731182795699,"crossmod",8
"Reg_s",0.936170212765957,"crossmod",8
"Batch",0.848484848484849,"lasso",9
"ComBat",0.829787234042553,"lasso",9
"Avg",0.831683168316832,"lasso",9
"n_Avg",0.854368932038835,"lasso",9
"CS_Avg",0.82,"lasso",9
"Reg_a",0.854368932038835,"lasso",9
"Reg_s",0.783505154639175,"lasso",9
"Batch",0.857142857142857,"rf",9
"ComBat",0.808080808080808,"rf",9
"Avg",0.865384615384615,"rf",9
"n_Avg",0.854368932038835,"rf",9
"CS_Avg",0.854368932038835,"rf",9
"Reg_a",0.854368932038835,"rf",9
"Reg_s",0.854368932038835,"rf",9
"Batch",0.824742268041237,"svm",9
"ComBat",0.836734693877551,"svm",9
"Avg",0.865384615384615,"svm",9
"n_Avg",0.854368932038835,"svm",9
"CS_Avg",0.828282828282828,"svm",9
"Reg_a",0.854368932038835,"svm",9
"Reg_s",0.787878787878788,"svm",9
"Batch",0.857142857142857,"crossmod",9
"ComBat",0.808080808080808,"crossmod",9
"Avg",0.865384615384615,"crossmod",9
"n_Avg",0.843137254901961,"crossmod",9
"CS_Avg",0.865384615384615,"crossmod",9
"Reg_a",0.811881188118812,"crossmod",9
"Reg_s",0.828282828282828,"crossmod",9
"Batch",0.75,"lasso",10
"ComBat",0.845360824742268,"lasso",10
"Avg",0.867924528301887,"lasso",10
"n_Avg",0.857142857142857,"lasso",10
"CS_Avg",0.8,"lasso",10
"Reg_a",0.857142857142857,"lasso",10
"Reg_s",0.811881188118812,"lasso",10
"Batch",0.892857142857143,"rf",10
"ComBat",0.888888888888889,"rf",10
"Avg",0.872727272727273,"rf",10
"n_Avg",0.888888888888889,"rf",10
"CS_Avg",0.888888888888889,"rf",10
"Reg_a",0.888888888888889,"rf",10
"Reg_s",0.888888888888889,"rf",10
"Batch",0.903846153846154,"svm",10
"ComBat",0.87378640776699,"svm",10
"Avg",0.909090909090909,"svm",10
"n_Avg",0.899082568807339,"svm",10
"CS_Avg",0.849056603773585,"svm",10
"Reg_a",0.899082568807339,"svm",10
"Reg_s",0.888888888888889,"svm",10
"Batch",0.892857142857143,"crossmod",10
"ComBat",0.888888888888889,"crossmod",10
"Avg",0.909090909090909,"crossmod",10
"n_Avg",0.888888888888889,"crossmod",10
"CS_Avg",0.909090909090909,"crossmod",10
"Reg_a",0.851851851851852,"crossmod",10
"Reg_s",0.849056603773585,"crossmod",10
"Batch",0.87378640776699,"lasso",11
"ComBat",0.901960784313726,"lasso",11
"Avg",0.90566037735849,"lasso",11
"n_Avg",0.90566037735849,"lasso",11
"CS_Avg",0.884615384615384,"lasso",11
"Reg_a",0.90566037735849,"lasso",11
"Reg_s",0.862745098039216,"lasso",11
"Batch",0.917431192660551,"rf",11
"ComBat",0.90566037735849,"rf",11
"Avg",0.897196261682243,"rf",11
"n_Avg",0.90566037735849,"rf",11
"CS_Avg",0.884615384615384,"rf",11
"Reg_a",0.90566037735849,"rf",11
"Reg_s",0.884615384615384,"rf",11
"Batch",0.878504672897196,"svm",11
"ComBat",0.90566037735849,"svm",11
"Avg",0.925925925925926,"svm",11
"n_Avg",0.925925925925926,"svm",11
"CS_Avg",0.90566037735849,"svm",11
"Reg_a",0.925925925925926,"svm",11
"Reg_s",0.867924528301887,"svm",11
"Batch",0.917431192660551,"crossmod",11
"ComBat",0.90566037735849,"crossmod",11
"Avg",0.90566037735849,"crossmod",11
"n_Avg",0.90566037735849,"crossmod",11
"CS_Avg",0.90566037735849,"crossmod",11
"Reg_a",0.867924528301887,"crossmod",11
"Reg_s",0.90566037735849,"crossmod",11
"Batch",0.842105263157895,"lasso",12
"ComBat",0.838709677419355,"lasso",12
"Avg",0.92156862745098,"lasso",12
"n_Avg",0.888888888888889,"lasso",12
"CS_Avg",0.92156862745098,"lasso",12
"Reg_a",0.888888888888889,"lasso",12
"Reg_s",0.88,"lasso",12
"Batch",0.888888888888889,"rf",12
"ComBat",0.9,"rf",12
"Avg",0.884615384615385,"rf",12
"n_Avg",0.884615384615385,"rf",12
"CS_Avg",0.910891089108911,"rf",12
"Reg_a",0.884615384615385,"rf",12
"Reg_s",0.910891089108911,"rf",12
"Batch",0.868686868686869,"svm",12
"ComBat",0.871287128712871,"svm",12
"Avg",0.932038834951456,"svm",12
"n_Avg",0.932038834951456,"svm",12
"CS_Avg",0.868686868686869,"svm",12
"Reg_a",0.932038834951456,"svm",12
"Reg_s",0.901960784313726,"svm",12
"Batch",0.888888888888889,"crossmod",12
"ComBat",0.9,"crossmod",12
"Avg",0.932038834951456,"crossmod",12
"n_Avg",0.932038834951456,"crossmod",12
"CS_Avg",0.932038834951456,"crossmod",12
"Reg_a",0.901960784313726,"crossmod",12
"Reg_s",0.877551020408163,"crossmod",12
"Batch",0.843137254901961,"lasso",13
"ComBat",0.884615384615384,"lasso",13
"Avg",0.918918918918919,"lasso",13
"n_Avg",0.888888888888889,"lasso",13
"CS_Avg",0.857142857142857,"lasso",13
"Reg_a",0.888888888888889,"lasso",13
"Reg_s",0.846153846153846,"lasso",13
"Batch",0.936936936936937,"rf",13
"ComBat",0.897196261682243,"rf",13
"Avg",0.946428571428571,"rf",13
"n_Avg",0.897196261682243,"rf",13
"CS_Avg",0.865384615384615,"rf",13
"Reg_a",0.897196261682243,"rf",13
"Reg_s",0.865384615384615,"rf",13
"Batch",0.905660377358491,"svm",13
"ComBat",0.895238095238095,"svm",13
"Avg",0.936936936936937,"svm",13
"n_Avg",0.936936936936937,"svm",13
"CS_Avg",0.867924528301887,"svm",13
"Reg_a",0.936936936936937,"svm",13
"Reg_s",0.888888888888889,"svm",13
"Batch",0.936936936936937,"crossmod",13
"ComBat",0.897196261682243,"crossmod",13
"Avg",0.936936936936937,"crossmod",13
"n_Avg",0.899082568807339,"crossmod",13
"CS_Avg",0.897196261682243,"crossmod",13
"Reg_a",0.899082568807339,"crossmod",13
"Reg_s",0.909090909090909,"crossmod",13
"Batch",0.875,"lasso",14
"ComBat",0.884210526315789,"lasso",14
"Avg",0.868686868686869,"lasso",14
"n_Avg",0.848484848484849,"lasso",14
"CS_Avg",0.868686868686869,"lasso",14
"Reg_a",0.848484848484849,"lasso",14
"Reg_s",0.836734693877551,"lasso",14
"Batch",0.893203883495146,"rf",14
"ComBat",0.88659793814433,"rf",14
"Avg",0.893203883495146,"rf",14
"n_Avg",0.88,"rf",14
"CS_Avg",0.897959183673469,"rf",14
"Reg_a",0.88,"rf",14
"Reg_s",0.897959183673469,"rf",14
"Batch",0.88659793814433,"svm",14
"ComBat",0.854166666666667,"svm",14
"Avg",0.901960784313726,"svm",14
"n_Avg",0.901960784313726,"svm",14
"CS_Avg",0.857142857142857,"svm",14
"Reg_a",0.901960784313726,"svm",14
"Reg_s",0.857142857142857,"svm",14
"Batch",0.893203883495146,"crossmod",14
"ComBat",0.88659793814433,"crossmod",14
"Avg",0.901960784313726,"crossmod",14
"n_Avg",0.901960784313726,"crossmod",14
"CS_Avg",0.901960784313726,"crossmod",14
"Reg_a",0.86,"crossmod",14
"Reg_s",0.88,"crossmod",14
"Batch",0.857142857142857,"lasso",15
"ComBat",0.876404494382023,"lasso",15
"Avg",0.927835051546392,"lasso",15
"n_Avg",0.875,"lasso",15
"CS_Avg",0.826086956521739,"lasso",15
"Reg_a",0.875,"lasso",15
"Reg_s",0.851063829787234,"lasso",15
"Batch",0.865979381443299,"rf",15
