"variable","value","L1","iteration"
"Batch",0.93971468016567,"lasso",1
"ComBat",0.916244822825587,"lasso",1
"Avg",0.951219512195122,"lasso",1
"n_Avg",0.950299125632766,"lasso",1
"CS_Avg",0.955821445006903,"lasso",1
"Reg_a",0.951219512195122,"lasso",1
"Reg_s",0.95398067188219,"lasso",1
"Batch",0.948918545789232,"rf",1
"ComBat",0.961803957662218,"rf",1
"Avg",0.958582604693972,"rf",1
"n_Avg",0.960423377818684,"rf",1
"CS_Avg",0.960883571099862,"rf",1
"Reg_a",0.960423377818684,"rf",1
"Reg_s",0.957662218131615,"rf",1
"Batch",0.948918545789232,"svm",1
"ComBat",0.931891394385642,"svm",1
"Avg",0.955361251725725,"svm",1
"n_Avg",0.955361251725725,"svm",1
"CS_Avg",0.955361251725725,"svm",1
"Reg_a",0.955361251725725,"svm",1
"Reg_s",0.956741831569259,"svm",1
"Batch",0.948918545789232,"crossmod",1
"ComBat",0.961803957662218,"crossmod",1
"Avg",0.960883571099862,"crossmod",1
"n_Avg",0.959963184537506,"crossmod",1
"CS_Avg",0.957202024850437,"crossmod",1
"Reg_a",0.956741831569259,"crossmod",1
"Reg_s",0.956741831569259,"crossmod",1
"Batch",0.926691729323308,"lasso",2
"ComBat",0.922462406015037,"lasso",2
"Avg",0.922462406015037,"lasso",2
"n_Avg",0.93656015037594,"lasso",2
"CS_Avg",0.932800751879699,"lasso",2
"Reg_a",0.93656015037594,"lasso",2
"Reg_s",0.9375,"lasso",2
"Batch",0.895676691729323,"rf",2
"ComBat",0.904135338345865,"rf",2
"Avg",0.911184210526316,"rf",2
"n_Avg",0.914003759398496,"rf",2
"CS_Avg",0.927631578947368,"rf",2
"Reg_a",0.914003759398496,"rf",2
"Reg_s",0.918703007518797,"rf",2
"Batch",0.886748120300752,"svm",2
"ComBat",0.848214285714286,"svm",2
"Avg",0.886748120300752,"svm",2
"n_Avg",0.886748120300752,"svm",2
"CS_Avg",0.883928571428571,"svm",2
"Reg_a",0.886748120300752,"svm",2
"Reg_s",0.885808270676692,"svm",2
"Batch",0.895676691729323,"crossmod",2
"ComBat",0.904135338345865,"crossmod",2
"Avg",0.903195488721804,"crossmod",2
"n_Avg",0.914473684210526,"crossmod",2
"CS_Avg",0.904135338345864,"crossmod",2
"Reg_a",0.894736842105263,"crossmod",2
"Reg_s",0.884868421052631,"crossmod",2
"Batch",0.915192743764173,"lasso",3
"ComBat",0.879818594104309,"lasso",3
"Avg",0.895238095238096,"lasso",3
"n_Avg",0.906575963718821,"lasso",3
"CS_Avg",0.919274376417234,"lasso",3
"Reg_a",0.905668934240363,"lasso",3
"Reg_s",0.912471655328798,"lasso",3
"Batch",0.885714285714286,"rf",3
"ComBat",0.91655328798186,"rf",3
"Avg",0.901587301587302,"rf",3
"n_Avg",0.904308390022676,"rf",3
"CS_Avg",0.917913832199547,"rf",3
"Reg_a",0.904308390022676,"rf",3
"Reg_s",0.909750566893424,"rf",3
"Batch",0.907482993197279,"svm",3
"ComBat",0.895238095238096,"svm",3
"Avg",0.909750566893424,"svm",3
"n_Avg",0.911111111111111,"svm",3
"CS_Avg",0.906122448979592,"svm",3
"Reg_a",0.911111111111111,"svm",3
"Reg_s",0.910657596371882,"svm",3
"Batch",0.885714285714286,"crossmod",3
"ComBat",0.91655328798186,"crossmod",3
"Avg",0.907936507936508,"crossmod",3
"n_Avg",0.910657596371882,"crossmod",3
"CS_Avg",0.909750566893424,"crossmod",3
