"variable","value","L1","iteration"
"Batch",0.181113269475032,"lasso",1
"ComBat",0.235282384371618,"lasso",1
"Avg",0.358326146135812,"lasso",1
"n_Avg",0.341335377892074,"lasso",1
"CS_Avg",0.272168260148636,"lasso",1
"Reg_a",0.338796762267271,"lasso",1
"Reg_s",0.316162815125781,"lasso",1
"Batch",0.328025681009674,"rf",1
"ComBat",0.289946976426006,"rf",1
"Avg",0.282226439048335,"rf",1
"n_Avg",0.278038600815821,"rf",1
"CS_Avg",0.272502284268758,"rf",1
"Reg_a",0.277989850205338,"rf",1
"Reg_s",0.272976235460787,"rf",1
"Batch",0.39530939163443,"svm",1
"ComBat",0.107558302743067,"svm",1
"Avg",0.207750226931081,"svm",1
"n_Avg",0.218038156765718,"svm",1
"CS_Avg",0.183487192090506,"svm",1
"Reg_a",0.217534029204349,"svm",1
"Reg_s",0.22876802085781,"svm",1
"Batch",0.328025681009674,"crossmod",1
"ComBat",0.289946976426006,"crossmod",1
"Avg",0.276736421698205,"crossmod",1
"n_Avg",0.273452771638204,"crossmod",1
"CS_Avg",0.240636948030254,"crossmod",1
"Reg_a",0.224261182697657,"crossmod",1
"Reg_s",0.236953725106435,"crossmod",1
"Batch",0.225351752928031,"lasso",2
"ComBat",0.30198052945542,"lasso",2
"Avg",0.446366030923488,"lasso",2
"n_Avg",0.424040651164126,"lasso",2
"CS_Avg",0.350514192723667,"lasso",2
"Reg_a",0.421455694479447,"lasso",2
"Reg_s",0.392715212569013,"lasso",2
"Batch",0.386896115840528,"rf",2
"ComBat",0.356711267630707,"rf",2
"Avg",0.380748632320203,"rf",2
"n_Avg",0.370085311469641,"rf",2
"CS_Avg",0.353323439744238,"rf",2
"Reg_a",0.369961474865037,"rf",2
"Reg_s",0.347831006573052,"rf",2
"Batch",0.613931214118122,"svm",2
"ComBat",0.127168019624584,"svm",2
"Avg",0.279468766237632,"svm",2
"n_Avg",0.277948024188172,"svm",2
"CS_Avg",0.272309286469342,"svm",2
"Reg_a",0.277722609107712,"svm",2
"Reg_s",0.27786713170483,"svm",2
"Batch",0.386896115840528,"crossmod",2
"ComBat",0.356711267630707,"crossmod",2
"Avg",0.361347232299229,"crossmod",2
"n_Avg",0.349780705225654,"crossmod",2
"CS_Avg",0.32168753776059,"crossmod",2
"Reg_a",0.284157633181966,"crossmod",2
