"variable","value","L1","iteration"
"Batch",0.343682813120981,"lasso",1
"ComBat",0.31204377050588,"lasso",1
"Avg",0.364025768807502,"lasso",1
"n_Avg",0.365303598062229,"lasso",1
"CS_Avg",0.376346776552993,"lasso",1
"Reg_a",0.36531121715032,"lasso",1
"Reg_s",0.375329787343935,"lasso",1
"Batch",0.466969924028869,"rf",1
"ComBat",0.412772435378046,"rf",1
"Avg",0.360870851000827,"rf",1
"n_Avg",0.354126597731619,"rf",1
"CS_Avg",0.345690812200508,"rf",1
"Reg_a",0.354074560430831,"rf",1
"Reg_s",0.344068661693829,"rf",1
"Batch",0.272851675330922,"svm",1
"ComBat",0.305571541374759,"svm",1
"Avg",0.312738547974827,"svm",1
"n_Avg",0.319034703744618,"svm",1
"CS_Avg",0.33769146469462,"svm",1
"Reg_a",0.319559255638067,"svm",1
"Reg_s",0.329855611833634,"svm",1
"Batch",0.466969924028869,"crossmod",1
"ComBat",0.412772435378046,"crossmod",1
"Avg",0.341456935851324,"crossmod",1
"n_Avg",0.34086569304125,"crossmod",1
"CS_Avg",0.333517951110793,"crossmod",1
"Reg_a",0.335327520998223,"crossmod",1
"Reg_s",0.332282573036711,"crossmod",1
"Batch",0.381074982162694,"lasso",2
"ComBat",0.385205975077441,"lasso",2
"Avg",0.401088964486119,"lasso",2
"n_Avg",0.411342836570616,"lasso",2
"CS_Avg",0.414619639571199,"lasso",2
"Reg_a",0.410632249052401,"lasso",2
"Reg_s",0.426260678380013,"lasso",2
"Batch",0.481840439240452,"rf",2
"ComBat",0.446549291519299,"rf",2
"Avg",0.373733731923518,"rf",2
"n_Avg",0.372500075104188,"rf",2
"CS_Avg",0.373121689784384,"rf",2
"Reg_a",0.372471346136116,"rf",2
"Reg_s",0.373646558802579,"rf",2
"Batch",0.377192089342736,"svm",2
"ComBat",0.41995241758006,"svm",2
"Avg",0.35009494557301,"svm",2
"n_Avg",0.359909164148625,"svm",2
"CS_Avg",0.39489053134918,"svm",2
"Reg_a",0.359976466014102,"svm",2
"Reg_s",0.375918146232906,"svm",2
"Batch",0.481840439240452,"crossmod",2
"ComBat",0.446549291519299,"crossmod",2
"Avg",0.369761639929389,"crossmod",2
"n_Avg",0.374824250304973,"crossmod",2
"CS_Avg",0.363772521867875,"crossmod",2
"Reg_a",0.382995627580165,"crossmod",2
"Reg_s",0.375319859638858,"crossmod",2
"Batch",0.386698264429387,"lasso",3
"ComBat",0.351312912051457,"lasso",3
"Avg",0.323627853774127,"lasso",3
"n_Avg",0.321455118997533,"lasso",3
"CS_Avg",0.309114712973237,"lasso",3
"Reg_a",0.321049202957719,"lasso",3
"Reg_s",0.314566611930915,"lasso",3
"Batch",0.440713314948846,"rf",3
"ComBat",0.391684604427902,"rf",3
"Avg",0.34813798992803,"rf",3
"n_Avg",0.339604316513434,"rf",3
"CS_Avg",0.327844711311288,"rf",3
"Reg_a",0.339519825759618,"rf",3
"Reg_s",0.326221220718491,"rf",3
"Batch",0.242351496635482,"svm",3
"ComBat",0.29396651486265,"svm",3
"Avg",0.297390534184706,"svm",3
"n_Avg",0.297870615884719,"svm",3
"CS_Avg",0.309045922214699,"svm",3
"Reg_a",0.298074247676883,"svm",3
"Reg_s",0.302262264674349,"svm",3
"Batch",0.440713314948846,"crossmod",3
