"variable","value","L1","iteration"
"Batch",1,"lasso",1
"ComBat",0.954451345755694,"lasso",1
"Avg",0.993788819875776,"lasso",1
"n_Avg",0.985507246376812,"lasso",1
"CS_Avg",1,"lasso",1
"Reg_a",0.985507246376812,"lasso",1
"Reg_s",0.977225672877847,"lasso",1
"Batch",0.997929606625259,"rf",1
"ComBat",0.993788819875776,"rf",1
"Avg",0.991718426501035,"rf",1
"n_Avg",0.991718426501035,"rf",1
"CS_Avg",0.995859213250518,"rf",1
"Reg_a",0.991718426501035,"rf",1
"Reg_s",0.995859213250518,"rf",1
"Batch",0.875776397515528,"svm",1
"ComBat",0.987577639751553,"svm",1
"Avg",0.993788819875776,"svm",1
"n_Avg",0.993788819875776,"svm",1
"CS_Avg",0.991718426501035,"svm",1
"Reg_a",0.993788819875776,"svm",1
"Reg_s",0.989648033126294,"svm",1
"Batch",0.997929606625259,"crossmod",1
"ComBat",0.993788819875776,"crossmod",1
"Avg",0.993788819875776,"crossmod",1
"n_Avg",0.993788819875776,"crossmod",1
"CS_Avg",0.995859213250518,"crossmod",1
"Reg_a",0.985507246376812,"crossmod",1
"Reg_s",0.987577639751553,"crossmod",1
"Batch",0.984375,"lasso",2
"ComBat",0.948660714285714,"lasso",2
"Avg",0.995535714285714,"lasso",2
"n_Avg",0.995535714285714,"lasso",2
"CS_Avg",1,"lasso",2
"Reg_a",0.995535714285714,"lasso",2
"Reg_s",0.988839285714286,"lasso",2
"Batch",0.995535714285714,"rf",2
"ComBat",1,"rf",2
"Avg",0.995535714285714,"rf",2
"n_Avg",0.995535714285714,"rf",2
"CS_Avg",1,"rf",2
"Reg_a",0.995535714285714,"rf",2
"Reg_s",1,"rf",2
"Batch",0.899553571428572,"svm",2
"ComBat",1,"svm",2
"Avg",0.986607142857143,"svm",2
"n_Avg",0.986607142857143,"svm",2
"CS_Avg",0.984375,"svm",2
"Reg_a",0.986607142857143,"svm",2
"Reg_s",0.991071428571429,"svm",2
"Batch",0.995535714285714,"crossmod",2
"ComBat",1,"crossmod",2
"Avg",0.995535714285714,"crossmod",2
"n_Avg",0.995535714285714,"crossmod",2
"CS_Avg",0.995535714285714,"crossmod",2
"Reg_a",0.991071428571429,"crossmod",2
"Reg_s",0.995535714285714,"crossmod",2
"Batch",1,"lasso",3
"ComBat",0.997821350762527,"lasso",3
"Avg",0.997821350762527,"lasso",3
"n_Avg",0.991285403050109,"lasso",3
"CS_Avg",1,"lasso",3
"Reg_a",0.993464052287582,"lasso",3
"Reg_s",0.989106753812636,"lasso",3
"Batch",1,"rf",3
"ComBat",1,"rf",3
"Avg",0.993464052287582,"rf",3
"n_Avg",1,"rf",3
"CS_Avg",1,"rf",3
"Reg_a",1,"rf",3
"Reg_s",1,"rf",3
"Batch",0.928104575163399,"svm",3
"ComBat",1,"svm",3
"Avg",0.993464052287582,"svm",3
"n_Avg",0.993464052287582,"svm",3
"CS_Avg",0.989106753812636,"svm",3
"Reg_a",0.993464052287582,"svm",3
"Reg_s",0.991285403050109,"svm",3
"Batch",1,"crossmod",3
"ComBat",1,"crossmod",3
"Avg",0.997821350762527,"crossmod",3
"n_Avg",0.995642701525055,"crossmod",3
"CS_Avg",0.997821350762527,"crossmod",3
"Reg_a",0.989106753812636,"crossmod",3
"Reg_s",0.995642701525055,"crossmod",3
"Batch",0.979296066252588,"lasso",4
"ComBat",0.971014492753623,"lasso",4
"Avg",1,"lasso",4
"n_Avg",1,"lasso",4
"CS_Avg",1,"lasso",4
"Reg_a",1,"lasso",4
"Reg_s",1,"lasso",4
"Batch",1,"rf",4
"ComBat",1,"rf",4
"Avg",1,"rf",4
"n_Avg",1,"rf",4
"CS_Avg",1,"rf",4
"Reg_a",1,"rf",4
"Reg_s",1,"rf",4
"Batch",0.910973084886128,"svm",4
"ComBat",1,"svm",4
"Avg",1,"svm",4
"n_Avg",1,"svm",4
"CS_Avg",1,"svm",4
"Reg_a",1,"svm",4
"Reg_s",1,"svm",4
"Batch",1,"crossmod",4
"ComBat",1,"crossmod",4
"Avg",1,"crossmod",4
"n_Avg",1,"crossmod",4
"CS_Avg",1,"crossmod",4
"Reg_a",1,"crossmod",4
"Reg_s",1,"crossmod",4
"Batch",0.989669421487603,"lasso",5
"ComBat",0.940082644628099,"lasso",5
"Avg",0.997933884297521,"lasso",5
"n_Avg",0.991735537190083,"lasso",5
"CS_Avg",1,"lasso",5
"Reg_a",0.991735537190083,"lasso",5
"Reg_s",0.991735537190083,"lasso",5
"Batch",0.997933884297521,"rf",5
"ComBat",0.985537190082645,"rf",5
"Avg",0.985537190082645,"rf",5
"n_Avg",0.991735537190083,"rf",5
"CS_Avg",0.987603305785124,"rf",5
"Reg_a",0.991735537190083,"rf",5
"Reg_s",0.991735537190083,"rf",5
"Batch",0.904958677685951,"svm",5
"ComBat",0.993801652892562,"svm",5
"Avg",0.985537190082645,"svm",5
"n_Avg",0.989669421487603,"svm",5
"CS_Avg",0.979338842975207,"svm",5
"Reg_a",0.989669421487603,"svm",5
"Reg_s",0.991735537190083,"svm",5
"Batch",0.997933884297521,"crossmod",5
"ComBat",0.985537190082645,"crossmod",5
"Avg",0.987603305785124,"crossmod",5
"n_Avg",0.991735537190083,"crossmod",5
"CS_Avg",0.987603305785124,"crossmod",5
"Reg_a",0.983471074380165,"crossmod",5
"Reg_s",0.985537190082645,"crossmod",5
"Batch",0.975206611570248,"lasso",6
"ComBat",0.892561983471074,"lasso",6
"Avg",1,"lasso",6
"n_Avg",1,"lasso",6
"CS_Avg",1,"lasso",6
"Reg_a",1,"lasso",6
"Reg_s",1,"lasso",6
"Batch",1,"rf",6
"ComBat",0.995867768595041,"rf",6
"Avg",1,"rf",6
"n_Avg",1,"rf",6
"CS_Avg",1,"rf",6
"Reg_a",1,"rf",6
"Reg_s",1,"rf",6
"Batch",0.853305785123967,"svm",6
"ComBat",1,"svm",6
"Avg",0.995867768595041,"svm",6
"n_Avg",0.995867768595041,"svm",6
"CS_Avg",0.983471074380165,"svm",6
"Reg_a",0.995867768595041,"svm",6
"Reg_s",0.995867768595041,"svm",6
"Batch",1,"crossmod",6
"ComBat",0.995867768595041,"crossmod",6
"Avg",1,"crossmod",6
"n_Avg",1,"crossmod",6
"CS_Avg",1,"crossmod",6
"Reg_a",1,"crossmod",6
"Reg_s",0.995867768595041,"crossmod",6
"Batch",1,"lasso",7
"ComBat",1,"lasso",7
"Avg",1,"lasso",7
"n_Avg",0.997821350762527,"lasso",7
"CS_Avg",1,"lasso",7
"Reg_a",0.997821350762527,"lasso",7
"Reg_s",0.993464052287582,"lasso",7
"Batch",1,"rf",7
"ComBat",1,"rf",7
"Avg",1,"rf",7
"n_Avg",1,"rf",7
"CS_Avg",1,"rf",7
"Reg_a",1,"rf",7
"Reg_s",1,"rf",7
"Batch",0.980392156862745,"svm",7
"ComBat",1,"svm",7
"Avg",0.997821350762527,"svm",7
"n_Avg",0.997821350762527,"svm",7
"CS_Avg",0.989106753812636,"svm",7
"Reg_a",0.997821350762527,"svm",7
"Reg_s",0.995642701525055,"svm",7
"Batch",1,"crossmod",7
"ComBat",1,"crossmod",7
"Avg",1,"crossmod",7
"n_Avg",1,"crossmod",7
"CS_Avg",1,"crossmod",7
"Reg_a",0.997821350762527,"crossmod",7
"Reg_s",0.995642701525055,"crossmod",7
"Batch",0.962105263157895,"lasso",8
"ComBat",0.938947368421053,"lasso",8
"Avg",0.993684210526316,"lasso",8
"n_Avg",0.978947368421053,"lasso",8
"CS_Avg",1,"lasso",8
"Reg_a",0.993684210526316,"lasso",8
"Reg_s",0.962105263157895,"lasso",8
"Batch",1,"rf",8
"ComBat",0.991578947368421,"rf",8
"Avg",0.991578947368421,"rf",8
"n_Avg",0.991578947368421,"rf",8
"CS_Avg",0.995789473684211,"rf",8
"Reg_a",0.991578947368421,"rf",8
"Reg_s",0.991578947368421,"rf",8
"Batch",0.865263157894737,"svm",8
"ComBat",0.974736842105263,"svm",8
"Avg",0.987368421052632,"svm",8
"n_Avg",0.987368421052632,"svm",8
"CS_Avg",0.989473684210526,"svm",8
"Reg_a",0.987368421052632,"svm",8
"Reg_s",0.987368421052632,"svm",8
"Batch",1,"crossmod",8
"ComBat",0.991578947368421,"crossmod",8
"Avg",0.993684210526316,"crossmod",8
"n_Avg",0.993684210526316,"crossmod",8
"CS_Avg",0.993684210526316,"crossmod",8
"Reg_a",0.987368421052632,"crossmod",8
"Reg_s",0.983157894736842,"crossmod",8
"Batch",0.979338842975207,"lasso",9
"ComBat",0.952479338842975,"lasso",9
"Avg",0.987603305785124,"lasso",9
"n_Avg",0.975206611570248,"lasso",9
"CS_Avg",1,"lasso",9
"Reg_a",0.979338842975207,"lasso",9
"Reg_s",0.973140495867769,"lasso",9
"Batch",0.991735537190083,"rf",9
"ComBat",0.979338842975207,"rf",9
"Avg",0.979338842975207,"rf",9
"n_Avg",0.975206611570248,"rf",9
"CS_Avg",0.979338842975207,"rf",9
"Reg_a",0.975206611570248,"rf",9
"Reg_s",0.979338842975207,"rf",9
"Batch",0.880165289256199,"svm",9
"ComBat",0.983471074380165,"svm",9
"Avg",0.971074380165289,"svm",9
"n_Avg",0.979338842975207,"svm",9
"CS_Avg",0.979338842975207,"svm",9
"Reg_a",0.979338842975207,"svm",9
"Reg_s",0.979338842975207,"svm",9
"Batch",0.991735537190083,"crossmod",9
"ComBat",0.979338842975207,"crossmod",9
"Avg",0.979338842975207,"crossmod",9
"n_Avg",0.979338842975207,"crossmod",9
"CS_Avg",0.979338842975207,"crossmod",9
"Reg_a",0.966942148760331,"crossmod",9
"Reg_s",0.971074380165289,"crossmod",9
"Batch",0.966315789473684,"lasso",10
"ComBat",0.953684210526316,"lasso",10
"Avg",0.983157894736842,"lasso",10
"n_Avg",0.983157894736842,"lasso",10
"CS_Avg",1,"lasso",10
"Reg_a",0.983157894736842,"lasso",10
"Reg_s",0.970526315789474,"lasso",10
"Batch",1,"rf",10
"ComBat",1,"rf",10
"Avg",1,"rf",10
"n_Avg",1,"rf",10
"CS_Avg",1,"rf",10
"Reg_a",1,"rf",10
"Reg_s",1,"rf",10
"Batch",0.808421052631579,"svm",10
"ComBat",1,"svm",10
"Avg",0.983157894736842,"svm",10
"n_Avg",0.983157894736842,"svm",10
"CS_Avg",0.974736842105263,"svm",10
"Reg_a",0.983157894736842,"svm",10
"Reg_s",0.966315789473684,"svm",10
"Batch",1,"crossmod",10
"ComBat",1,"crossmod",10
"Avg",0.983157894736842,"crossmod",10
"n_Avg",0.983157894736842,"crossmod",10
"CS_Avg",0.987368421052632,"crossmod",10
"Reg_a",0.970526315789474,"crossmod",10
"Reg_s",0.966315789473684,"crossmod",10
"Batch",0.942857142857143,"lasso",11
"ComBat",0.876190476190476,"lasso",11
"Avg",1,"lasso",11
"n_Avg",1,"lasso",11
"CS_Avg",1,"lasso",11
"Reg_a",1,"lasso",11
"Reg_s",0.995238095238095,"lasso",11
"Batch",1,"rf",11
"ComBat",1,"rf",11
