"variable","value","L1","iteration"
"CS_Avg",0.268758191655956,"lasso",3
"Reg_a",0.284098853568839,"lasso",3
"Reg_s",0.282029501739953,"lasso",3
"Batch",0.350499828899847,"rf",3
"ComBat",0.305299540631436,"rf",3
"Avg",0.320624160990312,"rf",3
"n_Avg",0.316639422712967,"rf",3
"CS_Avg",0.32020684026221,"rf",3
"Reg_a",0.316742982227808,"rf",3
"Reg_s",0.31501417299777,"rf",3
"Batch",0.403897804035208,"svm",3
"ComBat",0.1170664360519,"svm",3
"Avg",0.281943458913519,"svm",3
"n_Avg",0.275215438377341,"svm",3
"CS_Avg",0.269698550507653,"svm",3
"Reg_a",0.276807165434828,"svm",3
"Reg_s",0.290422612209212,"svm",3
"Batch",0.350499828899847,"crossmod",3
"ComBat",0.305299540631436,"crossmod",3
"Avg",0.294606550652729,"crossmod",3
"n_Avg",0.289301576365698,"crossmod",3
"CS_Avg",0.291319264327317,"crossmod",3
"Reg_a",0.305928428320897,"crossmod",3
"Reg_s",0.314156858396599,"crossmod",3
"Batch",0.201433552647717,"lasso",4
"ComBat",0.220985738493769,"lasso",4
"Avg",0.184956450602597,"lasso",4
"n_Avg",0.183081485440054,"lasso",4
"CS_Avg",0.206655012187799,"lasso",4
"Reg_a",0.18405729887229,"lasso",4
"Reg_s",0.180872629113995,"lasso",4
"Batch",0.288255857768298,"rf",4
"ComBat",0.212159160485149,"rf",4
"Avg",0.207745527031839,"rf",4
"n_Avg",0.207001073996624,"rf",4
"CS_Avg",0.198373073199402,"rf",4
"Reg_a",0.207004162069286,"rf",4
"Reg_s",0.202695623440724,"rf",4
"Batch",0.359308286400702,"svm",4
"ComBat",0.12363272614852,"svm",4
"Avg",0.160796328166554,"svm",4
"n_Avg",0.158018265873933,"svm",4
"CS_Avg",0.155702442303628,"svm",4
"Reg_a",0.158677235196474,"svm",4
"Reg_s",0.164291278734121,"svm",4
"Batch",0.288255857768298,"crossmod",4
"ComBat",0.212159160485149,"crossmod",4
"Avg",0.182967290937169,"crossmod",4
"n_Avg",0.18096669702411,"crossmod",4
"CS_Avg",0.188045925985573,"crossmod",4
"Reg_a",0.189344814104658,"crossmod",4
"Reg_s",0.185194416847847,"crossmod",4
"Batch",0.231211172055417,"lasso",5
"ComBat",0.267112327369279,"lasso",5
"Avg",0.290813295495204,"lasso",5
"n_Avg",0.282611694855609,"lasso",5
"CS_Avg",0.298300701925455,"lasso",5
"Reg_a",0.284895838477545,"lasso",5
"Reg_s",0.276676141024068,"lasso",5
"Batch",0.370601818092538,"rf",5
"ComBat",0.344134224828677,"rf",5
"Avg",0.360321379200033,"rf",5
"n_Avg",0.357964415006831,"rf",5
"CS_Avg",0.359823649255652,"rf",5
"Reg_a",0.358023432248195,"rf",5
"Reg_s",0.356686878126062,"rf",5
"Batch",0.398031961209268,"svm",5
"ComBat",0.135823812544349,"svm",5
"Avg",0.29910880360599,"svm",5
"n_Avg",0.289502640865498,"svm",5
"CS_Avg",0.317641630469117,"svm",5
"Reg_a",0.29134715199085,"svm",5
"Reg_s",0.292041164431945,"svm",5
"Batch",0.370601818092538,"crossmod",5
"ComBat",0.344134224828677,"crossmod",5
"Avg",0.313845122263065,"crossmod",5
"n_Avg",0.307030490094268,"crossmod",5
"CS_Avg",0.319945282533459,"crossmod",5
"Reg_a",0.314813785069906,"crossmod",5
"Reg_s",0.320956390892816,"crossmod",5
"Batch",0.22734391675535,"lasso",6
"ComBat",0.339516450388922,"lasso",6
"Avg",0.22891003395178,"lasso",6
"n_Avg",0.226312723622512,"lasso",6
"CS_Avg",0.245546458308907,"lasso",6
"Reg_a",0.227341186583583,"lasso",6
"Reg_s",0.223903906071746,"lasso",6
"Batch",0.322707876723759,"rf",6
"ComBat",0.28389619286853,"rf",6
"Avg",0.275592404857841,"rf",6
"n_Avg",0.273870991741352,"rf",6
"CS_Avg",0.25096409391398,"rf",6
"Reg_a",0.273874111184417,"rf",6
"Reg_s",0.262823333301687,"rf",6
"Batch",0.47378274374719,"svm",6
"ComBat",0.13246821241162,"svm",6
"Avg",0.244170822718327,"svm",6
"n_Avg",0.238731033760605,"svm",6
"CS_Avg",0.260515635191657,"svm",6
"Reg_a",0.239717634683857,"svm",6
"Reg_s",0.238008730326721,"svm",6
"Batch",0.322707876723759,"crossmod",6
"ComBat",0.28389619286853,"crossmod",6
"Avg",0.247428654901191,"crossmod",6
"n_Avg",0.244162771588711,"crossmod",6
"CS_Avg",0.254376696733645,"crossmod",6
"Reg_a",0.258963367150856,"crossmod",6
"Reg_s",0.259216198817636,"crossmod",6
"Batch",0.174618674757691,"lasso",7
"ComBat",0.15790591597291,"lasso",7
"Avg",0.257573942597555,"lasso",7
"n_Avg",0.254303309949443,"lasso",7
"CS_Avg",0.242759491090564,"lasso",7
"Reg_a",0.254616354697522,"lasso",7
"Reg_s",0.253426433948466,"lasso",7
"Batch",0.32640382382516,"rf",7
"ComBat",0.266012034721525,"rf",7
"Avg",0.284000440003452,"rf",7
"n_Avg",0.281059598184191,"rf",7
"CS_Avg",0.286504361816055,"rf",7
"Reg_a",0.281140712695909,"rf",7
"Reg_s",0.281043595792363,"rf",7
"Batch",0.26640544050167,"svm",7
"ComBat",0.0759846005932829,"svm",7
"Avg",0.244552574673404,"svm",7
"n_Avg",0.237782683972166,"svm",7
"CS_Avg",0.236586645914052,"svm",7
"Reg_a",0.239337876260779,"svm",7
"Reg_s",0.251538503179263,"svm",7
"Batch",0.32640382382516,"crossmod",7
"ComBat",0.266012034721525,"crossmod",7
"Avg",0.259824945527289,"crossmod",7
"n_Avg",0.255073404619349,"crossmod",7
"CS_Avg",0.25714281447282,"crossmod",7
"Reg_a",0.267196639022286,"crossmod",7
"Reg_s",0.275560374366185,"crossmod",7
"Batch",0.286732263573248,"lasso",8
"ComBat",0.31954863207005,"lasso",8
"Avg",0.300554109199111,"lasso",8
"n_Avg",0.299137083648603,"lasso",8
"CS_Avg",0.295905367569275,"lasso",8
"Reg_a",0.299194909907459,"lasso",8
"Reg_s",0.299049519309263,"lasso",8
"Batch",0.363015867447879,"rf",8
"ComBat",0.320477518956598,"rf",8
"Avg",0.321173048000298,"rf",8
"n_Avg",0.320065784204932,"rf",8
"CS_Avg",0.322265492136962,"rf",8
"Reg_a",0.320092398317526,"rf",8
"Reg_s",0.31957904418791,"rf",8
"Batch",0.505486877768972,"svm",8
"ComBat",0.211274555978927,"svm",8
"Avg",0.274247073153839,"svm",8
"n_Avg",0.269422222884251,"svm",8
"CS_Avg",0.267944838668459,"svm",8
"Reg_a",0.270530544181029,"svm",8
"Reg_s",0.27869864046991,"svm",8
"Batch",0.363015867447879,"crossmod",8
"ComBat",0.320477518956598,"crossmod",8
"Avg",0.296223403940797,"crossmod",8
"n_Avg",0.293524692563111,"crossmod",8
"CS_Avg",0.295339761684872,"crossmod",8
"Reg_a",0.304555686282102,"crossmod",8
"Reg_s",0.303332572456647,"crossmod",8
"Batch",0.276632533160587,"lasso",9
"ComBat",0.296975044134327,"lasso",9
"Avg",0.303828662100457,"lasso",9
"n_Avg",0.301863275742589,"lasso",9
"CS_Avg",0.305559954625078,"lasso",9
"Reg_a",0.302250124877636,"lasso",9
"Reg_s",0.300970545348341,"lasso",9
"Batch",0.371787714595438,"rf",9
"ComBat",0.362413215627008,"rf",9
"Avg",0.363111291117477,"rf",9
"n_Avg",0.361513231729408,"rf",9
"CS_Avg",0.35294126467262,"rf",9
"Reg_a",0.361534669589394,"rf",9
"Reg_s",0.356258146673877,"rf",9
"Batch",0.441548492370664,"svm",9
"ComBat",0.236643851705551,"svm",9
"Avg",0.320143353410344,"svm",9
"n_Avg",0.314742038273705,"svm",9
"CS_Avg",0.324269225512514,"svm",9
"Reg_a",0.315851657486577,"svm",9
"Reg_s",0.319543765214234,"svm",9
"Batch",0.371787714595438,"crossmod",9
"ComBat",0.362413215627008,"crossmod",9
"Avg",0.325903787391876,"crossmod",9
"n_Avg",0.322763546223877,"crossmod",9
"CS_Avg",0.330119721108405,"crossmod",9
"Reg_a",0.341378171339072,"crossmod",9
"Reg_s",0.34317449460309,"crossmod",9
"Batch",0.286240374658086,"lasso",10
"ComBat",0.306954712630894,"lasso",10
"Avg",0.283481769762065,"lasso",10
"n_Avg",0.284360062792038,"lasso",10
"CS_Avg",0.274499147011916,"lasso",10
"Reg_a",0.283719261406094,"lasso",10
"Reg_s",0.28604545604253,"lasso",10
"Batch",0.360424135416634,"rf",10
"ComBat",0.298507921418262,"rf",10
"Avg",0.31297820859316,"rf",10
"n_Avg",0.309718426557915,"rf",10
"CS_Avg",0.311124009274897,"rf",10
"Reg_a",0.3097990840167,"rf",10
"Reg_s",0.307524628439153,"rf",10
"Batch",0.707947895878952,"svm",10
"ComBat",0.165796219262912,"svm",10
"Avg",0.311177823670892,"svm",10
"n_Avg",0.306881121904624,"svm",10
"CS_Avg",0.290704450331458,"svm",10
"Reg_a",0.308056654107285,"svm",10
"Reg_s",0.323776809313163,"svm",10
"Batch",0.360424135416634,"crossmod",10
"ComBat",0.298507921418262,"crossmod",10
"Avg",0.300353690862315,"crossmod",10
"n_Avg",0.297895688249999,"crossmod",10
"CS_Avg",0.301092205056059,"crossmod",10
"Reg_a",0.316031908737809,"crossmod",10
"Reg_s",0.337115453708138,"crossmod",10
"Batch",0.376653243482822,"lasso",11
"ComBat",0.479296867331439,"lasso",11
"Avg",0.325849344954175,"lasso",11
"n_Avg",0.323750497389591,"lasso",11
"CS_Avg",0.32098477986168,"lasso",11
"Reg_a",0.32390779994358,"lasso",11
"Reg_s",0.323273027211163,"lasso",11
"Batch",0.412042776641014,"rf",11
"ComBat",0.349272376975734,"rf",11
"Avg",0.352277219800662,"rf",11
"n_Avg",0.348561818366539,"rf",11
"CS_Avg",0.358646474147587,"rf",11
"Reg_a",0.348667074925288,"rf",11
"Reg_s",0.349539712183072,"rf",11
"Batch",0.763377896136305,"svm",11
"ComBat",0.177211342743015,"svm",11
"Avg",0.31335448919128,"svm",11
"n_Avg",0.307442055795358,"svm",11
"CS_Avg",0.310216844549683,"svm",11
"Reg_a",0.308780732483052,"svm",11
"Reg_s",0.318423962800579,"svm",11
"Batch",0.412042776641014,"crossmod",11
"ComBat",0.349272376975734,"crossmod",11
"Avg",0.327671441806094,"crossmod",11
"n_Avg",0.323572148053207,"crossmod",11
"CS_Avg",0.328706338580886,"crossmod",11
"Reg_a",0.332968488123593,"crossmod",11
"Reg_s",0.336138362787872,"crossmod",11
"Batch",0.289535033515146,"lasso",12
"ComBat",0.383786298948218,"lasso",12
"Avg",0.287595709829206,"lasso",12
"n_Avg",0.291484193697401,"lasso",12
"CS_Avg",0.315731274086784,"lasso",12
"Reg_a",0.290981627712369,"lasso",12
"Reg_s",0.293540981703801,"lasso",12
"Batch",0.36222234947095,"rf",12
"ComBat",0.333395324911608,"rf",12
"Avg",0.327824903649259,"rf",12
"n_Avg",0.328781321484318,"rf",12
"CS_Avg",0.293029097062128,"rf",12
"Reg_a",0.328692838350069,"rf",12
"Reg_s",0.313916830019027,"rf",12
"Batch",0.470593234296176,"svm",12
"ComBat",0.313236091160507,"svm",12
"Avg",0.280285464806128,"svm",12
"n_Avg",0.281921108903373,"svm",12
"CS_Avg",0.2880740976007,"svm",12
"Reg_a",0.281494332213521,"svm",12
"Reg_s",0.278015878044621,"svm",12
"Batch",0.36222234947095,"crossmod",12
"ComBat",0.333395324911608,"crossmod",12
"Avg",0.296140068697343,"crossmod",12
"n_Avg",0.298030246329314,"crossmod",12
"CS_Avg",0.303405235635137,"crossmod",12
"Reg_a",0.320703228137044,"crossmod",12
"Reg_s",0.295485658946167,"crossmod",12
"Batch",0.275183712708286,"lasso",13
"ComBat",0.286259443824942,"lasso",13
"Avg",0.265197378288786,"lasso",13
"n_Avg",0.268970195370032,"lasso",13
"CS_Avg",0.252037283612445,"lasso",13
"Reg_a",0.267429438804521,"lasso",13
"Reg_s",0.273026649355711,"lasso",13
"Batch",0.321114379395093,"rf",13
"ComBat",0.28078646203692,"rf",13
"Avg",0.283795262312848,"rf",13
"n_Avg",0.280696246729138,"rf",13
"CS_Avg",0.275535487338711,"rf",13
"Reg_a",0.28076321824915,"rf",13
"Reg_s",0.276056486894495,"rf",13
"Batch",0.529307438209189,"svm",13
"ComBat",0.135063272568072,"svm",13
"Avg",0.2746244363434,"svm",13
"n_Avg",0.272261756690556,"svm",13
"CS_Avg",0.262458770096331,"svm",13
"Reg_a",0.272950186695975,"svm",13
"Reg_s",0.283784333569311,"svm",13
"Batch",0.321114379395093,"crossmod",13
"ComBat",0.28078646203692,"crossmod",13
"Avg",0.272005337172506,"crossmod",13
"n_Avg",0.271395421716151,"crossmod",13
"CS_Avg",0.270401468911368,"crossmod",13
"Reg_a",0.29068574870164,"crossmod",13
"Reg_s",0.293267148195827,"crossmod",13
"Batch",0.272685069513386,"lasso",14
"ComBat",0.337206975458949,"lasso",14
"Avg",0.251836259168427,"lasso",14
"n_Avg",0.252200300366061,"lasso",14
"CS_Avg",0.254730076957903,"lasso",14
"Reg_a",0.252013884853343,"lasso",14
"Reg_s",0.252884647685582,"lasso",14
"Batch",0.32850414110937,"rf",14
"ComBat",0.292699709843661,"rf",14
"Avg",0.282579624785036,"rf",14
"n_Avg",0.28175518235886,"rf",14
"CS_Avg",0.275735969899156,"rf",14
"Reg_a",0.281763220191591,"rf",14
"Reg_s",0.278271267967556,"rf",14
"Batch",0.550223239198082,"svm",14
"ComBat",0.13805883700425,"svm",14
"Avg",0.254272265055989,"svm",14
"n_Avg",0.251435658991074,"svm",14
"CS_Avg",0.246877830622407,"svm",14
"Reg_a",0.252149264598703,"svm",14
"Reg_s",0.260476778942718,"svm",14
"Batch",0.32850414110937,"crossmod",14
"ComBat",0.292699709843661,"crossmod",14
"Avg",0.260748776469012,"crossmod",14
"n_Avg",0.259406807296732,"crossmod",14
"CS_Avg",0.262964462070188,"crossmod",14
"Reg_a",0.274617259545368,"crossmod",14
"Reg_s",0.278500812700306,"crossmod",14
"Batch",0.396684454143657,"lasso",15
"ComBat",0.43073313004471,"lasso",15
"Avg",0.34609285908865,"lasso",15
"n_Avg",0.346936181225271,"lasso",15
"CS_Avg",0.320502482897883,"lasso",15
"Reg_a",0.345766783672297,"lasso",15
"Reg_s",0.349748008984052,"lasso",15
"Batch",0.418535046565488,"rf",15
"ComBat",0.362083421495828,"rf",15
"Avg",0.366958788866937,"rf",15
"n_Avg",0.363169022552527,"rf",15
"CS_Avg",0.375323520566324,"rf",15
"Reg_a",0.363280083005585,"rf",15
"Reg_s",0.364920219181771,"rf",15
"Batch",0.833244894077527,"svm",15
"ComBat",0.170942188609582,"svm",15
"Avg",0.347529776652445,"svm",15
"n_Avg",0.342409424461081,"svm",15
"CS_Avg",0.327973509145716,"svm",15
"Reg_a",0.343770363114737,"svm",15
"Reg_s",0.36072492715558,"svm",15
"Batch",0.418535046565488,"crossmod",15
"ComBat",0.362083421495828,"crossmod",15
"Avg",0.350973409199491,"crossmod",15
"n_Avg",0.348097386440348,"crossmod",15
"CS_Avg",0.347351969531694,"crossmod",15
"Reg_a",0.365628107556829,"crossmod",15
"Reg_s",0.3772314117911,"crossmod",15
"Batch",0.222372153814706,"lasso",16
"ComBat",0.256443000092978,"lasso",16
"Avg",0.257055975933597,"lasso",16
"n_Avg",0.255807689542627,"lasso",16
"CS_Avg",0.243334301304283,"lasso",16
"Reg_a",0.255630576956742,"lasso",16
"Reg_s",0.256105632039694,"lasso",16
"Batch",0.335212289906761,"rf",16
"ComBat",0.271137049608056,"rf",16
"Avg",0.279990382783383,"rf",16
"n_Avg",0.276748433459345,"rf",16
"CS_Avg",0.279966824800327,"rf",16
"Reg_a",0.276832719269564,"rf",16
"Reg_s",0.275496457882901,"rf",16
"Batch",0.398999137379715,"svm",16
"ComBat",0.135522881739805,"svm",16
"Avg",0.241854710501878,"svm",16
"n_Avg",0.238519847821711,"svm",16
"CS_Avg",0.222402144767862,"svm",16
"Reg_a",0.239464286280293,"svm",16
"Reg_s",0.252783448522582,"svm",16
"Batch",0.335212289906761,"crossmod",16
"ComBat",0.271137049608056,"crossmod",16
"Avg",0.257692330413362,"crossmod",16
"n_Avg",0.255049266627505,"crossmod",16
"CS_Avg",0.25472119205141,"crossmod",16
"Reg_a",0.27245059790442,"crossmod",16
"Reg_s",0.270391351101098,"crossmod",16
"Batch",0.261086115270927,"lasso",17
"ComBat",0.288553171692344,"lasso",17
"Avg",0.260815809362835,"lasso",17
"n_Avg",0.253276319488189,"lasso",17
"CS_Avg",0.272061073133269,"lasso",17
"Reg_a",0.255496472669302,"lasso",17
"Reg_s",0.247545211837986,"lasso",17
"Batch",0.37882070823184,"rf",17
"ComBat",0.310600654027956,"rf",17
"Avg",0.306703285762623,"rf",17
"n_Avg",0.303066936298926,"rf",17
"CS_Avg",0.292784737386627,"rf",17
"Reg_a",0.303139679247103,"rf",17
"Reg_s",0.296029290701851,"rf",17
"Batch",0.518488051225364,"svm",17
"ComBat",0.121020390577529,"svm",17
"Avg",0.268193659520705,"svm",17
"n_Avg",0.260882940694818,"svm",17
"CS_Avg",0.267840214494082,"svm",17
"Reg_a",0.262450402174628,"svm",17
"Reg_s",0.269803985777982,"svm",17
"Batch",0.37882070823184,"crossmod",17
"ComBat",0.310600654027956,"crossmod",17
"Avg",0.276447074378042,"crossmod",17
"n_Avg",0.27022859933222,"crossmod",17
"CS_Avg",0.281528047331559,"crossmod",17
"Reg_a",0.284612104790007,"crossmod",17
"Reg_s",0.296320540662887,"crossmod",17
"Batch",0.291331994952737,"lasso",18
"ComBat",0.29567646769334,"lasso",18
"Avg",0.269454571689821,"lasso",18
"n_Avg",0.268336415786047,"lasso",18
"CS_Avg",0.286684314404505,"lasso",18
"Reg_a",0.26893604745209,"lasso",18
"Reg_s",0.267079433902556,"lasso",18
"Batch",0.358317696861618,"rf",18
"ComBat",0.334903373206126,"rf",18
"Avg",0.31446422853518,"rf",18
"n_Avg",0.315339430304951,"rf",18
"CS_Avg",0.289210642784402,"rf",18
"Reg_a",0.315270387366111,"rf",18
"Reg_s",0.304595957835327,"rf",18
"Batch",0.62222177687823,"svm",18
"ComBat",0.224080585915893,"svm",18
"Avg",0.271594734329369,"svm",18
"n_Avg",0.272705293479592,"svm",18
"CS_Avg",0.267239892162666,"svm",18
"Reg_a",0.272538030191624,"svm",18
"Reg_s",0.276109241475842,"svm",18
"Batch",0.358317696861618,"crossmod",18
"ComBat",0.334903373206126,"crossmod",18
"Avg",0.282443306158218,"crossmod",18
"n_Avg",0.282452482112738,"crossmod",18
"CS_Avg",0.28797745498434,"crossmod",18
"Reg_a",0.304810565988734,"crossmod",18
"Reg_s",0.294938623440572,"crossmod",18
"Batch",0.315257984026996,"lasso",19
"ComBat",0.36830378673413,"lasso",19
"Avg",0.238037434412138,"lasso",19
"n_Avg",0.233183826722654,"lasso",19
"CS_Avg",0.261556305175628,"lasso",19
"Reg_a",0.234974699259521,"lasso",19
"Reg_s",0.228790677637586,"lasso",19
"Batch",0.346923765259592,"rf",19
"ComBat",0.314643697239144,"rf",19
"Avg",0.293680412021718,"rf",19
"n_Avg",0.293823959189369,"rf",19
"CS_Avg",0.285835471660675,"rf",19
"Reg_a",0.293804134091531,"rf",19
"Reg_s",0.290238897716396,"rf",19
"Batch",0.662327131375546,"svm",19
"ComBat",0.169893238084536,"svm",19
"Avg",0.25161938040659,"svm",19
"n_Avg",0.24426366988211,"svm",19
"CS_Avg",0.264774158158952,"svm",19
"Reg_a",0.245702424718593,"svm",19
"Reg_s",0.247518860399208,"svm",19
"Batch",0.346923765259592,"crossmod",19
"ComBat",0.314643697239144,"crossmod",19
"Avg",0.258807567901657,"crossmod",19
"n_Avg",0.254783809692811,"crossmod",19
"CS_Avg",0.268507486357594,"crossmod",19
"Reg_a",0.263133574678233,"crossmod",19
"Reg_s",0.276935786201097,"crossmod",19
"Batch",0.259055330814923,"lasso",20
"ComBat",0.364667968691073,"lasso",20
"Avg",0.224358683439272,"lasso",20
"n_Avg",0.221929073899347,"lasso",20
"CS_Avg",0.247028803872244,"lasso",20
"Reg_a",0.223050274140916,"lasso",20
"Reg_s",0.219316196409723,"lasso",20
"Batch",0.314425539261544,"rf",20
"ComBat",0.286609475775112,"rf",20
"Avg",0.265090391260269,"rf",20
"n_Avg",0.264501240893169,"rf",20
"CS_Avg",0.247119691905446,"rf",20
"Reg_a",0.264483426318528,"rf",20
"Reg_s",0.256334952588906,"rf",20
"Batch",0.496889876487612,"svm",20
"ComBat",0.192850554709482,"svm",20
"Avg",0.226501024981522,"svm",20
"n_Avg",0.223127600083982,"svm",20
"CS_Avg",0.239476993433382,"svm",20
"Reg_a",0.223718229165733,"svm",20
"Reg_s",0.222117883026605,"svm",20
"Batch",0.314425539261544,"crossmod",20
"ComBat",0.286609475775112,"crossmod",20
"Avg",0.236470422838064,"crossmod",20
"n_Avg",0.234362994239554,"crossmod",20
"CS_Avg",0.243928125410606,"crossmod",20
"Reg_a",0.245672225663478,"crossmod",20
"Reg_s",0.240943804968582,"crossmod",20
"Batch",0.263448494145603,"lasso",21
"ComBat",0.355205578809832,"lasso",21
"Avg",0.315470305887156,"lasso",21
"n_Avg",0.318855447069546,"lasso",21
"CS_Avg",0.292992386895372,"lasso",21
"Reg_a",0.317124609787372,"lasso",21
"Reg_s",0.323317541054359,"lasso",21
"Batch",0.388179651869752,"rf",21
"ComBat",0.339540383831741,"rf",21
"Avg",0.344279933369998,"rf",21
"n_Avg",0.341985162042261,"rf",21
"CS_Avg",0.331009245210323,"rf",21
"Reg_a",0.342022201051571,"rf",21
"Reg_s",0.335561859895444,"rf",21
"Batch",0.541577435658395,"svm",21
"ComBat",0.205368173852417,"svm",21
"Avg",0.330640547254876,"svm",21
"n_Avg",0.330509972722826,"svm",21
"CS_Avg",0.315105679048615,"svm",21
"Reg_a",0.330747504764181,"svm",21
"Reg_s",0.341549851362483,"svm",21
"Batch",0.388179651869752,"crossmod",21
"ComBat",0.339540383831741,"crossmod",21
"Avg",0.327241028762808,"crossmod",21
"n_Avg",0.327383930075798,"crossmod",21
"CS_Avg",0.323654527347393,"crossmod",21
"Reg_a",0.353839494851535,"crossmod",21
"Reg_s",0.350190389703092,"crossmod",21
"Batch",0.309496596029269,"lasso",22
"ComBat",0.402721249499091,"lasso",22
"Avg",0.267648049237316,"lasso",22
"n_Avg",0.269768687876989,"lasso",22
"CS_Avg",0.26916872239659,"lasso",22
"Reg_a",0.269112072720385,"lasso",22
"Reg_s",0.271658745560121,"lasso",22
"Batch",0.355389680536621,"rf",22
"ComBat",0.301199598148053,"rf",22
"Avg",0.315298061907803,"rf",22
"n_Avg",0.311102604386068,"rf",22
"CS_Avg",0.30292367277953,"rf",22
"Reg_a",0.311190241351788,"rf",22
"Reg_s",0.304179252988986,"rf",22
"Batch",0.599546216372267,"svm",22
"ComBat",0.169644891184531,"svm",22
"Avg",0.289750815263791,"svm",22
"n_Avg",0.282176502310323,"svm",22
"CS_Avg",0.298663055395443,"svm",22
"Reg_a",0.283706720702559,"svm",22
"Reg_s",0.287369280313156,"svm",22
"Batch",0.355389680536621,"crossmod",22
"ComBat",0.301199598148053,"crossmod",22
"Avg",0.28848748918355,"crossmod",22
"n_Avg",0.285223207467458,"crossmod",22
"CS_Avg",0.292520826219882,"crossmod",22
"Reg_a",0.30194832991947,"crossmod",22
"Reg_s",0.305971919192929,"crossmod",22
"Batch",0.335232719793774,"lasso",23
"ComBat",0.392830953045653,"lasso",23
"Avg",0.282449712555077,"lasso",23
"n_Avg",0.281675970721367,"lasso",23
"CS_Avg",0.274786998842508,"lasso",23
"Reg_a",0.281503446597526,"lasso",23
"Reg_s",0.282108007744143,"lasso",23
"Batch",0.376569879830011,"rf",23
"ComBat",0.347445960750481,"rf",23
"Avg",0.335252606803569,"rf",23
"n_Avg",0.332078620991351,"rf",23
"CS_Avg",0.333806848382362,"rf",23
"Reg_a",0.33215814126788,"rf",23
"Reg_s",0.330166953197676,"rf",23
"Batch",0.637607974161872,"svm",23
"ComBat",0.128081944094884,"svm",23
"Avg",0.280437208623672,"svm",23
"n_Avg",0.274938519430554,"svm",23
"CS_Avg",0.270574716632765,"svm",23
"Reg_a",0.276233300722935,"svm",23
"Reg_s",0.286706565912373,"svm",23
"Batch",0.376569879830011,"crossmod",23
"ComBat",0.347445960750481,"crossmod",23
"Avg",0.297240911380997,"crossmod",23
"n_Avg",0.293961826383353,"crossmod",23
"CS_Avg",0.298448848066794,"crossmod",23
"Reg_a",0.314862399542052,"crossmod",23
"Reg_s",0.312790823503496,"crossmod",23
"Batch",0.281518964585729,"lasso",24
"ComBat",0.315639092956147,"lasso",24
"Avg",0.299041215783541,"lasso",24
"n_Avg",0.295548224320538,"lasso",24
"CS_Avg",0.314498085745662,"lasso",24
"Reg_a",0.296727255895105,"lasso",24
"Reg_s",0.292781923951515,"lasso",24
"Batch",0.366549978671802,"rf",24
"ComBat",0.354706543426061,"rf",24
"Avg",0.352130183951075,"rf",24
"n_Avg",0.351292233714188,"rf",24
"CS_Avg",0.323051003997529,"rf",24
"Reg_a",0.351262866906764,"rf",24
"Reg_s",0.338405353601636,"rf",24
"Batch",0.606826541525293,"svm",24
"ComBat",0.219099221619796,"svm",24
