"variable","value","L1","iteration"
"Batch",0.986762272476558,"lasso",1
"ComBat",0.948703805846663,"lasso",1
"Avg",0.941533370104799,"lasso",1
"n_Avg",0.939327082184225,"lasso",1
"CS_Avg",0.934914506343078,"lasso",1
"Reg_a",0.939327082184225,"lasso",1
"Reg_s",0.936569222283508,"lasso",1
"Batch",0.939327082184225,"rf",1
"ComBat",0.954219525648097,"rf",1
"Avg",0.961389961389961,"rf",1
"n_Avg",0.967457253171539,"rf",1
"CS_Avg",0.962493105350248,"rf",1
"Reg_a",0.967457253171539,"rf",1
"Reg_s",0.969111969111969,"rf",1
"Batch",0.961389961389961,"svm",1
"ComBat",0.953667953667954,"svm",1
"Avg",0.95311638168781,"svm",1
"n_Avg",0.955322669608384,"svm",1
"CS_Avg",0.950910093767237,"svm",1
"Reg_a",0.955322669608384,"svm",1
"Reg_s",0.95477109762824,"svm",1
"Batch",0.939327082184225,"crossmod",1
"ComBat",0.954219525648097,"crossmod",1
"Avg",0.959735245449531,"crossmod",1
"n_Avg",0.961941533370105,"crossmod",1
"CS_Avg",0.957528957528958,"crossmod",1
"Reg_a",0.959183673469388,"crossmod",1
"Reg_s",0.966354109211252,"crossmod",1
"Batch",0.96765350877193,"lasso",2
"ComBat",0.890350877192982,"lasso",2
"Avg",0.905701754385965,"lasso",2
"n_Avg",0.897478070175439,"lasso",2
"CS_Avg",0.896929824561404,"lasso",2
"Reg_a",0.898574561403509,"lasso",2
"Reg_s",0.884868421052632,"lasso",2
"Batch",0.915570175438597,"rf",2
"ComBat",0.916118421052632,"rf",2
"Avg",0.940241228070176,"rf",2
"n_Avg",0.942982456140351,"rf",2
"CS_Avg",0.940241228070176,"rf",2
"Reg_a",0.942982456140351,"rf",2
"Reg_s",0.941337719298246,"rf",2
"Batch",0.924342105263158,"svm",2
"ComBat",0.883223684210526,"svm",2
"Avg",0.928179824561404,"svm",2
"n_Avg",0.921600877192982,"svm",2
"CS_Avg",0.90515350877193,"svm",2
"Reg_a",0.919407894736842,"svm",2
"Reg_s",0.916666666666667,"svm",2
"Batch",0.915570175438597,"crossmod",2
"ComBat",0.916118421052632,"crossmod",2
"Avg",0.921052631578947,"crossmod",2
"n_Avg",0.924890350877193,"crossmod",2
"CS_Avg",0.927083333333333,"crossmod",2
"Reg_a",0.912280701754386,"crossmod",2
"Reg_s",0.925438596491228,"crossmod",2
"Batch",0.954891304347826,"lasso",3
"ComBat",0.915760869565217,"lasso",3
"Avg",0.947826086956522,"lasso",3
"n_Avg",0.948913043478261,"lasso",3
"CS_Avg",0.952173913043478,"lasso",3
"Reg_a",0.95,"lasso",3
"Reg_s",0.951630434782609,"lasso",3
"Batch",0.946195652173913,"rf",3
"ComBat",0.945108695652174,"rf",3
"Avg",0.953804347826087,"rf",3
"n_Avg",0.953260869565217,"rf",3
"CS_Avg",0.956521739130435,"rf",3
"Reg_a",0.953260869565217,"rf",3
"Reg_s",0.955978260869565,"rf",3
"Batch",0.964130434782609,"svm",3
"ComBat",0.94945652173913,"svm",3
