Accuracy,ROC_AUC,Sensitivity,Specificity,MCC,True Negative,False Positive,False Negative,True Positive,adjuster,subset_file,test_source,adjuster_folder
0.9322709163346612,0.9572580645161288,0.9612903225806452,0.8854166666666666,0.8559608923780878,85,11,6,149,gmm,subset6studies_test_gse20194.csv,gse20194,gmm
0.8589743589743589,0.9133831521739132,0.8913043478260869,0.8125,0.7074179485843503,52,12,10,82,gmm,subset6studies_test_gse20271.csv,gse20271,gmm
0.9137055837563453,0.9408975248669904,0.931297709923664,0.8787878787878788,0.8071038971082962,58,8,9,122,gmm,subset6studies_test_gse23720.csv,gse23720,gmm
0.8641304347826086,0.8770251307564739,0.8803418803418803,0.835820895522388,0.7098075760022047,56,11,14,103,gmm,subset6studies_test_gse25065.csv,gse25065,gmm
0.8518518518518519,0.8459895586141433,0.9418604651162792,0.6938775510204082,0.6744620650945848,34,15,5,81,gmm,subset6studies_test_gse45255.csv,gse45255,gmm
0.9652173913043478,0.9742857142857142,0.9714285714285714,0.9555555555555556,0.926984126984127,43,2,2,68,gmm,subset7studies_test_gse19615.csv,gse19615,gmm
0.9282868525896414,0.9640456989247312,0.9483870967741936,0.8958333333333334,0.8477027078797473,86,10,8,147,gmm,subset7studies_test_gse20194.csv,gse20194,gmm
0.8589743589743589,0.9142323369565216,0.8804347826086957,0.828125,0.7085597826086957,53,11,11,81,gmm,subset7studies_test_gse20271.csv,gse20271,gmm
0.9137055837563453,0.9397409206569513,0.900763358778626,0.9393939393939394,0.8166908180164002,62,4,13,118,gmm,subset7studies_test_gse23720.csv,gse23720,gmm
0.8586956521739131,0.881872687842837,0.8547008547008547,0.8656716417910447,0.7054131881941659,58,9,17,100,gmm,subset7studies_test_gse25065.csv,gse25065,gmm
0.8518518518518519,0.8682961556715709,0.9186046511627908,0.7346938775510204,0.6742652911867638,36,13,7,79,gmm,subset7studies_test_gse45255.csv,gse45255,gmm
0.7509433962264151,0.9313114134542706,1.0,0.6944444444444444,0.543961138140183,150,66,0,49,gmm,subset7studies_test_gse76275.csv,gse76275,gmm
0.9565217391304348,0.978095238095238,0.9714285714285714,0.9333333333333332,0.9085191177838904,42,3,2,68,gmm,subset8studies_test_gse19615.csv,gse19615,gmm
0.9243027888446216,0.9556451612903224,0.9419354838709676,0.8958333333333334,0.8394629924780104,86,10,9,146,gmm,subset8studies_test_gse20194.csv,gse20194,gmm
0.8589743589743589,0.9104959239130436,0.8804347826086957,0.828125,0.7085597826086957,53,11,11,81,gmm,subset8studies_test_gse20271.csv,gse20271,gmm
0.9187817258883249,0.9241267638214202,0.9083969465648856,0.9393939393939394,0.8262813367822323,62,4,12,119,gmm,subset8studies_test_gse23720.csv,gse23720,gmm
0.8641304347826086,0.8855721393034826,0.8632478632478633,0.8656716417910447,0.7153156080633958,58,9,16,101,gmm,subset8studies_test_gse25065.csv,gse25065,gmm
0.8592592592592593,0.8602278120550545,0.9302325581395348,0.7346938775510204,0.6906447993095638,36,13,6,80,gmm,subset8studies_test_gse45255.csv,gse45255,gmm
0.7509433962264151,0.9387755102040816,1.0,0.6944444444444444,0.543961138140183,150,66,0,49,gmm,subset8studies_test_gse76275.csv,gse76275,gmm
0.8717105263157895,0.9853473059445425,0.8517110266159695,1.0,0.6606829051373165,41,0,39,224,gmm,subset8studies_test_gse96058_nextseq.csv,gse96058_nextseq,gmm
0.9652173913043478,0.9736507936507935,0.9714285714285714,0.9555555555555556,0.926984126984127,43,2,2,68,gmm,subset9studies_test_gse19615.csv,gse19615,gmm
0.9721115537848606,0.9951612903225806,0.9870967741935484,0.9479166666666666,0.9409126378092298,91,5,2,153,gmm,subset9studies_test_gse20194.csv,gse20194,gmm
0.8846153846153846,0.8935122282608695,0.9021739130434784,0.859375,0.7615489130434783,55,9,9,83,gmm,subset9studies_test_gse20271.csv,gse20271,gmm
0.9137055837563453,0.9303724265556326,0.916030534351145,0.9090909090909092,0.8111684347567252,60,6,11,120,gmm,subset9studies_test_gse23720.csv,gse23720,gmm
0.9623287671232876,0.982788296041308,0.963855421686747,0.9603174603174603,0.9233124780889548,121,5,6,160,gmm,subset9studies_test_gse25055.csv,gse25055,gmm
0.8532608695652174,0.8827656588850618,0.8632478632478633,0.835820895522388,0.6892471304999412,56,11,16,101,gmm,subset9studies_test_gse25065.csv,gse25065,gmm
0.8444444444444444,0.8262933080208827,0.9186046511627908,0.7142857142857143,0.6573696216126362,35,14,7,79,gmm,subset9studies_test_gse45255.csv,gse45255,gmm
0.7509433962264151,0.9512471655328798,1.0,0.6944444444444444,0.543961138140183,150,66,0,49,gmm,subset9studies_test_gse76275.csv,gse76275,gmm
0.924342105263158,0.9921172215524436,0.9125475285171104,1.0,0.7645918914403119,41,0,23,240,gmm,subset9studies_test_gse96058_nextseq.csv,gse96058_nextseq,gmm
0.9739130434782608,0.986031746031746,0.9857142857142858,0.9555555555555556,0.9451786611330648,43,2,1,69,log_combat,subset10studies_test_gse19615.csv,gse19615,log_combat
0.9721115537848606,0.9963709677419356,0.9806451612903224,0.9583333333333334,0.9408773408393036,92,4,3,152,log_combat,subset10studies_test_gse20194.csv,gse20194,log_combat
0.8910256410256411,0.9273097826086956,0.9021739130434784,0.875,0.7753981145352655,56,8,9,83,log_combat,subset10studies_test_gse20271.csv,gse20271,log_combat
0.9289340101522844,0.9271339347675224,0.9465648854961832,0.8939393939393939,0.8405042794355772,59,7,7,124,log_combat,subset10studies_test_gse23720.csv,gse23720,log_combat
0.9623287671232876,0.9881430483840122,0.9698795180722892,0.9523809523809524,0.9231657190950284,120,6,5,161,log_combat,subset10studies_test_gse25055.csv,gse25055,log_combat
0.8532608695652174,0.8892715907641281,0.8461538461538461,0.8656716417910447,0.6956410354040179,58,9,18,99,log_combat,subset10studies_test_gse25065.csv,gse25065,log_combat
0.8518518518518519,0.8751779781680114,0.9186046511627908,0.7346938775510204,0.6742652911867638,36,13,7,79,log_combat,subset10studies_test_gse45255.csv,gse45255,log_combat
0.9376947040498442,0.952225352112676,0.94,0.9295774647887324,0.8309202150362384,66,5,15,235,log_combat,subset10studies_test_gse58644.csv,gse58644,log_combat
0.5773584905660377,0.9296107331821618,1.0,0.4814814814814814,0.382802615181788,104,112,0,49,log_combat,subset10studies_test_gse76275.csv,gse76275,log_combat
0.9572368421052632,0.9845126588148012,0.9505703422053232,1.0,0.8495465460447911,41,0,13,250,log_combat,subset10studies_test_gse96058_nextseq.csv,gse96058_nextseq,log_combat
0.9652173913043478,0.98,0.9714285714285714,0.9555555555555556,0.926984126984127,43,2,2,68,log_combat,subset11studies_test_gse19615.csv,gse19615,log_combat
0.9721115537848606,0.9970430107526882,0.9806451612903224,0.9583333333333334,0.9408773408393036,92,4,3,152,log_combat,subset11studies_test_gse20194.csv,gse20194,log_combat
0.8782051282051282,0.9449728260869564,0.8804347826086957,0.875,0.750668985896334,56,8,11,81,log_combat,subset11studies_test_gse20271.csv,gse20271,log_combat
0.9949238578680204,0.999884339578996,0.9923664122137404,1.0,0.9887137974284952,66,0,1,130,log_combat,subset11studies_test_gse23720.csv,gse23720,log_combat
0.9623287671232876,0.9868999808758844,0.9698795180722892,0.9523809523809524,0.9231657190950284,120,6,5,161,log_combat,subset11studies_test_gse25055.csv,gse25055,log_combat
0.8532608695652174,0.890164561806353,0.8290598290598291,0.8955223880597015,0.7033254622990277,60,7,20,97,log_combat,subset11studies_test_gse25065.csv,gse25065,log_combat
0.9299719887955182,0.9720823366486214,0.9627659574468084,0.893491124260355,0.8607387827199491,151,18,7,181,log_combat,subset11studies_test_gse31448.csv,gse31448,log_combat
0.8444444444444444,0.8770764119601329,0.9069767441860463,0.7346938775510204,0.6582826173384553,36,13,8,78,log_combat,subset11studies_test_gse45255.csv,gse45255,log_combat
0.9376947040498442,0.96343661971831,0.936,0.943661971830986,0.8338491139589387,67,4,16,234,log_combat,subset11studies_test_gse58644.csv,gse58644,log_combat
0.6113207547169811,0.9279100529100528,1.0,0.5231481481481481,0.4106658526041905,113,103,0,49,log_combat,subset11studies_test_gse76275.csv,gse76275,log_combat
0.950657894736842,0.9822869331354912,0.9429657794676806,1.0,0.8308944938843975,41,0,15,248,log_combat,subset11studies_test_gse96058_nextseq.csv,gse96058_nextseq,log_combat
0.9565217391304348,0.973968253968254,0.9714285714285714,0.9333333333333332,0.9085191177838904,42,3,2,68,log_combat,subset12studies_test_gse19615.csv,gse19615,log_combat
0.9681274900398408,0.9958333333333332,0.9806451612903224,0.9479166666666666,0.9323920008577034,91,5,3,152,log_combat,subset12studies_test_gse20194.csv,gse20194,log_combat
0.8782051282051282,0.9397078804347826,0.8804347826086957,0.875,0.750668985896334,56,8,11,81,log_combat,subset12studies_test_gse20271.csv,gse20271,log_combat
0.9898477157360406,0.9995373583159844,0.9847328244274808,1.0,0.9776349494045624,66,0,2,129,log_combat,subset12studies_test_gse23720.csv,gse23720,log_combat
0.9623287671232876,0.9843660355708548,0.9698795180722892,0.9523809523809524,0.9231657190950284,120,6,5,161,log_combat,subset12studies_test_gse25055.csv,gse25055,log_combat
0.8586956521739131,0.8760045924225028,0.8376068376068376,0.8955223880597015,0.7126932896584922,60,7,19,98,log_combat,subset12studies_test_gse25065.csv,gse25065,log_combat
0.9215686274509804,0.974977968022158,0.9627659574468084,0.8757396449704142,0.8446693039057516,148,21,7,181,log_combat,subset12studies_test_gse31448.csv,gse31448,log_combat
0.837037037037037,0.8766018035121026,0.8953488372093024,0.7346938775510204,0.642672546401691,36,13,9,77,log_combat,subset12studies_test_gse45255.csv,gse45255,log_combat
0.940809968847352,0.9615211267605632,0.944,0.9295774647887324,0.8381988992228555,66,5,14,236,log_combat,subset12studies_test_gse58644.csv,gse58644,log_combat
0.6075471698113207,0.9375472411186696,1.0,0.5185185185185185,0.4075064248854541,112,104,0,49,log_combat,subset12studies_test_gse76275.csv,gse76275,log_combat
0.9407407407407408,0.9827456014498224,0.9504643962848296,0.902439024390244,0.8243877162070975,74,8,16,307,log_combat,subset12studies_test_gse81538.csv,gse81538,log_combat
0.9539473684210528,0.9880367244737086,0.946768060836502,1.0,0.8401027046985124,41,0,14,249,log_combat,subset12studies_test_gse96058_nextseq.csv,gse96058_nextseq,log_combat
0.9565217391304348,0.9822222222222222,0.9571428571428572,0.9555555555555556,0.9092412093166348,43,2,3,67,log_combat,subset13studies_test_gse19615.csv,gse19615,log_combat
0.9681274900398408,0.9942204301075268,0.9741935483870968,0.9583333333333334,0.93252688172043,92,4,4,151,log_combat,subset13studies_test_gse20194.csv,gse20194,log_combat
0.8782051282051282,0.9298573369565216,0.8913043478260869,0.859375,0.7489640879033814,55,9,10,82,log_combat,subset13studies_test_gse20271.csv,gse20271,log_combat
0.9949238578680204,0.999884339578996,0.9923664122137404,1.0,0.9887137974284952,66,0,1,130,log_combat,subset13studies_test_gse23720.csv,gse23720,log_combat
0.9623287671232876,0.9781985083189902,0.9759036144578314,0.9444444444444444,0.9231993908197348,119,7,4,162,log_combat,subset13studies_test_gse25055.csv,gse25055,log_combat
0.8586956521739131,0.8910575328485776,0.8461538461538461,0.8805970149253731,0.7088896503832436,59,8,18,99,log_combat,subset13studies_test_gse25065.csv,gse25065,log_combat
0.9215686274509804,0.9750409165302782,0.973404255319149,0.863905325443787,0.8462257835844242,146,23,5,183,log_combat,subset13studies_test_gse31448.csv,gse31448,log_combat
0.8592592592592593,0.8666350261034647,0.9186046511627908,0.7551020408163265,0.6911480586626756,37,12,7,79,log_combat,subset13studies_test_gse45255.csv,gse45255,log_combat
0.940809968847352,0.948338028169014,0.94,0.943661971830986,0.8409679943224309,67,4,15,235,log_combat,subset13studies_test_gse58644.csv,gse58644,log_combat
0.9136150234741784,0.8912238398544131,0.9592356687898088,0.7857142857142857,0.7716056495798619,220,60,32,753,log_combat,subset13studies_test_gse62944_tumor.csv,gse62944_tumor,log_combat
0.5849056603773585,0.9383030990173848,1.0,0.4907407407407407,0.3888888888888889,106,110,0,49,log_combat,subset13studies_test_gse76275.csv,gse76275,log_combat
0.945679012345679,0.9810088348561504,0.9504643962848296,0.926829268292683,0.8413701458907805,76,6,16,307,log_combat,subset13studies_test_gse81538.csv,gse81538,log_combat
0.9539473684210528,0.9901697115830472,0.946768060836502,1.0,0.8401027046985124,41,0,14,249,log_combat,subset13studies_test_gse96058_nextseq.csv,gse96058_nextseq,log_combat
0.982608695652174,0.9812698412698412,1.0,0.9555555555555556,0.9638528651609708,43,2,0,70,log_combat,subset14studies_test_gse19615.csv,gse19615,log_combat
0.9641434262948207,0.9946236559139784,0.9806451612903224,0.9375,0.9239379327067992,90,6,3,152,log_combat,subset14studies_test_gse20194.csv,gse20194,log_combat
0.8782051282051282,0.9358016304347826,0.9021739130434784,0.84375,0.7477676655666522,54,10,9,83,log_combat,subset14studies_test_gse20271.csv,gse20271,log_combat
0.9898477157360406,0.999884339578996,0.9847328244274808,1.0,0.9776349494045624,66,0,2,129,log_combat,subset14studies_test_gse23720.csv,gse23720,log_combat
0.9486301369863014,0.9846528973034996,0.963855421686747,0.9285714285714286,0.8951916794307102,117,9,6,160,log_combat,subset14studies_test_gse25055.csv,gse25055,log_combat
0.8641304347826086,0.8966704936854192,0.8547008547008547,0.8805970149253731,0.7185797362130393,59,8,17,100,log_combat,subset14studies_test_gse25065.csv,gse25065,log_combat
0.9243697478991596,0.9736875236056906,0.9680851063829788,0.8757396449704142,0.8506798732087041,148,21,6,182,log_combat,subset14studies_test_gse31448.csv,gse31448,log_combat
0.8592592592592593,0.8607024205030849,0.9302325581395348,0.7346938775510204,0.6906447993095638,36,13,6,80,log_combat,subset14studies_test_gse45255.csv,gse45255,log_combat
0.940809968847352,0.9482816901408452,0.948,0.9154929577464788,0.8356175267532475,65,6,13,237,log_combat,subset14studies_test_gse58644.csv,gse58644,log_combat
0.9126760563380282,0.8973885350318472,0.9579617834394905,0.7857142857142857,0.7692356004899282,220,60,33,752,log_combat,subset14studies_test_gse62944_tumor.csv,gse62944_tumor,log_combat
0.5773584905660377,0.927437641723356,1.0,0.4814814814814814,0.382802615181788,104,112,0,49,log_combat,subset14studies_test_gse76275.csv,gse76275,log_combat
0.9555555555555556,0.9885599939590728,0.9752321981424148,0.8780487804878049,0.8612189509205713,72,10,8,315,log_combat,subset14studies_test_gse81538.csv,gse81538,log_combat
0.9437521050858876,0.9580741533670688,0.9505644219540678,0.9,0.7842488515134954,360,40,127,2442,log_combat,subset14studies_test_gse96058_hiseq.csv,gse96058_hiseq,log_combat
0.9703947368421052,0.9867383844941112,0.9695817490494296,0.975609756097561,0.8854193544900133,40,1,8,255,log_combat,subset14studies_test_gse96058_nextseq.csv,gse96058_nextseq,log_combat
0.9565217391304348,0.9819047619047618,0.9857142857142858,0.9111111111111112,0.9090276637993084,41,4,1,69,log_combat,subset2studies_test_gse19615.csv,gse19615,log_combat
0.837037037037037,0.8626008542952064,0.9302325581395348,0.673469387755102,0.6404746150058319,33,16,6,80,log_combat,subset2studies_test_gse45255.csv,gse45255,log_combat
0.9652173913043478,0.9819047619047618,0.9857142857142858,0.9333333333333332,0.9270279218076446,42,3,1,69,log_combat,subset3studies_test_gse19615.csv,gse19615,log_combat
0.8205128205128205,0.873641304347826,0.8804347826086957,0.734375,0.6257453561245013,47,17,11,81,log_combat,subset3studies_test_gse20271.csv,gse20271,log_combat
0.8444444444444444,0.8571428571428572,0.9186046511627908,0.7142857142857143,0.6573696216126362,35,14,7,79,log_combat,subset3studies_test_gse45255.csv,gse45255,log_combat
0.9565217391304348,0.972063492063492,0.9857142857142858,0.9111111111111112,0.9090276637993084,41,4,1,69,log_combat,subset4studies_test_gse19615.csv,gse19615,log_combat
0.8653846153846154,0.8970788043478262,0.9021739130434784,0.8125,0.720385744870595,52,12,9,83,log_combat,subset4studies_test_gse20271.csv,gse20271,log_combat
0.8695652173913043,0.9119785686949866,0.8803418803418803,0.8507462686567164,0.722656111959507,57,10,14,103,log_combat,subset4studies_test_gse25065.csv,gse25065,log_combat
0.8518518518518519,0.851922164214523,0.9418604651162792,0.6938775510204082,0.6744620650945848,34,15,5,81,log_combat,subset4studies_test_gse45255.csv,gse45255,log_combat
0.9478260869565216,0.9768253968253968,0.9857142857142858,0.8888888888888888,0.8911658548002984,40,5,1,69,log_combat,subset5studies_test_gse19615.csv,gse19615,log_combat
0.8525641025641025,0.8941915760869565,0.8913043478260869,0.796875,0.6936794292337575,51,13,10,82,log_combat,subset5studies_test_gse20271.csv,gse20271,log_combat
0.9035532994923858,0.9260929909784872,0.931297709923664,0.8484848484848485,0.7827759765493103,56,10,9,122,log_combat,subset5studies_test_gse23720.csv,gse23720,log_combat
0.8695652173913043,0.9063656078581452,0.8717948717948718,0.8656716417910447,0.725353511250122,58,9,15,102,log_combat,subset5studies_test_gse25065.csv,gse25065,log_combat
0.8444444444444444,0.8630754627432369,0.9302325581395348,0.6938775510204082,0.6572289489513108,34,15,6,80,log_combat,subset5studies_test_gse45255.csv,gse45255,log_combat
